店,日付,時間,レシート,顧客,商品,大分類,中分類,小分類,細分類,メーカー,ブランド,仕入単価,単価,数量,金額,仕入金額,粗利金額
B,20010130,103152,1000013,00041B,0000424,1,11,1111,111113,1484,148401,226,294,1,294,226,68
B,20010130,103152,1000013,00041B,0000278,1,11,1107,110725,0140,014000,278,362,1,362,278,84
B,20010130,173809,1000012,00021B,0000392,1,14,1401,140107,1376,137605,254,331,1,331,254,77
B,20010130,173809,1000012,00021B,0000235,1,11,1104,110413,1523,152302,321,418,1,418,321,97
B,20010130,173809,1000012,00021B,0000518,1,11,1110,111011,1369,136902,361,470,1,470,361,109
B,20010130,173809,1000012,00021B,0000346,1,13,1301,130129,0518,051802,380,494,1,494,380,114
B,20010130,173809,1000012,00021B,0000396,1,14,1401,140103,1489,148900,404,526,1,526,404,122
B,20010130,173809,1000012,00021B,0000260,1,11,1121,112107,1431,143106,325,423,1,423,325,98
B,20010130,173809,1000012,00021B,0000469,1,11,1113,111303,1417,141703,201,262,2,524,402,122
B,20010130,173809,1000012,00021B,0000414,1,11,1117,111701,1705,170501,310,403,1,403,310,93
B,20010130,185345,1000011,00018B,0000603,1,14,1404,140403,1336,133600,223,290,1,290,223,67
B,20010130,185345,1000011,00018B,0000145,1,11,1105,110505,1725,172504,449,584,1,584,449,135
B,20010130,185345,1000011,00018B,0000471,1,11,1115,111511,1361,136102,275,433,1,433,275,158
B,20010130,185345,1000011,00018B,0000237,1,11,1101,110111,0295,029502,244,318,1,318,244,74
B,20010130,185345,1000011,00018B,0000444,1,11,1116,111603,0315,031501,419,545,1,545,419,126
B,20010130,185345,1000011,00018B,0000291,1,11,1112,111211,1364,136402,272,354,5,1770,1360,410
B,20010130,185345,1000011,00018B,0000455,1,14,1406,140681,0361,036103,376,489,1,489,376,113
B,20010130,185345,1000011,00018B,0000208,1,11,1112,111203,0777,077700,358,466,1,466,358,108
B,20010130,185345,1000011,00018B,0000362,1,11,1119,111901,0171,017104,222,289,1,289,222,67
B,20010130,185345,1000011,00018B,0000362,1,11,1119,111901,0171,017104,222,289,1,289,222,67
B,20010130,185345,1000011,00018B,0000255,1,14,1406,140621,1894,189400,256,333,1,333,256,77
B,20010131,080841,1000014,00217B,0000215,1,11,1119,111907,0143,014301,99,129,7,903,693,210
B,20010201,113401,1000015,00118B,0000481,1,11,1103,110301,1896,189601,98,128,1,128,98,30
B,20010203,121000,1000016,00179B,0000024,1,11,1197,119797,0530,053001,132,172,1,172,132,40
B,20010204,100417,1000018,00261B,0000387,1,14,1403,140325,1291,129100,269,350,1,350,269,81
B,20010204,100417,1000018,00261B,0000364,1,13,1301,130137,1772,177201,366,476,1,476,366,110
B,20010204,100417,1000018,00261B,0000535,1,11,1105,110504,1013,101300,376,489,1,489,376,113
B,20010204,100417,1000018,00261B,0000305,1,11,1101,110129,1765,176502,185,241,2,482,370,112
B,20010204,100417,1000018,00261B,0000345,1,11,1121,112105,0188,018800,343,446,1,446,343,103
B,20010204,213040,1000017,00217B,0000780,1,11,1112,111297,1869,186901,360,468,5,2340,1800,540
B,20010204,213040,1000017,00217B,0000545,1,11,1121,112111,0729,072900,199,259,1,259,199,60
B,20010204,213040,1000017,00217B,0000362,1,11,1119,111901,0171,017104,222,289,1,289,222,67
B,20010204,213040,1000017,00217B,0000574,1,14,1401,140101,1632,163202,222,289,1,289,222,67
B,20010204,213040,1000017,00217B,0000485,1,14,1403,140315,0129,012907,166,216,1,216,166,50
B,20010204,213040,1000017,00217B,0000331,1,11,1102,110207,0193,019301,275,358,5,1790,1375,415
B,20010204,213040,1000017,00217B,0000299,1,11,1110,111003,0565,056500,222,289,1,289,222,67
B,20010204,213040,1000017,00217B,0000303,1,14,1406,140611,0856,085602,310,403,4,1612,1240,372
B,20010204,213040,1000017,00217B,0000249,1,11,1103,110397,0393,039303,412,536,1,536,412,124
B,20010204,213040,1000017,00217B,0000382,1,11,1119,111905,1336,133601,282,367,1,367,282,85
B,20010204,213040,1000017,00217B,0000379,1,12,1201,120197,1725,172506,243,316,1,316,243,73
B,20010204,213040,1000017,00217B,0000208,1,11,1112,111203,0777,077700,358,466,4,1864,1432,432
B,20010204,213040,1000017,00217B,0000270,1,11,1115,111507,0605,060502,238,310,1,310,238,72
B,20010204,213040,1000017,00217B,0000357,1,11,1105,110505,0013,001300,500,650,1,650,500,150
B,20010205,130123,1000020,00179B,0000149,1,14,1406,140661,0308,030800,443,576,1,576,443,133
B,20010205,130123,1000020,00179B,0000207,1,11,1115,111509,1170,117003,332,432,6,2592,1992,600
B,20010205,140338,1000019,00084B,0000576,1,11,1102,110207,1579,157902,322,419,6,2514,1932,582
B,20010205,140338,1000019,00084B,0000442,1,11,1101,110197,0266,026600,240,312,1,312,240,72
B,20010205,140338,1000019,00084B,0000277,1,11,1103,110303,1193,119305,225,293,1,293,225,68
B,20010205,140338,1000019,00084B,0000385,1,11,1106,110605,1175,117501,278,362,1,362,278,84
B,20010205,140338,1000019,00084B,0000260,1,11,1121,112107,1431,143106,325,423,6,2538,1950,588
B,20010205,140338,1000019,00084B,0000481,1,11,1103,110301,1896,189601,98,128,1,128,98,30
B,20010206,172546,1000021,00091B,0000377,1,11,1105,110511,0302,030201,571,743,1,743,571,172
B,20010206,172546,1000021,00091B,0000424,1,11,1111,111113,1484,148401,226,351,6,2106,1356,750
B,20010206,172546,1000021,00091B,0000308,1,14,1404,140407,0707,070700,468,609,1,609,468,141
B,20010206,172546,1000021,00091B,0000423,1,11,1107,110791,0107,010703,290,377,6,2262,1740,522
B,20010206,172546,1000021,00091B,0000536,1,11,1113,111307,1083,108301,206,268,1,268,206,62
B,20010206,172546,1000021,00091B,0000474,1,11,1118,111897,1812,181200,190,247,1,247,190,57
B,20010206,172546,1000021,00091B,0000553,1,14,1403,140307,0617,061702,249,324,5,1620,1245,375
B,20010206,172546,1000021,00091B,0000420,1,11,1102,110211,0376,037601,255,332,1,332,255,77
B,20010206,172546,1000021,00091B,0000494,1,11,1110,111009,1720,172003,236,307,1,307,236,71
B,20010208,132523,1000022,00082B,0000571,1,11,1103,110303,1158,115804,171,223,1,223,171,52
B,20010208,132523,1000022,00082B,0000343,1,11,1104,110407,0189,018903,384,500,1,500,384,116
B,20010208,132523,1000022,00082B,0000385,1,11,1106,110605,1175,117501,278,362,1,362,278,84
B,20010208,132523,1000022,00082B,0000609,1,14,1401,140107,1818,181803,232,302,1,302,232,70
B,20010208,132523,1000022,00082B,0000163,1,11,1106,110601,0477,047701,77,101,1,101,77,24
B,20010208,132523,1000022,00082B,0000475,1,11,1101,110135,1067,106705,243,316,1,316,243,73
B,20010208,132523,1000022,00082B,0000281,1,14,1403,140305,1501,150100,206,268,2,536,412,124
B,20010208,132523,1000022,00082B,0000399,1,11,1113,111307,0939,093902,198,258,1,258,198,60
B,20010208,132523,1000022,00082B,0000283,1,11,1102,110297,0134,013404,223,290,1,290,223,67
B,20010208,132523,1000022,00082B,0000441,1,11,1110,111007,0713,071300,296,385,1,385,296,89
B,20010208,132523,1000022,00082B,0000246,1,11,1111,111109,1223,122300,333,433,1,433,333,100
B,20010208,132523,1000022,00082B,0000397,1,11,1105,110517,0191,019104,212,276,1,276,212,64
B,20010208,132523,1000022,00082B,0000464,1,11,1102,110297,0542,054202,500,650,1,650,500,150
B,20010209,154647,1000023,00228B,0000232,1,11,1116,111603,1347,134702,253,329,1,329,253,76
B,20010209,154647,1000023,00228B,0000197,1,14,1402,140201,1515,151500,360,468,1,468,360,108
B,20010209,154647,1000023,00228B,0000319,1,11,1101,110197,1895,189503,395,514,1,514,395,119
B,20010209,154647,1000023,00228B,0000220,1,11,1119,111905,0191,019100,402,523,5,2615,2010,605
B,20010209,154647,1000023,00228B,0000176,1,11,1116,111601,0018,001800,253,329,4,1316,1012,304
B,20010211,134123,1000025,00181B,0000523,1,13,1301,130139,0120,012000,392,510,1,510,392,118
B,20010211,134123,1000025,00181B,0000360,1,11,1119,111905,1327,132705,235,306,1,306,235,71
B,20010211,134123,1000025,00181B,0000442,1,11,1101,110197,0266,026600,240,312,5,1560,1200,360
B,20010211,143917,1000024,00144B,0000294,1,14,1406,140681,0694,069401,236,307,1,307,236,71
B,20010211,143917,1000024,00144B,0000433,1,14,1497,149797,0227,022700,416,541,1,541,416,125
B,20010211,143917,1000024,00144B,0000235,1,11,1104,110413,1523,152302,321,418,1,418,321,97
B,20010211,143917,1000024,00144B,0000387,1,14,1403,140325,1291,129100,269,350,1,350,269,81
B,20010211,143917,1000024,00144B,0000317,1,11,1119,111907,0623,062301,357,465,1,465,357,108
B,20010211,143917,1000024,00144B,0000517,1,11,1197,119705,1151,115102,424,552,1,552,424,128
B,20010212,131823,1000026,00227B,0000629,1,11,1107,110703,1409,140900,278,362,1,362,278,84
B,20010212,131823,1000026,00227B,0000357,1,11,1105,110505,0013,001300,500,650,1,650,500,150
B,20010212,131823,1000026,00227B,0000431,1,11,1101,110129,1705,170502,207,270,1,270,207,63
B,20010212,131823,1000026,00227B,0000380,1,11,1121,112105,0109,010905,209,272,1,272,209,63
B,20010212,131823,1000026,00227B,0000443,1,13,1301,130121,1886,188600,395,514,1,514,395,119
B,20010212,131823,1000026,00227B,0000343,1,11,1104,110407,0189,018903,384,500,1,500,384,116
B,20010212,131823,1000026,00227B,0000396,1,14,1401,140103,1489,148900,404,526,1,526,404,122
B,20010212,131823,1000026,00227B,0000343,1,11,1104,110407,0189,018903,384,500,6,3000,2304,696
B,20010212,131823,1000026,00227B,0000563,1,11,1121,112113,0367,036703,132,172,1,172,132,40
B,20010213,111536,1000027,00168B,0000572,1,11,1115,111507,1801,180100,421,548,1,548,421,127
B,20010213,111536,1000027,00168B,0000283,1,11,1102,110297,0134,013404,223,290,1,290,223,67
B,20010213,111536,1000027,00168B,0000442,1,11,1101,110197,0266,026600,240,312,1,312,240,72
B,20010213,111536,1000027,00168B,0000589,1,11,1116,111601,1296,129603,265,345,1,345,265,80
B,20010213,111536,1000027,00168B,0000541,1,11,1101,110129,0121,012101,277,361,1,361,277,84
B,20010213,111536,1000027,00168B,0000488,1,11,1119,111905,1644,164402,358,466,1,466,358,108
B,20010213,134652,1000028,00181B,0000220,1,11,1119,111905,0191,019100,402,523,1,523,402,121
B,20010213,134652,1000028,00181B,0000448,1,11,1120,112005,1298,129803,313,407,4,1628,1252,376
B,20010213,134652,1000028,00181B,0000385,1,11,1106,110605,1175,117501,278,362,1,362,278,84
B,20010216,105511,1000029,00088B,0000594,1,11,1113,111303,1991,199103,248,323,6,1938,1488,450
B,20010216,105511,1000029,00088B,0000136,1,14,1404,140497,1472,147200,279,363,1,363,279,84
B,20010216,105511,1000029,00088B,0000402,1,11,1101,110135,1198,119800,310,403,1,403,310,93
B,20010216,105511,1000029,00088B,0000627,1,11,1111,111107,0179,017901,112,146,1,146,112,34
B,20010216,105511,1000029,00088B,0000289,1,14,1406,140691,0678,067800,475,618,5,3090,2375,715
B,20010216,105511,1000029,00088B,0000429,1,11,1119,111997,1117,111700,295,384,1,384,295,89
B,20010216,105511,1000029,00088B,0000414,1,11,1117,111701,1705,170501,310,403,2,806,620,186
B,20010216,105511,1000029,00088B,0000454,1,14,1401,140107,1804,180403,199,259,4,1036,796,240
B,20010216,122637,1000032,00180B,0000598,1,14,1406,140621,1747,174700,206,268,1,268,206,62
B,20010216,122637,1000032,00180B,0000275,1,14,1406,140693,0570,057004,370,481,1,481,370,111
B,20010216,122637,1000032,00180B,0000461,1,14,1406,140671,0894,089401,381,496,1,496,381,115
B,20010216,122637,1000032,00180B,0000280,1,14,1403,140316,0175,017501,253,329,1,329,253,76
B,20010216,122637,1000032,00180B,0000471,1,11,1115,111511,1361,136102,275,433,1,433,275,158
B,20010216,122637,1000032,00180B,0000505,1,11,1108,110803,0085,008500,194,253,1,253,194,59
B,20010216,122637,1000032,00180B,0000466,1,14,1401,140105,0590,059003,408,531,1,531,408,123
B,20010216,122637,1000032,00180B,0000414,1,11,1117,111701,1705,170501,310,403,4,1612,1240,372
B,20010216,122637,1000032,00180B,0000493,1,11,1113,111305,1755,175504,274,357,1,357,274,83
B,20010216,122637,1000032,00180B,0000402,1,11,1101,110135,1198,119800,310,403,6,2418,1860,558
B,20010216,142918,1000033,00292B,0000577,1,11,1115,111511,1880,188002,160,208,1,208,160,48
B,20010216,142918,1000033,00292B,0000361,1,11,1121,112105,0799,079901,339,441,6,2646,2034,612
B,20010216,142918,1000033,00292B,0000388,1,14,1402,140209,0773,077301,336,437,1,437,336,101
B,20010216,142918,1000033,00292B,0000354,1,11,1112,111211,0869,086900,188,245,1,245,188,57
B,20010216,142918,1000033,00292B,0000484,1,11,1105,110509,1221,122103,180,234,1,234,180,54
B,20010216,142918,1000033,00292B,0000305,1,11,1101,110129,1765,176502,185,241,1,241,185,56
B,20010216,143742,1000030,00160B,0000553,1,14,1403,140307,0617,061702,249,390,1,390,249,141
B,20010216,143742,1000030,00160B,0000260,1,11,1121,112107,1431,143106,325,423,3,1269,975,294
B,20010216,143742,1000030,00160B,0000463,1,14,1402,140211,0108,010800,333,433,1,433,333,100
B,20010216,143742,1000030,00160B,0000315,1,14,1402,140205,0405,040501,290,377,1,377,290,87
B,20010216,161106,1000031,00178B,0000420,1,11,1102,110211,0376,037601,255,332,5,1660,1275,385
B,20010216,161106,1000031,00178B,0000276,1,11,1120,112097,0617,061701,142,185,5,925,710,215
B,20010216,161106,1000031,00178B,0000478,1,11,1101,110125,0807,080700,121,158,1,158,121,37
B,20010216,161106,1000031,00178B,0000308,1,14,1404,140407,0707,070700,468,609,1,609,468,141
B,20010216,161106,1000031,00178B,0000391,1,11,1111,111111,0052,005200,191,249,1,249,191,58
B,20010216,161106,1000031,00178B,0000342,1,14,1401,140115,0147,014700,332,432,1,432,332,100
B,20010216,161106,1000031,00178B,0000285,1,11,1110,111015,1516,151601,208,271,5,1355,1040,315
B,20010217,122709,1000034,00221B,0000528,1,11,1107,110721,0547,054700,241,314,1,314,241,73
B,20010217,122709,1000034,00221B,0000270,1,11,1115,111507,0605,060502,238,310,5,1550,1190,360
B,20010217,122709,1000034,00221B,0000506,1,13,1301,130129,0854,085400,246,320,1,320,246,74
B,20010217,122709,1000034,00221B,0000278,1,11,1107,110725,0140,014000,278,362,5,1810,1390,420
B,20010217,122709,1000034,00221B,0000452,1,11,1108,110802,0506,050602,235,306,5,1530,1175,355
B,20010217,122709,1000034,00221B,0000335,1,11,1101,110103,0485,048500,109,142,1,142,109,33
B,20010217,122709,1000034,00221B,0000547,1,14,1404,140497,0338,033801,183,238,1,238,183,55
B,20010217,122709,1000034,00221B,0000324,1,11,1120,112005,1854,185406,286,372,1,372,286,86
B,20010217,122709,1000034,00221B,0000390,1,11,1117,111797,1943,194300,411,535,1,535,411,124
B,20010220,141805,1000035,00049B,0000117,1,14,1406,140691,0714,071401,197,257,5,1285,985,300
B,20010220,141805,1000035,00049B,0000482,1,11,1119,111997,0844,084400,285,371,1,371,285,86
B,20010220,141805,1000035,00049B,0000293,1,11,1116,111697,1527,152705,296,385,1,385,296,89
B,20010222,112146,1000036,00250B,0000463,1,14,1402,140211,0108,010800,333,433,1,433,333,100
B,20010222,112146,1000036,00250B,0000191,1,11,1117,111703,1508,150802,488,635,1,635,488,147
B,20010222,112146,1000036,00250B,0000432,1,11,1105,110509,1258,125804,331,431,3,1293,993,300
B,20010222,112146,1000036,00250B,0000318,1,13,1304,130497,1248,124805,231,301,1,301,231,70
B,20010222,112146,1000036,00250B,0000391,1,11,1111,111111,0052,005200,191,249,1,249,191,58
B,20010222,112146,1000036,00250B,0000289,1,14,1406,140691,0678,067800,475,618,5,3090,2375,715
B,20010222,112146,1000036,00250B,0000516,1,14,1403,140313,0263,026304,243,316,7,2212,1701,511
B,20010222,112146,1000036,00250B,0000479,1,13,1301,130127,1293,129301,188,245,4,980,752,228
B,20010223,110603,1000038,00254B,0000574,1,14,1401,140101,1632,163202,222,289,1,289,222,67
B,20010223,110603,1000038,00254B,0000374,1,11,1117,111701,0151,015100,329,428,1,428,329,99
B,20010223,110603,1000038,00254B,0000486,1,11,1108,110801,1315,131504,208,271,1,271,208,63
B,20010223,110603,1000038,00254B,0000368,1,13,1301,130139,0054,005401,335,436,1,436,335,101
B,20010223,110603,1000038,00254B,0000457,1,11,1110,111007,1319,131902,174,227,1,227,174,53
B,20010223,110603,1000038,00254B,0000373,1,11,1118,111897,1341,134100,91,119,1,119,91,28
B,20010223,110603,1000038,00254B,0000414,1,11,1117,111701,1705,170501,310,403,1,403,310,93
B,20010223,110603,1000038,00254B,0000436,1,11,1111,111197,0407,040704,331,431,1,431,331,100
B,20010223,122531,1000037,00044B,0000579,1,11,1102,110211,1884,188400,259,337,1,337,259,78
B,20010223,122531,1000037,00044B,0000332,1,11,1107,110721,0550,055003,354,461,1,461,354,107
B,20010223,122531,1000037,00044B,0000397,1,11,1105,110517,0191,019104,212,276,1,276,212,64
B,20010223,122531,1000037,00044B,0000602,1,11,1113,111301,1772,177202,419,545,3,1635,1257,378
B,20010223,122531,1000037,00044B,0000313,1,11,1119,111997,1378,137803,185,294,1,294,185,109
B,20010223,122531,1000037,00044B,0000481,1,11,1103,110301,1896,189601,98,128,1,128,98,30
B,20010223,122531,1000037,00044B,0000336,1,11,1111,111101,1496,149602,393,511,1,511,393,118
B,20010223,122531,1000037,00044B,0000535,1,11,1105,110504,1013,101300,376,489,1,489,376,113
B,20010223,122531,1000037,00044B,0000367,1,11,1106,110697,0048,004803,292,380,4,1520,1168,352
B,20010224,112454,1000042,00254B,0000600,1,14,1406,140621,1730,173000,245,319,6,1914,1470,444
B,20010224,112454,1000042,00254B,0000534,1,11,1104,110415,1226,122600,374,487,1,487,374,113
B,20010224,112454,1000042,00254B,0000275,1,14,1406,140693,0570,057004,370,481,4,1924,1480,444
B,20010224,112454,1000042,00254B,0000487,1,11,1117,111705,0717,071700,207,270,1,270,207,63
B,20010224,112454,1000042,00254B,0000327,1,13,1302,130297,0471,047101,357,465,4,1860,1428,432
B,20010224,112454,1000042,00254B,0000339,1,11,1105,110501,1285,128501,430,559,1,559,430,129
B,20010224,112454,1000042,00254B,0000364,1,13,1301,130137,1772,177201,366,526,5,2630,1830,800
B,20010224,112454,1000042,00254B,0000365,1,14,1401,140111,0769,076900,161,210,1,210,161,49
B,20010224,143400,1000039,00004B,0000482,1,11,1119,111997,0844,084400,285,371,1,371,285,86
B,20010224,143400,1000039,00004B,0000311,1,11,1116,111603,1776,177601,339,441,1,441,339,102
B,20010224,143400,1000039,00004B,0000441,1,11,1110,111007,0713,071300,296,385,1,385,296,89
B,20010224,143400,1000039,00004B,0000377,1,11,1105,110511,0302,030201,571,743,1,743,571,172
B,20010224,150343,1000041,00118B,0000613,1,11,1114,111401,1568,156801,342,445,5,2225,1710,515
B,20010224,150343,1000041,00118B,0000393,1,11,1105,110517,1889,188901,410,533,1,533,410,123
B,20010224,150343,1000041,00118B,0000319,1,11,1101,110197,1895,189503,395,514,6,3084,2370,714
B,20010224,150343,1000041,00118B,0000405,1,13,1301,130123,1310,131000,408,531,1,531,408,123
B,20010224,150343,1000041,00118B,0000339,1,11,1105,110501,1285,128501,430,559,6,3354,2580,774
B,20010224,150343,1000041,00118B,0000355,1,14,1403,140309,0585,058501,336,437,1,437,336,101
B,20010224,162043,1000040,00077B,0000646,1,13,1302,130205,1380,138005,393,511,7,3577,2751,826
B,20010224,162043,1000040,00077B,0000431,1,11,1101,110129,1705,170502,207,270,5,1350,1035,315
B,20010224,162043,1000040,00077B,0000233,1,11,1101,110142,0244,024400,406,528,1,528,406,122
B,20010224,162043,1000040,00077B,0000532,1,13,1301,130121,1482,148204,202,263,2,526,404,122
B,20010224,162043,1000040,00077B,0000378,1,13,1301,130139,0386,038605,222,289,1,289,222,67
B,20010224,162043,1000040,00077B,0000547,1,14,1404,140497,0338,033801,183,238,1,238,183,55
B,20010224,162043,1000040,00077B,0000239,1,11,1104,110497,0781,078100,225,293,1,293,225,68
B,20010226,133433,1000044,00271B,0000392,1,14,1401,140107,1376,137605,254,331,1,331,254,77
B,20010226,133433,1000044,00271B,0000248,1,13,1301,130137,0340,034000,373,485,5,2425,1865,560
B,20010226,133433,1000044,00271B,0000244,1,11,1107,110797,1203,120300,272,354,1,354,272,82
B,20010226,144910,1000043,00168B,0000715,1,11,1121,112111,1378,137804,288,375,1,375,288,87
B,20010226,144910,1000043,00168B,0000399,1,11,1113,111307,0939,093902,198,258,5,1290,990,300
B,20010226,144910,1000043,00168B,0000324,1,11,1120,112005,1854,185406,286,372,1,372,286,86
B,20010226,144910,1000043,00168B,0000469,1,11,1113,111303,1417,141703,201,262,1,262,201,61
B,20010226,144910,1000043,00168B,0000280,1,14,1403,140316,0175,017501,253,329,1,329,253,76
B,20010226,144910,1000043,00168B,0000417,1,11,1107,110703,0442,044204,395,514,1,514,395,119
