shop,date,time,receipt,customer,product,CategoryCode1,CategoryCode2,CategoryCode4,CategoryCode6,manufacturer,brand,unitCost,unitPrice,quantity,amount,costAmount,profit,YearMonth
C,20010501,124448,1000181,00012C,0000532,1,13,1301,130121,1482,148204,202,263,1,263,202,61,20015
D,20010501,124448,1000193,00012D,0000219,1,13,1304,130403,1537,153702,378,492,1,492,378,114,20015
A,20010501,124448,1000204,00012A,0000204,1,14,1403,140325,1196,119601,344,448,1,448,344,104,20015
B,20010501,124448,1000217,00012B,0000532,1,13,1301,130121,1482,148204,202,263,1,263,202,61,20015
C,20010501,135828,1000182,00103C,0000271,1,14,1406,140697,1799,179903,340,442,1,442,340,102,20015
D,20010501,124448,1000193,00012D,0000525,1,11,1101,110105,0956,095603,140,182,1,182,140,42,20015
A,20010501,135828,1000205,00103A,0000433,1,14,1497,149797,0227,022700,416,541,1,541,416,125,20015
B,20010501,135828,1000218,00103B,0000271,1,14,1406,140697,1799,179903,340,442,1,442,340,102,20015
C,20010501,135828,1000182,00103C,0000433,1,14,1497,149797,0227,022700,416,541,1,541,416,125,20015
D,20010501,124448,1000193,00012D,0000349,1,13,1301,130198,1017,101703,247,322,1,322,247,75,20015
A,20010501,135828,1000205,00103A,0000165,1,14,1401,140113,0779,077905,349,454,3,1362,1047,315,20015
B,20010501,135828,1000218,00103B,0000433,1,14,1497,149797,0227,022700,416,541,3,1623,1248,375,20015
C,20010501,135828,1000182,00103C,0000362,1,11,1119,111901,0171,017104,222,289,1,289,222,67,20015
D,20010501,135828,1000194,00103D,0000433,1,14,1497,149797,0227,022700,416,541,1,541,416,125,20015
A,20010501,135828,1000205,00103A,0000271,1,14,1406,140697,1799,179903,340,442,1,442,340,102,20015
B,20010501,135828,1000218,00103B,0000362,1,11,1119,111901,0171,017104,222,289,1,289,222,67,20015
C,20010501,135828,1000182,00103C,0000165,1,14,1401,140113,0779,077905,349,454,1,454,349,105,20015
D,20010501,135828,1000194,00103D,0000165,1,14,1401,140113,0779,077905,349,454,1,454,349,105,20015
A,20010501,135828,1000205,00103A,0000362,1,11,1119,111901,0171,017104,222,391,1,391,222,169,20015
B,20010501,135828,1000218,00103B,0000165,1,14,1401,140113,0779,077905,349,454,8,3632,2792,840,20015
C,20010501,155117,1000183,00146C,0000562,1,11,1101,110142,1440,144003,415,540,1,540,415,125,20015
D,20010501,135828,1000194,00103D,0000362,1,11,1119,111901,0171,017104,222,443,1,443,222,221,20015
A,20010501,155117,1000206,00146A,0000411,1,14,1406,140681,1053,105301,383,590,1,590,383,207,20015
B,20010501,155117,1000219,00146B,0000534,1,11,1104,110415,1226,122600,374,487,1,487,374,113,20015
C,20010501,155117,1000183,00146C,0000357,1,11,1105,110505,0013,001300,500,650,1,650,500,150,20015
D,20010501,135828,1000194,00103D,0000271,1,14,1406,140697,1799,179903,340,442,1,442,340,102,20015
A,20010501,155117,1000206,00146A,0000227,1,11,1115,111509,0752,075203,274,425,5,2125,1370,755,20015
B,20010501,155117,1000219,00146B,0000227,1,11,1115,111509,0752,075203,274,357,6,2142,1644,498,20015
C,20010501,155117,1000183,00146C,0000411,1,14,1406,140681,1053,105301,383,784,1,784,383,401,20015
D,20010501,155117,1000195,00146D,0000534,1,11,1104,110415,1226,122600,374,487,1,487,374,113,20015
A,20010501,155117,1000206,00146A,0000562,1,11,1101,110142,1440,144003,415,540,1,540,415,125,20015
B,20010501,155117,1000219,00146B,0000501,1,11,1108,110802,0876,087602,333,433,3,1299,999,300,20015
C,20010501,193056,1000184,00222C,0000402,1,11,1101,110135,1198,119800,310,403,5,2015,1550,465,20015
D,20010501,155117,1000195,00146D,0000227,1,11,1115,111509,0752,075203,274,357,1,357,274,83,20015
A,20010501,155117,1000206,00146A,0000352,1,11,1101,110125,1322,132200,345,449,1,449,345,104,20015
B,20010501,155117,1000219,00146B,0000262,1,11,1110,111011,0013,001302,174,227,1,227,174,53,20015
C,20010501,193056,1000184,00222C,0000577,1,11,1115,111511,1880,188002,160,208,1,208,160,48,20015
D,20010501,155117,1000195,00146D,0000562,1,11,1101,110142,1440,144003,415,540,1,540,415,125,20015
A,20010501,155117,1000206,00146A,0000534,1,11,1104,110415,1226,122600,374,487,1,487,374,113,20015
B,20010501,155117,1000219,00146B,0000562,1,11,1101,110142,1440,144003,415,540,1,540,415,125,20015
C,20010501,155117,1000183,00146C,0000501,1,11,1108,110802,0876,087602,333,433,4,1732,1332,400,20015
D,20010501,155117,1000195,00146D,0000262,1,11,1110,111011,0013,001302,174,227,6,1362,1044,318,20015
A,20010501,155117,1000206,00146A,0000324,1,11,1120,112005,1854,185406,286,455,1,455,286,169,20015
B,20010501,193056,1000220,00222B,0000413,1,11,1104,110403,0353,035306,286,372,1,372,286,86,20015
C,20010501,155117,1000183,00146C,0000324,1,11,1120,112005,1854,185406,286,372,5,1860,1430,430,20015
D,20010501,155117,1000195,00146D,0000501,1,11,1108,110802,0876,087602,333,433,1,433,333,100,20015
A,20010501,155117,1000206,00146A,0000501,1,11,1108,110802,0876,087602,333,622,5,3110,1665,1445,20015
B,20010501,155117,1000219,00146B,0000411,1,14,1406,140681,1053,105301,383,823,6,4938,2298,2640,20015
C,20010501,155117,1000183,00146C,0000534,1,11,1104,110415,1226,122600,374,487,1,487,374,113,20015
D,20010501,155117,1000195,00146D,0000324,1,11,1120,112005,1854,185406,286,446,1,446,286,160,20015
A,20010501,155117,1000206,00146A,0000262,1,11,1110,111011,0013,001302,174,296,1,296,174,122,20015
B,20010501,155117,1000219,00146B,0000352,1,11,1101,110125,1322,132200,345,511,1,511,345,166,20015
C,20010501,155117,1000183,00146C,0000352,1,11,1101,110125,1322,132200,345,638,1,638,345,293,20015
D,20010501,155117,1000195,00146D,0000411,1,14,1406,140681,1053,105301,383,543,1,543,383,160,20015
A,20010501,155117,1000206,00146A,0000357,1,11,1105,110505,0013,001300,500,922,1,922,500,422,20015
B,20010501,155117,1000219,00146B,0000357,1,11,1105,110505,0013,001300,500,650,1,650,500,150,20015
C,20010501,155117,1000183,00146C,0000262,1,11,1110,111011,0013,001302,174,227,1,227,174,53,20015
D,20010501,155117,1000195,00146D,0000357,1,11,1105,110505,0013,001300,500,650,5,3250,2500,750,20015
A,20010501,193056,1000207,00222A,0000415,1,11,1115,111503,1902,190200,357,465,1,465,357,108,20015
B,20010501,193056,1000220,00222B,0000587,1,11,1101,110131,0048,004801,212,276,1,276,212,64,20015
C,20010501,193056,1000184,00222C,0000415,1,11,1115,111503,1902,190200,357,465,1,465,357,108,20015
D,20010501,155117,1000195,00146D,0000352,1,11,1101,110125,1322,132200,345,449,1,449,345,104,20015
A,20010501,193056,1000207,00222A,0000351,1,11,1113,111397,0745,074501,227,296,3,888,681,207,20015
B,20010501,193056,1000220,00222B,0000402,1,11,1101,110135,1198,119800,310,403,1,403,310,93,20015
C,20010501,193056,1000184,00222C,0000249,1,11,1103,110397,0393,039303,412,536,1,536,412,124,20015
D,20010501,193056,1000196,00222D,0000402,1,11,1101,110135,1198,119800,310,403,1,403,310,93,20015
A,20010501,193056,1000207,00222A,0000577,1,11,1115,111511,1880,188002,160,241,1,241,160,81,20015
B,20010501,193056,1000220,00222B,0000249,1,11,1103,110397,0393,039303,412,536,1,536,412,124,20015
C,20010501,193056,1000184,00222C,0000483,1,14,1403,140305,0369,036900,257,335,5,1675,1285,390,20015
D,20010501,193056,1000196,00222D,0000384,1,14,1402,140205,0556,055600,286,372,5,1860,1430,430,20015
A,20010501,193056,1000207,00222A,0000249,1,11,1103,110397,0393,039303,412,536,4,2144,1648,496,20015
B,20010501,193056,1000220,00222B,0000577,1,11,1115,111511,1880,188002,160,259,4,1036,640,396,20015
C,20010501,193056,1000184,00222C,0000351,1,11,1113,111397,0745,074501,227,296,1,296,227,69,20015
D,20010501,193056,1000196,00222D,0000577,1,11,1115,111511,1880,188002,160,208,2,416,320,96,20015
A,20010501,193056,1000207,00222A,0000413,1,11,1104,110403,0353,035306,286,372,3,1116,858,258,20015
B,20010501,193056,1000220,00222B,0000416,1,11,1107,110721,0023,002300,299,389,6,2334,1794,540,20015
C,20010501,193056,1000184,00222C,0000416,1,11,1107,110721,0023,002300,299,389,1,389,299,90,20015
D,20010501,193056,1000196,00222D,0000483,1,14,1403,140305,0369,036900,257,335,1,335,257,78,20015
A,20010501,193056,1000207,00222A,0000402,1,11,1101,110135,1198,119800,310,563,6,3378,1860,1518,20015
B,20010501,193056,1000220,00222B,0000351,1,11,1113,111397,0745,074501,227,357,1,357,227,130,20015
C,20010501,193056,1000184,00222C,0000411,1,14,1406,140681,1053,105301,383,784,1,784,383,401,20015
D,20010501,193056,1000196,00222D,0000483,1,14,1403,140305,0369,036900,257,335,1,335,257,78,20015
A,20010501,193056,1000207,00222A,0000416,1,11,1107,110721,0023,002300,299,389,6,2334,1794,540,20015
B,20010501,193056,1000220,00222B,0000384,1,14,1402,140205,0556,055600,286,409,1,409,286,123,20015
C,20010501,193056,1000184,00222C,0000384,1,14,1402,140205,0556,055600,286,372,6,2232,1716,516,20015
D,20010501,193056,1000196,00222D,0000416,1,11,1107,110721,0023,002300,299,389,1,389,299,90,20015
A,20010501,193056,1000207,00222A,0000384,1,14,1402,140205,0556,055600,286,372,1,372,286,86,20015
B,20010501,193056,1000220,00222B,0000483,1,14,1403,140305,0369,036900,257,490,1,490,257,233,20015
C,20010501,193056,1000184,00222C,0000587,1,11,1101,110131,0048,004801,212,276,1,276,212,64,20015
D,20010501,193056,1000196,00222D,0000587,1,11,1101,110131,0048,004801,212,276,1,276,212,64,20015
A,20010501,193056,1000207,00222A,0000483,1,14,1403,140305,0369,036900,257,478,1,478,257,221,20015
B,20010501,193056,1000220,00222B,0000415,1,11,1115,111503,1902,190200,357,465,5,2325,1785,540,20015
C,20010501,155117,1000183,00146C,0000227,1,11,1115,111509,0752,075203,274,357,1,357,274,83,20015
D,20010501,193056,1000196,00222D,0000413,1,11,1104,110403,0353,035306,286,372,1,372,286,86,20015
A,20010501,193056,1000207,00222A,0000483,1,14,1403,140305,0369,036900,257,478,1,478,257,221,20015
B,20010501,193056,1000220,00222B,0000411,1,14,1406,140681,1053,105301,383,823,1,823,383,440,20015
C,20010501,193056,1000184,00222C,0000483,1,14,1403,140305,0369,036900,257,335,1,335,257,78,20015
D,20010501,193056,1000196,00222D,0000351,1,11,1113,111397,0745,074501,227,296,1,296,227,69,20015
A,20010501,193056,1000207,00222A,0000587,1,11,1101,110131,0048,004801,212,276,1,276,212,64,20015
B,20010501,155117,1000219,00146B,0000324,1,11,1120,112005,1854,185406,286,372,1,372,286,86,20015
C,20010501,124448,1000181,00012C,0000637,1,11,1101,110101,1126,112600,170,221,1,221,170,51,20015
D,20010501,193056,1000196,00222D,0000415,1,11,1115,111503,1902,190200,357,465,5,2325,1785,540,20015
A,20010501,193056,1000207,00222A,0000411,1,14,1406,140681,1053,105301,383,590,1,590,383,207,20015
B,20010501,193056,1000220,00222B,0000483,1,14,1403,140305,0369,036900,257,490,3,1470,771,699,20015
C,20010502,192406,1000185,00012C,0000315,1,14,1402,140205,0405,040501,290,519,1,519,290,229,20015
D,20010502,093451,1000198,00094D,0000367,1,11,1106,110697,0048,004803,292,380,5,1900,1460,440,20015
A,20010502,093451,1000209,00094A,0000362,1,11,1119,111901,0171,017104,222,391,1,391,222,169,20015
B,20010502,104913,1000225,00164B,0000633,1,11,1121,112105,0742,074201,145,189,1,189,145,44,20015
C,20010502,192406,1000185,00012C,0000438,1,14,1403,140309,1100,110001,208,329,1,329,208,121,20015
D,20010502,093451,1000198,00094D,0000312,1,14,1404,140407,0614,061400,305,397,1,397,305,92,20015
A,20010502,093451,1000209,00094A,0000643,1,11,1101,110123,1492,149202,213,277,1,277,213,64,20015
B,20010502,093451,1000222,00094B,0000362,1,11,1119,111901,0171,017104,222,289,1,289,222,67,20015
C,20010502,192406,1000185,00012C,0000173,1,11,1115,111501,1466,146600,132,172,1,172,132,40,20015
D,20010502,192406,1000197,00012D,0000252,1,14,1404,140401,0153,015302,238,310,1,310,238,72,20015
A,20010502,093451,1000209,00094A,0000273,1,11,1113,111301,1850,185002,134,175,1,175,134,41,20015
B,20010502,093451,1000222,00094B,0000273,1,11,1113,111301,1850,185002,134,175,6,1050,804,246,20015
C,20010502,093451,1000186,00094C,0000643,1,11,1101,110123,1492,149202,213,277,1,277,213,64,20015
D,20010502,104913,1000201,00164D,0000504,1,11,1121,112113,0358,035804,297,438,6,2628,1782,846,20015
A,20010502,093451,1000209,00094A,0000367,1,11,1106,110697,0048,004803,292,380,1,380,292,88,20015
B,20010502,093451,1000222,00094B,0000367,1,11,1106,110697,0048,004803,292,485,1,485,292,193,20015
C,20010502,093451,1000186,00094C,0000367,1,11,1106,110697,0048,004803,292,380,5,1900,1460,440,20015
D,20010502,104913,1000201,00164D,0000358,1,11,1104,110403,0344,034403,272,354,1,354,272,82,20015
A,20010502,093451,1000209,00094A,0000312,1,14,1404,140407,0614,061400,305,397,1,397,305,92,20015
B,20010502,093451,1000222,00094B,0000312,1,14,1404,140407,0614,061400,305,397,5,1985,1525,460,20015
C,20010502,093451,1000186,00094C,0000273,1,11,1113,111301,1850,185002,134,175,2,350,268,82,20015
D,20010502,104913,1000201,00164D,0000633,1,11,1121,112105,0742,074201,145,189,1,189,145,44,20015
A,20010502,104913,1000212,00164A,0000543,1,14,1404,140403,0939,093900,274,357,1,357,274,83,20015
B,20010502,104913,1000225,00164B,0000543,1,14,1404,140403,0939,093900,274,357,1,357,274,83,20015
C,20010502,093451,1000186,00094C,0000362,1,11,1119,111901,0171,017104,222,338,1,338,222,116,20015
D,20010502,104913,1000201,00164D,0000543,1,14,1404,140403,0939,093900,274,357,1,357,274,83,20015
A,20010502,104913,1000212,00164A,0000358,1,11,1104,110403,0344,034403,272,354,1,354,272,82,20015
B,20010502,192406,1000221,00012B,0000173,1,11,1115,111501,1466,146600,132,172,1,172,132,40,20015
C,20010502,093451,1000186,00094C,0000312,1,14,1404,140407,0614,061400,305,397,1,397,305,92,20015
D,20010502,112508,1000199,00102D,0000209,1,11,1197,119705,0147,014701,292,380,5,1900,1460,440,20015
A,20010502,104913,1000212,00164A,0000504,1,11,1121,112113,0358,035804,297,387,5,1935,1485,450,20015
B,20010502,104913,1000225,00164B,0000358,1,11,1104,110403,0344,034403,272,354,1,354,272,82,20015
C,20010502,104913,1000189,00164C,0000543,1,14,1404,140403,0939,093900,274,357,1,357,274,83,20015
D,20010502,112508,1000199,00102D,0000612,1,11,1101,110149,0456,045602,375,488,1,488,375,113,20015
A,20010502,104913,1000212,00164A,0000633,1,11,1121,112105,0742,074201,145,189,1,189,145,44,20015
B,20010502,104913,1000225,00164B,0000504,1,11,1121,112113,0358,035804,297,387,1,387,297,90,20015
C,20010502,104913,1000189,00164C,0000633,1,11,1121,112105,0742,074201,145,189,1,189,145,44,20015
D,20010502,112508,1000199,00102D,0000434,1,11,1105,110504,0523,052300,378,492,1,492,378,114,20015
A,20010502,112508,1000210,00102A,0000209,1,11,1197,119705,0147,014701,292,380,1,380,292,88,20015
B,20010502,105554,1000227,00284B,0000726,1,11,1101,110142,0824,082403,196,255,1,255,196,59,20015
C,20010502,104913,1000189,00164C,0000358,1,11,1104,110403,0344,034403,272,504,1,504,272,232,20015
D,20010502,112508,1000199,00102D,0000549,1,11,1101,110119,1994,199404,330,429,1,429,330,99,20015
A,20010502,112508,1000210,00102A,0000434,1,11,1105,110504,0523,052300,378,635,3,1905,1134,771,20015
B,20010502,105554,1000227,00284B,0000253,1,11,1121,112101,0412,041201,289,376,1,376,289,87,20015
C,20010502,104913,1000189,00164C,0000504,1,11,1121,112113,0358,035804,297,387,1,387,297,90,20015
D,20010502,112508,1000199,00102D,0000436,1,11,1111,111197,0407,040704,331,431,1,431,331,100,20015
A,20010502,112508,1000210,00102A,0000511,1,11,1110,111097,1883,188302,311,405,4,1620,1244,376,20015
B,20010502,105554,1000227,00284B,0000403,1,11,1120,112097,0465,046500,203,264,5,1320,1015,305,20015
C,20010502,112508,1000187,00102C,0000209,1,11,1197,119705,0147,014701,292,380,1,380,292,88,20015
D,20010502,112508,1000199,00102D,0000511,1,11,1110,111097,1883,188302,311,405,1,405,311,94,20015
A,20010502,112508,1000210,00102A,0000549,1,11,1101,110119,1994,199404,330,614,2,1228,660,568,20015
B,20010502,105554,1000227,00284B,0000583,1,11,1108,110805,1238,123804,70,91,1,91,70,21,20015
C,20010502,112508,1000187,00102C,0000511,1,11,1110,111097,1883,188302,311,405,1,405,311,94,20015
D,20010502,120716,1000202,00260D,0000276,1,11,1120,112097,0617,061701,142,185,6,1110,852,258,20015
A,20010502,112508,1000210,00102A,0000436,1,11,1111,111197,0407,040704,331,431,1,431,331,100,20015
B,20010502,105554,1000227,00284B,0000370,1,11,1102,110211,1261,126101,224,292,1,292,224,68,20015
C,20010502,112508,1000187,00102C,0000434,1,11,1105,110504,0523,052300,378,492,1,492,378,114,20015
D,20010502,093451,1000198,00094D,0000643,1,11,1101,110123,1492,149202,213,277,5,1385,1065,320,20015
A,20010502,112508,1000210,00102A,0000612,1,11,1101,110149,0456,045602,375,488,4,1952,1500,452,20015
B,20010502,112508,1000223,00102B,0000436,1,11,1111,111197,0407,040704,331,431,4,1724,1324,400,20015
C,20010502,112508,1000187,00102C,0000612,1,11,1101,110149,0456,045602,375,488,1,488,375,113,20015
D,20010502,120716,1000202,00260D,0000373,1,11,1118,111897,1341,134100,91,119,5,595,455,140,20015
A,20010502,120716,1000213,00260A,0000373,1,11,1118,111897,1341,134100,91,147,1,147,91,56,20015
B,20010502,112508,1000223,00102B,0000209,1,11,1197,119705,0147,014701,292,454,1,454,292,162,20015
C,20010502,192406,1000185,00012C,0000348,1,11,1115,111505,0929,092901,331,617,1,617,331,286,20015
D,20010502,120716,1000202,00260D,0000497,1,11,1119,111997,0482,048203,542,705,1,705,542,163,20015
A,20010502,120716,1000213,00260A,0000413,1,11,1104,110403,0353,035306,286,372,1,372,286,86,20015
B,20010502,112508,1000223,00102B,0000511,1,11,1110,111097,1883,188302,311,405,1,405,311,94,20015
C,20010502,112508,1000187,00102C,0000436,1,11,1111,111197,0407,040704,331,431,1,431,331,100,20015
D,20010502,120716,1000202,00260D,0000363,1,11,1104,110409,0649,064905,435,566,1,566,435,131,20015
A,20010502,120716,1000213,00260A,0000276,1,11,1120,112097,0617,061701,142,235,1,235,142,93,20015
B,20010502,112508,1000223,00102B,0000434,1,11,1105,110504,0523,052300,378,492,5,2460,1890,570,20015
C,20010502,151447,1000188,00110C,0000270,1,11,1115,111507,0605,060502,238,379,1,379,238,141,20015
D,20010502,093451,1000198,00094D,0000273,1,11,1113,111301,1850,185002,134,192,1,192,134,58,20015
A,20010502,120716,1000213,00260A,0000560,1,11,1101,110133,1053,105300,373,485,1,485,373,112,20015
B,20010502,112508,1000223,00102B,0000549,1,11,1101,110119,1994,199404,330,429,1,429,330,99,20015
C,20010502,151447,1000188,00110C,0000457,1,11,1110,111007,1319,131902,174,227,1,227,174,53,20015
D,20010502,120716,1000202,00260D,0000560,1,11,1101,110133,1053,105300,373,485,1,485,373,112,20015
A,20010502,120716,1000213,00260A,0000363,1,11,1104,110409,0649,064905,435,566,1,566,435,131,20015
B,20010502,120716,1000226,00260B,0000373,1,11,1118,111897,1341,134100,91,169,6,1014,546,468,20015
C,20010502,151447,1000188,00110C,0000305,1,11,1101,110129,1765,176502,185,241,1,241,185,56,20015
D,20010502,151447,1000200,00110D,0000305,1,11,1101,110129,1765,176502,185,296,6,1776,1110,666,20015
A,20010502,120716,1000213,00260A,0000497,1,11,1119,111997,0482,048203,542,705,1,705,542,163,20015
B,20010502,120716,1000226,00260B,0000413,1,11,1104,110403,0353,035306,286,372,6,2232,1716,516,20015
C,20010502,151447,1000188,00110C,0000432,1,11,1105,110509,1258,125804,331,431,1,431,331,100,20015
D,20010502,151447,1000200,00110D,0000432,1,11,1105,110509,1258,125804,331,431,3,1293,993,300,20015
A,20010502,120716,1000213,00260A,0000436,1,11,1111,111197,0407,040704,331,431,1,431,331,100,20015
B,20010502,120716,1000226,00260B,0000363,1,11,1104,110409,0649,064905,435,566,1,566,435,131,20015
C,20010502,151447,1000188,00110C,0000247,1,11,1119,111909,1273,127302,335,436,1,436,335,101,20015
D,20010502,151447,1000200,00110D,0000270,1,11,1115,111507,0605,060502,238,310,1,310,238,72,20015
A,20010502,151447,1000211,00110A,0000270,1,11,1115,111507,0605,060502,238,357,1,357,238,119,20015
B,20010502,093451,1000222,00094B,0000643,1,11,1101,110123,1492,149202,213,277,1,277,213,64,20015
C,20010502,192406,1000185,00012C,0000408,1,11,1112,111201,0690,069004,410,727,5,3635,2050,1585,20015
D,20010502,151447,1000200,00110D,0000457,1,11,1110,111007,1319,131902,174,227,5,1135,870,265,20015
A,20010502,151447,1000211,00110A,0000457,1,11,1110,111007,1319,131902,174,227,1,227,174,53,20015
B,20010502,120716,1000226,00260B,0000276,1,11,1120,112097,0617,061701,142,185,1,185,142,43,20015
C,20010502,192406,1000185,00012C,0000337,1,11,1101,110105,1021,102100,179,233,1,233,179,54,20015
D,20010502,151447,1000200,00110D,0000247,1,11,1119,111909,1273,127302,335,436,1,436,335,101,20015
A,20010502,151447,1000211,00110A,0000305,1,11,1101,110129,1765,176502,185,241,1,241,185,56,20015
B,20010502,120716,1000226,00260B,0000497,1,11,1119,111997,0482,048203,542,705,1,705,542,163,20015
C,20010502,192406,1000185,00012C,0000602,1,11,1113,111301,1772,177202,419,545,1,545,419,126,20015
D,20010502,192406,1000197,00012D,0000479,1,13,1301,130127,1293,129301,188,245,1,245,188,57,20015
A,20010502,151447,1000211,00110A,0000432,1,11,1105,110509,1258,125804,331,431,1,431,331,100,20015
B,20010502,120716,1000226,00260B,0000560,1,11,1101,110133,1053,105300,373,485,1,485,373,112,20015
C,20010502,192406,1000185,00012C,0000252,1,14,1404,140401,0153,015302,238,310,1,310,238,72,20015
D,20010502,192406,1000197,00012D,0000348,1,11,1115,111505,0929,092901,331,611,3,1833,993,840,20015
A,20010502,151447,1000211,00110A,0000247,1,11,1119,111909,1273,127302,335,436,1,436,335,101,20015
B,20010502,151447,1000224,00110B,0000305,1,11,1101,110129,1765,176502,185,241,1,241,185,56,20015
C,20010502,192406,1000185,00012C,0000506,1,13,1301,130129,0854,085400,246,384,1,384,246,138,20015
D,20010502,192406,1000197,00012D,0000506,1,13,1301,130129,0854,085400,246,388,1,388,246,142,20015
A,20010502,192406,1000208,00012A,0000408,1,11,1112,111201,0690,069004,410,699,1,699,410,289,20015
B,20010502,151447,1000224,00110B,0000457,1,11,1110,111007,1319,131902,174,268,1,268,174,94,20015
C,20010502,112508,1000187,00102C,0000549,1,11,1101,110119,1994,199404,330,429,1,429,330,99,20015
D,20010502,192406,1000197,00012D,0000337,1,11,1101,110105,1021,102100,179,233,1,233,179,54,20015
A,20010502,192406,1000208,00012A,0000315,1,14,1402,140205,0405,040501,290,377,1,377,290,87,20015
B,20010502,151447,1000224,00110B,0000270,1,11,1115,111507,0605,060502,238,310,1,310,238,72,20015
C,20010502,192406,1000185,00012C,0000479,1,13,1301,130127,1293,129301,188,245,1,245,188,57,20015
D,20010502,192406,1000197,00012D,0000408,1,11,1112,111201,0690,069004,410,655,1,655,410,245,20015
A,20010502,192406,1000208,00012A,0000479,1,13,1301,130127,1293,129301,188,245,1,245,188,57,20015
B,20010502,151447,1000224,00110B,0000432,1,11,1105,110509,1258,125804,331,431,6,2586,1986,600,20015
D,20010502,192406,1000197,00012D,0000315,1,14,1402,140205,0405,040501,290,377,1,377,290,87,20015
A,20010502,192406,1000208,00012A,0000252,1,14,1404,140401,0153,015302,238,310,6,1860,1428,432,20015
B,20010502,151447,1000224,00110B,0000247,1,11,1119,111909,1273,127302,335,436,3,1308,1005,303,20015
D,20010502,192406,1000197,00012D,0000438,1,14,1403,140309,1100,110001,208,271,1,271,208,63,20015
A,20010502,192406,1000208,00012A,0000438,1,14,1403,140309,1100,110001,208,271,1,271,208,63,20015
B,20010502,192406,1000221,00012B,0000602,1,11,1113,111301,1772,177202,419,545,1,545,419,126,20015
D,20010502,192406,1000197,00012D,0000173,1,11,1115,111501,1466,146600,132,172,6,1032,792,240,20015
A,20010502,192406,1000208,00012A,0000348,1,11,1115,111505,0929,092901,331,543,1,543,331,212,20015
B,20010502,192406,1000221,00012B,0000438,1,14,1403,140309,1100,110001,208,317,1,317,208,109,20015
D,20010502,192406,1000197,00012D,0000602,1,11,1113,111301,1772,177202,419,545,5,2725,2095,630,20015
A,20010502,192406,1000208,00012A,0000602,1,11,1113,111301,1772,177202,419,545,1,545,419,126,20015
B,20010502,192406,1000221,00012B,0000348,1,11,1115,111505,0929,092901,331,431,1,431,331,100,20015
D,20010502,120716,1000202,00260D,0000436,1,11,1111,111197,0407,040704,331,431,1,431,331,100,20015
A,20010502,192406,1000208,00012A,0000337,1,11,1101,110105,1021,102100,179,233,1,233,179,54,20015
B,20010502,192406,1000221,00012B,0000506,1,13,1301,130129,0854,085400,246,320,4,1280,984,296,20015
