shop,date,time,receipt,customer,product,CategoryCode1,CategoryCode2,CategoryCode4,CategoryCode6,manufacturer,brand,unitCost,unitPrice,quantity,amount,costAmount,profit,YearMonth
C,20011201,145928,1000899,00105C,0000544,1,14,1404,140403,1717,171700,438,570,1,570,438,132,200112
A,20011201,145928,1000991,00105A,0000391,1,11,1111,111111,0052,005200,191,395,5,1975,955,1020,200112
D,20011201,145928,1000928,00105D,0000575,1,11,1105,110501,0300,030002,378,652,1,652,378,274,200112
C,20011201,174256,1000900,00197C,0000336,1,11,1111,111101,1496,149602,393,915,1,915,393,522,200112
A,20011201,145928,1000991,00105A,0000575,1,11,1105,110501,0300,030002,378,723,1,723,378,345,200112
D,20011201,174256,1000929,00197D,0000336,1,11,1111,111101,1496,149602,393,511,4,2044,1572,472,200112
C,20011201,174256,1000900,00197C,0000373,1,11,1118,111897,1341,134100,91,142,1,142,91,51,200112
A,20011201,145928,1000991,00105A,0000544,1,14,1404,140403,1717,171700,438,570,1,570,438,132,200112
D,20011201,174256,1000929,00197D,0000422,1,14,1406,140671,1639,163900,459,794,1,794,459,335,200112
C,20011201,174256,1000900,00197C,0000295,1,14,1497,149797,1570,157000,171,223,1,223,171,52,200112
A,20011201,145928,1000991,00105A,0000618,1,11,1105,110501,0679,067905,528,687,1,687,528,159,200112
D,20011201,174256,1000929,00197D,0000390,1,11,1117,111797,1943,194300,411,818,1,818,411,407,200112
C,20011201,174256,1000900,00197C,0000422,1,14,1406,140671,1639,163900,459,597,1,597,459,138,200112
A,20011201,145928,1000991,00105A,0000549,1,11,1101,110119,1994,199404,330,862,1,862,330,532,200112
D,20011201,174256,1000929,00197D,0000480,1,13,1301,130131,1492,149206,320,416,1,416,320,96,200112
C,20011201,174256,1000900,00197C,0000390,1,11,1117,111797,1943,194300,411,656,1,656,411,245,200112
A,20011201,145928,1000991,00105A,0000405,1,13,1301,130123,1310,131000,408,625,1,625,408,217,200112
D,20011201,174256,1000929,00197D,0000295,1,14,1497,149797,1570,157000,171,679,1,679,171,508,200112
C,20011201,174256,1000900,00197C,0000523,1,13,1301,130139,0120,012000,392,510,5,2550,1960,590,200112
A,20011201,145928,1000991,00105A,0000506,1,13,1301,130129,0854,085400,246,351,1,351,246,105,200112
D,20011201,174256,1000929,00197D,0000523,1,13,1301,130139,0120,012000,392,821,1,821,392,429,200112
C,20011201,174256,1000900,00197C,0000480,1,13,1301,130131,1492,149206,320,416,1,416,320,96,200112
A,20011201,174256,1000992,00197A,0000336,1,11,1111,111101,1496,149602,393,1197,1,1197,393,804,200112
D,20011201,174256,1000929,00197D,0000373,1,11,1118,111897,1341,134100,91,119,1,119,91,28,200112
A,20011201,174256,1000992,00197A,0000523,1,13,1301,130139,0120,012000,392,585,1,585,392,193,200112
B,20011201,093854,1001096,00263B,0000340,1,14,1403,140317,0302,030202,318,414,1,414,318,96,200112
A,20011201,174256,1000992,00197A,0000390,1,11,1117,111797,1943,194300,411,876,1,876,411,465,200112
B,20011201,093854,1001096,00263B,0000523,1,13,1301,130139,0120,012000,392,911,1,911,392,519,200112
A,20011201,174256,1000992,00197A,0000422,1,14,1406,140671,1639,163900,459,614,1,614,459,155,200112
B,20011201,093854,1001096,00263B,0000367,1,11,1106,110697,0048,004803,292,568,7,3976,2044,1932,200112
A,20011201,174256,1000992,00197A,0000295,1,14,1497,149797,1570,157000,171,641,5,3205,855,2350,200112
B,20011201,093854,1001096,00263B,0000520,1,14,1401,140103,0604,060401,388,505,1,505,388,117,200112
A,20011201,174256,1000992,00197A,0000480,1,13,1301,130131,1492,149206,320,709,1,709,320,389,200112
B,20011201,093854,1001096,00263B,0000345,1,11,1121,112105,0188,018800,343,446,1,446,343,103,200112
A,20011201,174256,1000992,00197A,0000373,1,11,1118,111897,1341,134100,91,147,1,147,91,56,200112
B,20011201,093854,1001096,00263B,0000498,1,11,1119,111903,0463,046307,192,250,1,250,192,58,200112
B,20011201,145928,1001094,00105B,0000575,1,11,1105,110501,0300,030002,378,586,1,586,378,208,200112
B,20011201,145928,1001094,00105B,0000506,1,13,1301,130129,0854,085400,246,448,1,448,246,202,200112
B,20011201,145928,1001094,00105B,0000618,1,11,1105,110501,0679,067905,528,687,6,4122,3168,954,200112
B,20011201,145928,1001094,00105B,0000549,1,11,1101,110119,1994,199404,330,429,1,429,330,99,200112
B,20011201,145928,1001094,00105B,0000746,1,11,1116,111607,1404,140402,313,578,5,2890,1565,1325,200112
B,20011201,145928,1001094,00105B,0000544,1,14,1404,140403,1717,171700,438,570,1,570,438,132,200112
B,20011201,145928,1001094,00105B,0000391,1,11,1111,111111,0052,005200,191,533,1,533,191,342,200112
B,20011201,145928,1001094,00105B,0000405,1,13,1301,130123,1310,131000,408,959,1,959,408,551,200112
B,20011201,174256,1001095,00197B,0000336,1,11,1111,111101,1496,149602,393,991,1,991,393,598,200112
B,20011201,174256,1001095,00197B,0000523,1,13,1301,130139,0120,012000,392,911,1,911,392,519,200112
B,20011201,174256,1001095,00197B,0000295,1,14,1497,149797,1570,157000,171,363,1,363,171,192,200112
B,20011201,174256,1001095,00197B,0000422,1,14,1406,140671,1639,163900,459,990,4,3960,1836,2124,200112
B,20011201,174256,1001095,00197B,0000373,1,11,1118,111897,1341,134100,91,320,1,320,91,229,200112
B,20011201,174256,1001095,00197B,0000390,1,11,1117,111797,1943,194300,411,1206,1,1206,411,795,200112
B,20011201,174256,1001095,00197B,0000480,1,13,1301,130131,1492,149206,320,624,1,624,320,304,200112
C,20011202,102052,1000904,00184C,0000420,1,11,1102,110211,0376,037601,255,655,1,655,255,400,200112
A,20011202,102052,1000997,00184A,0000420,1,11,1102,110211,0376,037601,255,382,1,382,255,127,200112
B,20011202,102052,1001100,00184B,0000420,1,11,1102,110211,0376,037601,255,621,1,621,255,366,200112
C,20011202,112502,1000902,00078C,0000219,1,13,1304,130403,1537,153702,378,492,1,492,378,114,200112
A,20011202,112502,1000995,00078A,0000219,1,13,1304,130403,1537,153702,378,492,7,3444,2646,798,200112
B,20011202,112502,1001098,00078B,0000373,1,11,1118,111897,1341,134100,91,320,1,320,91,229,200112
C,20011202,112502,1000902,00078C,0000431,1,11,1101,110129,1705,170502,207,443,1,443,207,236,200112
A,20011202,112502,1000995,00078A,0000431,1,11,1101,110129,1705,170502,207,506,1,506,207,299,200112
B,20011202,112502,1001098,00078B,0000431,1,11,1101,110129,1705,170502,207,270,1,270,207,63,200112
C,20011202,112502,1000902,00078C,0000373,1,11,1118,111897,1341,134100,91,142,1,142,91,51,200112
A,20011202,112502,1000995,00078A,0000373,1,11,1118,111897,1341,134100,91,147,6,882,546,336,200112
B,20011202,112502,1001098,00078B,0000219,1,13,1304,130403,1537,153702,378,667,2,1334,756,578,200112
C,20011202,154328,1000903,00182C,0000353,1,11,1118,111803,1908,190802,266,346,7,2422,1862,560,200112
A,20011202,122017,1000999,00266A,0000642,1,11,1106,110697,1547,154704,310,403,6,2418,1860,558,200112
B,20011202,122017,1001102,00266B,0000642,1,11,1106,110697,1547,154704,310,403,1,403,310,93,200112
C,20011202,154328,1000903,00182C,0000621,1,11,1113,111301,1656,165602,413,537,1,537,413,124,200112
A,20011202,122017,1000999,00266A,0000323,1,14,1406,140697,1714,171400,327,525,6,3150,1962,1188,200112
B,20011202,122017,1001102,00266B,0000466,1,14,1401,140105,0590,059003,408,630,3,1890,1224,666,200112
C,20011202,154328,1000903,00182C,0000243,1,14,1403,140301,1525,152504,187,244,1,244,187,57,200112
A,20011202,122017,1000999,00266A,0000466,1,14,1401,140105,0590,059003,408,897,1,897,408,489,200112
B,20011202,122017,1001102,00266B,0000369,1,11,1103,110301,0663,066302,210,497,1,497,210,287,200112
C,20011202,154328,1000903,00182C,0000445,1,11,1119,111901,0621,062100,357,691,1,691,357,334,200112
A,20011202,122017,1000999,00266A,0000345,1,11,1121,112105,0188,018800,343,2568,1,2568,343,2225,200112
B,20011202,122017,1001102,00266B,0000484,1,11,1105,110509,1221,122103,180,346,1,346,180,166,200112
C,20011202,154328,1000903,00182C,0000297,1,11,1112,111211,0192,019200,426,672,1,672,426,246,200112
A,20011202,122017,1000999,00266A,0000484,1,11,1105,110509,1221,122103,180,1163,1,1163,180,983,200112
B,20011202,122017,1001102,00266B,0000345,1,11,1121,112105,0188,018800,343,446,1,446,343,103,200112
C,20011202,154328,1000903,00182C,0000439,1,11,1104,110411,1007,100700,187,361,1,361,187,174,200112
A,20011202,122017,1000999,00266A,0000213,1,11,1118,111805,0823,082303,410,762,1,762,410,352,200112
B,20011202,122017,1001102,00266B,0000213,1,11,1118,111805,0823,082303,410,719,5,3595,2050,1545,200112
C,20011202,154328,1000903,00182C,0000317,1,11,1119,111907,0623,062301,357,840,1,840,357,483,200112
A,20011202,122017,1000999,00266A,0000369,1,11,1103,110301,0663,066302,210,273,1,273,210,63,200112
B,20011202,122017,1001102,00266B,0000323,1,14,1406,140697,1714,171400,327,539,1,539,327,212,200112
C,20011202,154328,1000903,00182C,0000431,1,11,1101,110129,1705,170502,207,443,5,2215,1035,1180,200112
A,20011202,154328,1000996,00182A,0000621,1,11,1113,111301,1656,165602,413,537,6,3222,2478,744,200112
B,20011202,154328,1001099,00182B,0000621,1,11,1113,111301,1656,165602,413,537,6,3222,2478,744,200112
C,20011202,183002,1000905,00238C,0000271,1,14,1406,140697,1799,179903,340,530,1,530,340,190,200112
A,20011202,154328,1000996,00182A,0000243,1,14,1403,140301,1525,152504,187,244,1,244,187,57,200112
B,20011202,154328,1001099,00182B,0000431,1,11,1101,110129,1705,170502,207,270,7,1890,1449,441,200112
C,20011202,183002,1000905,00238C,0000551,1,11,1117,111797,0591,059107,328,692,6,4152,1968,2184,200112
A,20011202,154328,1000996,00182A,0000445,1,11,1119,111901,0621,062100,357,532,1,532,357,175,200112
B,20011202,154328,1001099,00182B,0000353,1,11,1118,111803,1908,190802,266,647,1,647,266,381,200112
C,20011202,183002,1000905,00238C,0000213,1,11,1118,111805,0823,082303,410,533,1,533,410,123,200112
A,20011202,154328,1000996,00182A,0000297,1,11,1112,111211,0192,019200,426,554,1,554,426,128,200112
B,20011202,154328,1001099,00182B,0000439,1,11,1104,110411,1007,100700,187,266,1,266,187,79,200112
C,20011202,183002,1000905,00238C,0000427,1,11,1105,110503,1032,103200,305,558,3,1674,915,759,200112
A,20011202,154328,1000996,00182A,0000439,1,11,1104,110411,1007,100700,187,306,1,306,187,119,200112
B,20011202,154328,1001099,00182B,0000317,1,11,1119,111907,0623,062301,357,649,1,649,357,292,200112
C,20011202,183002,1000905,00238C,0000592,1,11,1111,111197,0473,047303,341,444,1,444,341,103,200112
A,20011202,154328,1000996,00182A,0000317,1,11,1119,111907,0623,062301,357,555,1,555,357,198,200112
B,20011202,154328,1001099,00182B,0000445,1,11,1119,111901,0621,062100,357,756,1,756,357,399,200112
C,20011202,183002,1000905,00238C,0000469,1,11,1113,111303,1417,141703,201,321,1,321,201,120,200112
A,20011202,154328,1000996,00182A,0000431,1,11,1101,110129,1705,170502,207,506,5,2530,1035,1495,200112
B,20011202,154328,1001099,00182B,0000297,1,11,1112,111211,0192,019200,426,701,1,701,426,275,200112
C,20011202,183002,1000905,00238C,0000502,1,11,1107,110703,0725,072501,110,365,1,365,110,255,200112
A,20011202,154328,1000996,00182A,0000353,1,11,1118,111803,1908,190802,266,346,1,346,266,80,200112
B,20011202,154328,1001099,00182B,0000243,1,14,1403,140301,1525,152504,187,244,1,244,187,57,200112
C,20011202,191617,1000901,00047C,0000692,1,11,1104,110403,0064,006400,166,216,1,216,166,50,200112
A,20011202,183002,1000998,00238A,0000551,1,11,1117,111797,0591,059107,328,427,1,427,328,99,200112
B,20011202,183002,1001101,00238B,0000592,1,11,1111,111197,0473,047303,341,557,5,2785,1705,1080,200112
C,20011202,191617,1000901,00047C,0000354,1,11,1112,111211,0869,086900,188,245,1,245,188,57,200112
A,20011202,183002,1000998,00238A,0000213,1,11,1118,111805,0823,082303,410,762,1,762,410,352,200112
B,20011202,183002,1001101,00238B,0000469,1,11,1113,111303,1417,141703,201,427,1,427,201,226,200112
C,20011202,191617,1000901,00047C,0000578,1,11,1115,111597,0104,010400,266,346,1,346,266,80,200112
A,20011202,183002,1000998,00238A,0000427,1,11,1105,110503,1032,103200,305,641,1,641,305,336,200112
B,20011202,183002,1001101,00238B,0000213,1,11,1118,111805,0823,082303,410,719,1,719,410,309,200112
C,20011202,191617,1000901,00047C,0000676,1,11,1104,110415,0909,090901,347,452,6,2712,2082,630,200112
A,20011202,183002,1000998,00238A,0000271,1,14,1406,140697,1799,179903,340,498,1,498,340,158,200112
B,20011202,183002,1001101,00238B,0000427,1,11,1105,110503,1032,103200,305,535,3,1605,915,690,200112
C,20011202,191617,1000901,00047C,0000370,1,11,1102,110211,1261,126101,224,343,1,343,224,119,200112
A,20011202,183002,1000998,00238A,0000469,1,11,1113,111303,1417,141703,201,434,1,434,201,233,200112
B,20011202,183002,1001101,00238B,0000271,1,14,1406,140697,1799,179903,340,763,7,5341,2380,2961,200112
C,20011202,191617,1000901,00047C,0000547,1,14,1404,140497,0338,033801,183,255,3,765,549,216,200112
A,20011202,183002,1000998,00238A,0000502,1,11,1107,110703,0725,072501,110,179,1,179,110,69,200112
B,20011202,183002,1001101,00238B,0000502,1,11,1107,110703,0725,072501,110,233,1,233,110,123,200112
C,20011202,191617,1000901,00047C,0000563,1,11,1121,112113,0367,036703,132,222,1,222,132,90,200112
A,20011202,183002,1000998,00238A,0000592,1,11,1111,111197,0473,047303,341,444,1,444,341,103,200112
B,20011202,183002,1001101,00238B,0000551,1,11,1117,111797,0591,059107,328,522,1,522,328,194,200112
C,20011202,191617,1000901,00047C,0000588,1,14,1406,140671,1151,115101,164,214,1,214,164,50,200112
A,20011202,191617,1000994,00047A,0000354,1,11,1112,111211,0869,086900,188,535,1,535,188,347,200112
B,20011202,191617,1001097,00047B,0000676,1,11,1104,110415,0909,090901,347,452,5,2260,1735,525,200112
C,20011202,191617,1000901,00047C,0000542,1,13,1301,130139,1893,189300,343,633,1,633,343,290,200112
A,20011202,191617,1000994,00047A,0000512,1,11,1118,111807,1133,113302,352,734,4,2936,1408,1528,200112
B,20011202,191617,1001097,00047B,0000370,1,11,1102,110211,1261,126101,224,361,1,361,224,137,200112
C,20011202,191617,1000901,00047C,0000479,1,13,1301,130127,1293,129301,188,245,1,245,188,57,200112
A,20011202,191617,1000994,00047A,0000370,1,11,1102,110211,1261,126101,224,350,1,350,224,126,200112
B,20011202,191617,1001097,00047B,0000542,1,13,1301,130139,1893,189300,343,486,1,486,343,143,200112
C,20011202,191617,1000901,00047C,0000512,1,11,1118,111807,1133,113302,352,458,5,2290,1760,530,200112
A,20011202,191617,1000994,00047A,0000676,1,11,1104,110415,0909,090901,347,452,5,2260,1735,525,200112
B,20011202,191617,1001097,00047B,0000692,1,11,1104,110403,0064,006400,166,216,1,216,166,50,200112
A,20011202,191617,1000994,00047A,0000692,1,11,1104,110403,0064,006400,166,216,5,1080,830,250,200112
B,20011202,191617,1001097,00047B,0000354,1,11,1112,111211,0869,086900,188,245,1,245,188,57,200112
A,20011202,191617,1000994,00047A,0000479,1,13,1301,130127,1293,129301,188,245,1,245,188,57,200112
B,20011202,191617,1001097,00047B,0000563,1,11,1121,112113,0367,036703,132,187,1,187,132,55,200112
A,20011202,191617,1000994,00047A,0000542,1,13,1301,130139,1893,189300,343,544,1,544,343,201,200112
B,20011202,191617,1001097,00047B,0000588,1,14,1406,140671,1151,115101,164,214,5,1070,820,250,200112
A,20011202,191617,1000994,00047A,0000578,1,11,1115,111597,0104,010400,266,346,5,1730,1330,400,200112
B,20011202,191617,1001097,00047B,0000479,1,13,1301,130127,1293,129301,188,549,1,549,188,361,200112
A,20011202,191617,1000994,00047A,0000547,1,14,1404,140497,0338,033801,183,238,1,238,183,55,200112
B,20011202,191617,1001097,00047B,0000578,1,11,1115,111597,0104,010400,266,411,6,2466,1596,870,200112
A,20011202,191617,1000994,00047A,0000563,1,11,1121,112113,0367,036703,132,172,1,172,132,40,200112
B,20011202,191617,1001097,00047B,0000512,1,11,1118,111807,1133,113302,352,458,6,2748,2112,636,200112
A,20011202,191617,1000994,00047A,0000588,1,14,1406,140671,1151,115101,164,319,6,1914,984,930,200112
B,20011202,191617,1001097,00047B,0000547,1,14,1404,140497,0338,033801,183,238,1,238,183,55,200112
D,20011202,102052,1000933,00184D,0000420,1,11,1102,110211,0376,037601,255,569,1,569,255,314,200112
D,20011202,112502,1000931,00078D,0000373,1,11,1118,111897,1341,134100,91,119,1,119,91,28,200112
D,20011202,112502,1000931,00078D,0000431,1,11,1101,110129,1705,170502,207,338,1,338,207,131,200112
D,20011202,112502,1000931,00078D,0000219,1,13,1304,130403,1537,153702,378,600,1,600,378,222,200112
D,20011202,154328,1000932,00182D,0000621,1,11,1113,111301,1656,165602,413,537,1,537,413,124,200112
D,20011202,154328,1000932,00182D,0000353,1,11,1118,111803,1908,190802,266,417,1,417,266,151,200112
D,20011202,154328,1000932,00182D,0000431,1,11,1101,110129,1705,170502,207,338,1,338,207,131,200112
D,20011202,154328,1000932,00182D,0000317,1,11,1119,111907,0623,062301,357,465,1,465,357,108,200112
D,20011202,154328,1000932,00182D,0000439,1,11,1104,110411,1007,100700,187,556,1,556,187,369,200112
D,20011202,154328,1000932,00182D,0000243,1,14,1403,140301,1525,152504,187,359,1,359,187,172,200112
D,20011202,154328,1000932,00182D,0000445,1,11,1119,111901,0621,062100,357,507,1,507,357,150,200112
D,20011202,154328,1000932,00182D,0000297,1,11,1112,111211,0192,019200,426,554,1,554,426,128,200112
D,20011202,183002,1000934,00238D,0000551,1,11,1117,111797,0591,059107,328,427,1,427,328,99,200112
D,20011202,183002,1000934,00238D,0000271,1,14,1406,140697,1799,179903,340,442,1,442,340,102,200112
D,20011202,183002,1000934,00238D,0000427,1,11,1105,110503,1032,103200,305,397,1,397,305,92,200112
D,20011202,183002,1000934,00238D,0000213,1,11,1118,111805,0823,082303,410,547,6,3282,2460,822,200112
D,20011202,183002,1000934,00238D,0000469,1,11,1113,111303,1417,141703,201,548,2,1096,402,694,200112
D,20011202,183002,1000934,00238D,0000502,1,11,1107,110703,0725,072501,110,167,6,1002,660,342,200112
D,20011202,183002,1000934,00238D,0000592,1,11,1111,111197,0473,047303,341,444,1,444,341,103,200112
D,20011202,191617,1000930,00047D,0000354,1,11,1112,111211,0869,086900,188,291,1,291,188,103,200112
D,20011202,191617,1000930,00047D,0000512,1,11,1118,111807,1133,113302,352,576,7,4032,2464,1568,200112
D,20011202,191617,1000930,00047D,0000370,1,11,1102,110211,1261,126101,224,353,5,1765,1120,645,200112
D,20011202,191617,1000930,00047D,0000692,1,11,1104,110403,0064,006400,166,216,1,216,166,50,200112
D,20011202,191617,1000930,00047D,0000578,1,11,1115,111597,0104,010400,266,346,1,346,266,80,200112
D,20011202,191617,1000930,00047D,0000676,1,11,1104,110415,0909,090901,347,546,1,546,347,199,200112
D,20011202,191617,1000930,00047D,0000588,1,14,1406,140671,1151,115101,164,214,1,214,164,50,200112
D,20011202,191617,1000930,00047D,0000547,1,14,1404,140497,0338,033801,183,338,1,338,183,155,200112
D,20011202,191617,1000930,00047D,0000542,1,13,1301,130139,1893,189300,343,446,3,1338,1029,309,200112
D,20011202,191617,1000930,00047D,0000479,1,13,1301,130127,1293,129301,188,284,1,284,188,96,200112
D,20011202,191617,1000930,00047D,0000563,1,11,1121,112113,0367,036703,132,234,3,702,396,306,200112
C,20011203,152628,1000907,00249C,0000625,1,11,1118,111807,1154,115400,307,516,1,516,307,209,200112
B,20011203,121801,1001105,00278B,0000364,1,13,1301,130137,1772,177201,366,875,5,4375,1830,2545,200112
D,20011203,152628,1000936,00249D,0000270,1,11,1115,111507,0605,060502,238,383,1,383,238,145,200112
C,20011203,152628,1000907,00249C,0000270,1,11,1115,111507,0605,060502,238,379,1,379,238,141,200112
B,20011203,121801,1001105,00278B,0000519,1,13,1301,130129,1427,142700,170,221,7,1547,1190,357,200112
D,20011203,152628,1000936,00249D,0000625,1,11,1118,111807,1154,115400,307,400,1,400,307,93,200112
C,20011203,172549,1000906,00029C,0000524,1,11,1104,110401,0844,084401,418,1093,1,1093,418,675,200112
B,20011203,121801,1001105,00278B,0000339,1,11,1105,110501,1285,128501,430,865,1,865,430,435,200112
D,20011203,172549,1000935,00029D,0000308,1,14,1404,140407,0707,070700,468,708,1,708,468,240,200112
C,20011203,172549,1000906,00029C,0000308,1,14,1404,140407,0707,070700,468,1086,1,1086,468,618,200112
B,20011203,152628,1001104,00249B,0000625,1,11,1118,111807,1154,115400,307,400,5,2000,1535,465,200112
D,20011203,172549,1000935,00029D,0000484,1,11,1105,110509,1221,122103,180,234,1,234,180,54,200112
C,20011203,172549,1000906,00029C,0000484,1,11,1105,110509,1221,122103,180,320,1,320,180,140,200112
B,20011203,152628,1001104,00249B,0000270,1,11,1115,111507,0605,060502,238,310,1,310,238,72,200112
D,20011203,172549,1000935,00029D,0000294,1,14,1406,140681,0694,069401,236,307,1,307,236,71,200112
C,20011203,172549,1000906,00029C,0000367,1,11,1106,110697,0048,004803,292,632,1,632,292,340,200112
B,20011203,172549,1001103,00029B,0000484,1,11,1105,110509,1221,122103,180,346,1,346,180,166,200112
D,20011203,172549,1000935,00029D,0000531,1,11,1117,111701,0158,015803,192,250,1,250,192,58,200112
C,20011203,172549,1000906,00029C,0000531,1,11,1117,111701,0158,015803,192,373,6,2238,1152,1086,200112
B,20011203,172549,1001103,00029B,0000081,1,11,1116,111605,1136,113600,188,245,5,1225,940,285,200112
D,20011203,172549,1000935,00029D,0000367,1,11,1106,110697,0048,004803,292,380,1,380,292,88,200112
C,20011203,172549,1000906,00029C,0000081,1,11,1116,111605,1136,113600,188,245,5,1225,940,285,200112
B,20011203,172549,1001103,00029B,0000531,1,11,1117,111701,0158,015803,192,250,7,1750,1344,406,200112
D,20011203,172549,1000935,00029D,0000524,1,11,1104,110401,0844,084401,418,1154,1,1154,418,736,200112
C,20011203,172549,1000906,00029C,0000294,1,14,1406,140681,0694,069401,236,791,1,791,236,555,200112
B,20011203,172549,1001103,00029B,0000367,1,11,1106,110697,0048,004803,292,568,5,2840,1460,1380,200112
D,20011203,172549,1000935,00029D,0000081,1,11,1116,111605,1136,113600,188,245,1,245,188,57,200112
B,20011203,172549,1001103,00029B,0000524,1,11,1104,110401,0844,084401,418,544,1,544,418,126,200112
A,20011203,121801,1001002,00278A,0000364,1,13,1301,130137,1772,177201,366,680,5,3400,1830,1570,200112
B,20011203,172549,1001103,00029B,0000308,1,14,1404,140407,0707,070700,468,1960,1,1960,468,1492,200112
A,20011203,121801,1001002,00278A,0000519,1,13,1301,130129,1427,142700,170,304,5,1520,850,670,200112
B,20011203,172549,1001103,00029B,0000294,1,14,1406,140681,0694,069401,236,375,1,375,236,139,200112
A,20011203,121801,1001002,00278A,0000339,1,11,1105,110501,1285,128501,430,559,1,559,430,129,200112
A,20011203,152628,1001001,00249A,0000625,1,11,1118,111807,1154,115400,307,400,7,2800,2149,651,200112
A,20011203,152628,1001001,00249A,0000270,1,11,1115,111507,0605,060502,238,435,1,435,238,197,200112
A,20011203,172549,1001000,00029A,0000524,1,11,1104,110401,0844,084401,418,544,1,544,418,126,200112
A,20011203,172549,1001000,00029A,0000081,1,11,1116,111605,1136,113600,188,245,1,245,188,57,200112
A,20011203,172549,1001000,00029A,0000531,1,11,1117,111701,0158,015803,192,250,1,250,192,58,200112
A,20011203,172549,1001000,00029A,0000367,1,11,1106,110697,0048,004803,292,380,7,2660,2044,616,200112
A,20011203,172549,1001000,00029A,0000484,1,11,1105,110509,1221,122103,180,1163,1,1163,180,983,200112
A,20011203,172549,1001000,00029A,0000294,1,14,1406,140681,0694,069401,236,1014,1,1014,236,778,200112
A,20011203,172549,1001000,00029A,0000308,1,14,1404,140407,0707,070700,468,759,1,759,468,291,200112
C,20011204,101537,1000909,00209C,0000358,1,11,1104,110403,0344,034403,272,536,1,536,272,264,200112
B,20011204,101537,1001107,00209B,0000358,1,11,1104,110403,0344,034403,272,354,1,354,272,82,200112
A,20011204,101537,1001004,00209A,0000358,1,11,1104,110403,0344,034403,272,586,6,3516,1632,1884,200112
C,20011204,153508,1000908,00058C,0000133,1,11,1111,111107,0552,055202,386,502,1,502,386,116,200112
B,20011204,153508,1001106,00058B,0000133,1,11,1111,111107,0552,055202,386,502,1,502,386,116,200112
A,20011204,153508,1001003,00058A,0000133,1,11,1111,111107,0552,055202,386,591,1,591,386,205,200112
C,20011204,153508,1000908,00058C,0000272,1,11,1101,110137,0679,067901,150,195,6,1170,900,270,200112
B,20011204,153508,1001106,00058B,0000272,1,11,1101,110137,0679,067901,150,230,1,230,150,80,200112
A,20011204,153508,1001003,00058A,0000272,1,11,1101,110137,0679,067901,150,369,5,1845,750,1095,200112
D,20011204,101537,1000938,00209D,0000358,1,11,1104,110403,0344,034403,272,354,1,354,272,82,200112
D,20011204,153508,1000937,00058D,0000133,1,11,1111,111107,0552,055202,386,502,1,502,386,116,200112
D,20011204,153508,1000937,00058D,0000272,1,11,1101,110137,0679,067901,150,195,1,195,150,45,200112
C,20011205,112808,1000911,00148C,0000687,1,11,1102,110211,0282,028200,252,328,1,328,252,76,200112
A,20011205,112808,1001006,00148A,0000687,1,11,1102,110211,0282,028200,252,328,1,328,252,76,200112
