shop,date,time,receipt,customer,product,CategoryCode1,CategoryCode2,CategoryCode4,CategoryCode6,manufacturer,brand,unitCost,unitPrice,quantity,amount,costAmount,profit
C,20010119,182143,1000005,00099C,0000325,1,14,1406,140663,1421,142101,388,505,1,505,388,117
C,20010123,113648,1000008,00168C,0000665,1,11,1112,111209,0951,095102,335,436,1,436,335,101
C,20010123,113648,1000008,00168C,0000449,1,14,1406,140631,1215,121503,322,419,1,419,322,97
C,20010123,113648,1000008,00168C,0000309,1,13,1303,130301,0394,039401,308,401,1,401,308,93
C,20010123,113648,1000008,00168C,0000426,1,11,1106,110601,1763,176305,177,268,5,1340,885,455
C,20010123,113648,1000008,00168C,0000596,1,14,1401,140111,1068,106801,406,528,5,2640,2030,610
C,20010123,113648,1000008,00168C,0000425,1,11,1116,111601,1736,173603,208,271,1,271,208,63
C,20010125,151137,1000009,00181C,0000252,1,14,1404,140401,0153,015302,238,310,1,310,238,72
C,20010125,151137,1000009,00181C,0000429,1,11,1119,111997,1117,111700,295,384,1,384,295,89
C,20010125,151137,1000009,00181C,0000258,1,11,1105,110505,1021,102101,170,221,7,1547,1190,357
C,20010125,151137,1000009,00181C,0000405,1,13,1301,130123,1310,131000,408,531,1,531,408,123
C,20010125,151137,1000009,00181C,0000353,1,11,1118,111803,1908,190802,266,346,7,2422,1862,560
C,20010128,150428,1000010,00044C,0000471,1,11,1115,111511,1361,136102,275,358,1,358,275,83
C,20010128,150428,1000010,00044C,0000345,1,11,1121,112105,0188,018800,343,446,4,1784,1372,412
C,20010128,150428,1000010,00044C,0000493,1,11,1113,111305,1755,175504,274,357,6,2142,1644,498
C,20010128,150428,1000010,00044C,0000277,1,11,1103,110303,1193,119305,225,293,1,293,225,68
C,20010128,150428,1000010,00044C,0000504,1,11,1121,112113,0358,035804,297,387,1,387,297,90
C,20010130,103152,1000013,00041C,0000278,1,11,1107,110725,0140,014000,278,362,1,362,278,84
C,20010130,103152,1000013,00041C,0000424,1,11,1111,111113,1484,148401,226,294,1,294,226,68
C,20010130,103152,1000013,00041C,0000280,1,14,1403,140316,0175,017501,253,329,1,329,253,76
C,20010130,103152,1000013,00041C,0000428,1,11,1107,110791,0126,012600,215,280,1,280,215,65
C,20010130,103152,1000013,00041C,0000380,1,11,1121,112105,0109,010905,209,272,1,272,209,63
C,20010130,173809,1000012,00021C,0000235,1,11,1104,110413,1523,152302,321,418,1,418,321,97
C,20010130,173809,1000012,00021C,0000392,1,14,1401,140107,1376,137605,254,331,1,331,254,77
C,20010130,173809,1000012,00021C,0000260,1,11,1121,112107,1431,143106,325,423,1,423,325,98
C,20010130,173809,1000012,00021C,0000414,1,11,1117,111701,1705,170501,310,403,1,403,310,93
C,20010130,173809,1000012,00021C,0000346,1,13,1301,130129,0518,051802,380,494,1,494,380,114
C,20010130,173809,1000012,00021C,0000396,1,14,1401,140103,1489,148900,404,526,1,526,404,122
C,20010130,173809,1000012,00021C,0000518,1,11,1110,111011,1369,136902,361,470,6,2820,2166,654
C,20010130,173809,1000012,00021C,0000469,1,11,1113,111303,1417,141703,201,262,1,262,201,61
C,20010130,185345,1000011,00018C,0000208,1,11,1112,111203,0777,077700,358,466,5,2330,1790,540
C,20010130,185345,1000011,00018C,0000444,1,11,1116,111603,0315,031501,419,545,1,545,419,126
C,20010130,185345,1000011,00018C,0000255,1,14,1406,140621,1894,189400,256,333,1,333,256,77
C,20010130,185345,1000011,00018C,0000471,1,11,1115,111511,1361,136102,275,358,7,2506,1925,581
C,20010130,185345,1000011,00018C,0000237,1,11,1101,110111,0295,029502,244,318,1,318,244,74
C,20010130,185345,1000011,00018C,0000603,1,14,1404,140403,1336,133600,223,360,1,360,223,137
C,20010130,185345,1000011,00018C,0000145,1,11,1105,110505,1725,172504,449,584,1,584,449,135
C,20010130,185345,1000011,00018C,0000455,1,14,1406,140681,0361,036103,376,489,1,489,376,113
C,20010130,185345,1000011,00018C,0000362,1,11,1119,111901,0171,017104,222,289,1,289,222,67
C,20010130,185345,1000011,00018C,0000291,1,11,1112,111211,1364,136402,272,354,1,354,272,82
C,20010130,185345,1000011,00018C,0000362,1,11,1119,111901,0171,017104,222,289,1,289,222,67
C,20010131,080841,1000014,00217C,0000215,1,11,1119,111907,0143,014301,99,129,5,645,495,150
C,20010201,113401,1000015,00118C,0000481,1,11,1103,110301,1896,189601,98,128,5,640,490,150
C,20010203,121000,1000016,00179C,0000024,1,11,1197,119797,0530,053001,132,172,5,860,660,200
C,20010204,213040,1000017,00217C,0000780,1,11,1112,111297,1869,186901,360,468,3,1404,1080,324
C,20010204,213040,1000017,00217C,0000382,1,11,1119,111905,1336,133601,282,367,1,367,282,85
C,20010204,213040,1000017,00217C,0000357,1,11,1105,110505,0013,001300,500,650,1,650,500,150
C,20010204,213040,1000017,00217C,0000574,1,14,1401,140101,1632,163202,222,289,1,289,222,67
C,20010204,213040,1000017,00217C,0000362,1,11,1119,111901,0171,017104,222,289,1,289,222,67
C,20010204,213040,1000017,00217C,0000545,1,11,1121,112111,0729,072900,199,259,1,259,199,60
C,20010204,213040,1000017,00217C,0000208,1,11,1112,111203,0777,077700,358,466,1,466,358,108
C,20010204,213040,1000017,00217C,0000485,1,14,1403,140315,0129,012907,166,216,1,216,166,50
C,20010204,213040,1000017,00217C,0000331,1,11,1102,110207,0193,019301,275,358,1,358,275,83
C,20010204,213040,1000017,00217C,0000379,1,12,1201,120197,1725,172506,243,316,6,1896,1458,438
C,20010204,213040,1000017,00217C,0000303,1,14,1406,140611,0856,085602,310,403,1,403,310,93
C,20010204,213040,1000017,00217C,0000299,1,11,1110,111003,0565,056500,222,289,1,289,222,67
C,20010204,213040,1000017,00217C,0000270,1,11,1115,111507,0605,060502,238,310,1,310,238,72
C,20010204,213040,1000017,00217C,0000249,1,11,1103,110397,0393,039303,412,536,2,1072,824,248
C,20010205,130123,1000019,00179C,0000149,1,14,1406,140661,0308,030800,443,576,1,576,443,133
C,20010205,130123,1000019,00179C,0000207,1,11,1115,111509,1170,117003,332,432,1,432,332,100
C,20010205,140338,1000018,00084C,0000481,1,11,1103,110301,1896,189601,98,128,1,128,98,30
C,20010205,140338,1000018,00084C,0000260,1,11,1121,112107,1431,143106,325,497,1,497,325,172
C,20010205,140338,1000018,00084C,0000385,1,11,1106,110605,1175,117501,278,362,1,362,278,84
C,20010205,140338,1000018,00084C,0000277,1,11,1103,110303,1193,119305,225,293,1,293,225,68
C,20010205,140338,1000018,00084C,0000576,1,11,1102,110207,1579,157902,322,419,1,419,322,97
C,20010205,140338,1000018,00084C,0000442,1,11,1101,110197,0266,026600,240,312,1,312,240,72
C,20010206,172546,1000020,00091C,0000308,1,14,1404,140407,0707,070700,468,609,1,609,468,141
C,20010206,172546,1000020,00091C,0000536,1,11,1113,111307,1083,108301,206,268,1,268,206,62
C,20010206,172546,1000020,00091C,0000377,1,11,1105,110511,0302,030201,571,743,1,743,571,172
C,20010206,172546,1000020,00091C,0000474,1,11,1118,111897,1812,181200,190,247,5,1235,950,285
C,20010206,172546,1000020,00091C,0000494,1,11,1110,111009,1720,172003,236,307,5,1535,1180,355
C,20010206,172546,1000020,00091C,0000424,1,11,1111,111113,1484,148401,226,371,4,1484,904,580
C,20010206,172546,1000020,00091C,0000420,1,11,1102,110211,0376,037601,255,332,1,332,255,77
C,20010206,172546,1000020,00091C,0000423,1,11,1107,110791,0107,010703,290,377,1,377,290,87
C,20010206,172546,1000020,00091C,0000553,1,14,1403,140307,0617,061702,249,324,1,324,249,75
C,20010208,132523,1000021,00082C,0000246,1,11,1111,111109,1223,122300,333,433,1,433,333,100
C,20010208,132523,1000021,00082C,0000609,1,14,1401,140107,1818,181803,232,302,1,302,232,70
C,20010208,132523,1000021,00082C,0000163,1,11,1106,110601,0477,047701,77,101,1,101,77,24
C,20010208,132523,1000021,00082C,0000397,1,11,1105,110517,0191,019104,212,276,1,276,212,64
C,20010208,132523,1000021,00082C,0000343,1,11,1104,110407,0189,018903,384,500,1,500,384,116
C,20010208,132523,1000021,00082C,0000464,1,11,1102,110297,0542,054202,500,650,1,650,500,150
C,20010208,132523,1000021,00082C,0000283,1,11,1102,110297,0134,013404,223,290,6,1740,1338,402
C,20010208,132523,1000021,00082C,0000441,1,11,1110,111007,0713,071300,296,385,1,385,296,89
C,20010208,132523,1000021,00082C,0000281,1,14,1403,140305,1501,150100,206,268,1,268,206,62
C,20010208,132523,1000021,00082C,0000399,1,11,1113,111307,0939,093902,198,258,1,258,198,60
C,20010208,132523,1000021,00082C,0000571,1,11,1103,110303,1158,115804,171,223,5,1115,855,260
C,20010208,132523,1000021,00082C,0000385,1,11,1106,110605,1175,117501,278,362,1,362,278,84
C,20010208,132523,1000021,00082C,0000475,1,11,1101,110135,1067,106705,243,316,1,316,243,73
C,20010209,154647,1000022,00228C,0000176,1,11,1116,111601,0018,001800,253,329,1,329,253,76
C,20010209,154647,1000022,00228C,0000220,1,11,1119,111905,0191,019100,402,523,1,523,402,121
C,20010209,154647,1000022,00228C,0000319,1,11,1101,110197,1895,189503,395,514,1,514,395,119
C,20010209,154647,1000022,00228C,0000197,1,14,1402,140201,1515,151500,360,468,1,468,360,108
C,20010209,154647,1000022,00228C,0000232,1,11,1116,111603,1347,134702,253,329,1,329,253,76
C,20010211,134123,1000024,00181C,0000442,1,11,1101,110197,0266,026600,240,312,1,312,240,72
C,20010211,134123,1000024,00181C,0000360,1,11,1119,111905,1327,132705,235,306,5,1530,1175,355
C,20010211,134123,1000024,00181C,0000523,1,13,1301,130139,0120,012000,392,510,1,510,392,118
C,20010211,143917,1000023,00144C,0000294,1,14,1406,140681,0694,069401,236,307,1,307,236,71
C,20010211,143917,1000023,00144C,0000433,1,14,1497,149797,0227,022700,416,541,1,541,416,125
C,20010211,143917,1000023,00144C,0000317,1,11,1119,111907,0623,062301,357,465,1,465,357,108
C,20010211,143917,1000023,00144C,0000387,1,14,1403,140325,1291,129100,269,350,1,350,269,81
C,20010211,143917,1000023,00144C,0000235,1,11,1104,110413,1523,152302,321,418,1,418,321,97
C,20010211,143917,1000023,00144C,0000517,1,11,1197,119705,1151,115102,424,552,1,552,424,128
C,20010212,131823,1000025,00227C,0000629,1,11,1107,110703,1409,140900,278,362,1,362,278,84
C,20010212,131823,1000025,00227C,0000343,1,11,1104,110407,0189,018903,384,500,1,500,384,116
C,20010212,131823,1000025,00227C,0000380,1,11,1121,112105,0109,010905,209,272,5,1360,1045,315
C,20010212,131823,1000025,00227C,0000357,1,11,1105,110505,0013,001300,500,650,3,1950,1500,450
C,20010212,131823,1000025,00227C,0000443,1,13,1301,130121,1886,188600,395,514,5,2570,1975,595
C,20010212,131823,1000025,00227C,0000343,1,11,1104,110407,0189,018903,384,500,6,3000,2304,696
C,20010212,131823,1000025,00227C,0000563,1,11,1121,112113,0367,036703,132,172,1,172,132,40
C,20010212,131823,1000025,00227C,0000396,1,14,1401,140103,1489,148900,404,526,1,526,404,122
C,20010212,131823,1000025,00227C,0000431,1,11,1101,110129,1705,170502,207,270,7,1890,1449,441
C,20010213,111536,1000026,00168C,0000283,1,11,1102,110297,0134,013404,223,290,1,290,223,67
C,20010213,111536,1000026,00168C,0000488,1,11,1119,111905,1644,164402,358,466,1,466,358,108
C,20010213,111536,1000026,00168C,0000442,1,11,1101,110197,0266,026600,240,312,1,312,240,72
C,20010213,111536,1000026,00168C,0000589,1,11,1116,111601,1296,129603,265,345,5,1725,1325,400
C,20010213,111536,1000026,00168C,0000541,1,11,1101,110129,0121,012101,277,361,1,361,277,84
C,20010213,111536,1000026,00168C,0000572,1,11,1115,111507,1801,180100,421,548,1,548,421,127
C,20010213,134652,1000027,00181C,0000220,1,11,1119,111905,0191,019100,402,523,1,523,402,121
C,20010213,134652,1000027,00181C,0000385,1,11,1106,110605,1175,117501,278,362,1,362,278,84
C,20010213,134652,1000027,00181C,0000448,1,11,1120,112005,1298,129803,313,407,1,407,313,94
C,20010216,105511,1000028,00088C,0000627,1,11,1111,111107,0179,017901,112,146,1,146,112,34
C,20010216,105511,1000028,00088C,0000136,1,14,1404,140497,1472,147200,279,363,1,363,279,84
C,20010216,105511,1000028,00088C,0000594,1,11,1113,111303,1991,199103,248,323,5,1615,1240,375
C,20010216,105511,1000028,00088C,0000289,1,14,1406,140691,0678,067800,475,618,1,618,475,143
C,20010216,105511,1000028,00088C,0000454,1,14,1401,140107,1804,180403,199,259,1,259,199,60
C,20010216,105511,1000028,00088C,0000414,1,11,1117,111701,1705,170501,310,403,1,403,310,93
C,20010216,105511,1000028,00088C,0000429,1,11,1119,111997,1117,111700,295,384,6,2304,1770,534
C,20010216,105511,1000028,00088C,0000402,1,11,1101,110135,1198,119800,310,403,5,2015,1550,465
C,20010216,122637,1000031,00180C,0000280,1,14,1403,140316,0175,017501,253,329,1,329,253,76
C,20010216,122637,1000031,00180C,0000461,1,14,1406,140671,0894,089401,381,496,4,1984,1524,460
C,20010216,122637,1000031,00180C,0000275,1,14,1406,140693,0570,057004,370,481,5,2405,1850,555
C,20010216,122637,1000031,00180C,0000505,1,11,1108,110803,0085,008500,194,253,1,253,194,59
C,20010216,122637,1000031,00180C,0000493,1,11,1113,111305,1755,175504,274,357,1,357,274,83
C,20010216,122637,1000031,00180C,0000414,1,11,1117,111701,1705,170501,310,403,4,1612,1240,372
C,20010216,122637,1000031,00180C,0000466,1,14,1401,140105,0590,059003,408,531,7,3717,2856,861
C,20010216,122637,1000031,00180C,0000598,1,14,1406,140621,1747,174700,206,268,1,268,206,62
C,20010216,122637,1000031,00180C,0000402,1,11,1101,110135,1198,119800,310,403,5,2015,1550,465
C,20010216,122637,1000031,00180C,0000471,1,11,1115,111511,1361,136102,275,358,3,1074,825,249
C,20010216,143742,1000029,00160C,0000260,1,11,1121,112107,1431,143106,325,497,6,2982,1950,1032
C,20010216,143742,1000029,00160C,0000553,1,14,1403,140307,0617,061702,249,324,4,1296,996,300
C,20010216,143742,1000029,00160C,0000315,1,14,1402,140205,0405,040501,290,377,5,1885,1450,435
C,20010216,143742,1000029,00160C,0000463,1,14,1402,140211,0108,010800,333,433,3,1299,999,300
C,20010216,161106,1000030,00178C,0000276,1,11,1120,112097,0617,061701,142,185,2,370,284,86
C,20010216,161106,1000030,00178C,0000391,1,11,1111,111111,0052,005200,191,249,5,1245,955,290
C,20010216,161106,1000030,00178C,0000308,1,14,1404,140407,0707,070700,468,609,1,609,468,141
C,20010216,161106,1000030,00178C,0000420,1,11,1102,110211,0376,037601,255,332,1,332,255,77
C,20010216,161106,1000030,00178C,0000285,1,11,1110,111015,1516,151601,208,271,1,271,208,63
C,20010216,161106,1000030,00178C,0000478,1,11,1101,110125,0807,080700,121,158,5,790,605,185
C,20010216,161106,1000030,00178C,0000342,1,14,1401,140115,0147,014700,332,432,1,432,332,100
C,20010217,122709,1000032,00221C,0000528,1,11,1107,110721,0547,054700,241,314,1,314,241,73
C,20010217,122709,1000032,00221C,0000324,1,11,1120,112005,1854,185406,286,372,1,372,286,86
C,20010217,122709,1000032,00221C,0000390,1,11,1117,111797,1943,194300,411,535,3,1605,1233,372
C,20010217,122709,1000032,00221C,0000270,1,11,1115,111507,0605,060502,238,310,1,310,238,72
C,20010217,122709,1000032,00221C,0000547,1,14,1404,140497,0338,033801,183,238,1,238,183,55
C,20010217,122709,1000032,00221C,0000335,1,11,1101,110103,0485,048500,109,142,1,142,109,33
C,20010217,122709,1000032,00221C,0000452,1,11,1108,110802,0506,050602,235,318,1,318,235,83
C,20010217,122709,1000032,00221C,0000278,1,11,1107,110725,0140,014000,278,362,1,362,278,84
C,20010217,122709,1000032,00221C,0000506,1,13,1301,130129,0854,085400,246,320,1,320,246,74
C,20010220,141805,1000033,00049C,0000293,1,11,1116,111697,1527,152705,296,385,6,2310,1776,534
C,20010220,141805,1000033,00049C,0000482,1,11,1119,111997,0844,084400,285,371,5,1855,1425,430
C,20010220,141805,1000033,00049C,0000117,1,14,1406,140691,0714,071401,197,257,1,257,197,60
C,20010222,112146,1000034,00250C,0000516,1,14,1403,140313,0263,026304,243,316,1,316,243,73
C,20010222,112146,1000034,00250C,0000318,1,13,1304,130497,1248,124805,231,301,5,1505,1155,350
C,20010222,112146,1000034,00250C,0000479,1,13,1301,130127,1293,129301,188,245,1,245,188,57
C,20010222,112146,1000034,00250C,0000289,1,14,1406,140691,0678,067800,475,618,5,3090,2375,715
C,20010222,112146,1000034,00250C,0000391,1,11,1111,111111,0052,005200,191,249,1,249,191,58
C,20010222,112146,1000034,00250C,0000191,1,11,1117,111703,1508,150802,488,635,1,635,488,147
C,20010222,112146,1000034,00250C,0000432,1,11,1105,110509,1258,125804,331,431,1,431,331,100
C,20010222,112146,1000034,00250C,0000463,1,14,1402,140211,0108,010800,333,433,1,433,333,100
C,20010223,122531,1000035,00044C,0000336,1,11,1111,111101,1496,149602,393,511,1,511,393,118
C,20010223,122531,1000035,00044C,0000397,1,11,1105,110517,0191,019104,212,276,1,276,212,64
C,20010223,122531,1000035,00044C,0000332,1,11,1107,110721,0550,055003,354,461,1,461,354,107
C,20010223,122531,1000035,00044C,0000535,1,11,1105,110504,1013,101300,376,489,1,489,376,113
C,20010223,122531,1000035,00044C,0000367,1,11,1106,110697,0048,004803,292,380,5,1900,1460,440
C,20010223,122531,1000035,00044C,0000481,1,11,1103,110301,1896,189601,98,128,4,512,392,120
C,20010223,122531,1000035,00044C,0000313,1,11,1119,111997,1378,137803,185,241,1,241,185,56
C,20010223,122531,1000035,00044C,0000602,1,11,1113,111301,1772,177202,419,545,1,545,419,126
C,20010223,122531,1000035,00044C,0000579,1,11,1102,110211,1884,188400,259,337,1,337,259,78
C,20010224,143400,1000036,00004C,0000311,1,11,1116,111603,1776,177601,339,441,1,441,339,102
C,20010224,143400,1000036,00004C,0000482,1,11,1119,111997,0844,084400,285,371,1,371,285,86
C,20010224,143400,1000036,00004C,0000441,1,11,1110,111007,0713,071300,296,385,1,385,296,89
C,20010224,143400,1000036,00004C,0000377,1,11,1105,110511,0302,030201,571,743,1,743,571,172
C,20010224,150343,1000038,00118C,0000355,1,14,1403,140309,0585,058501,336,437,1,437,336,101
C,20010224,150343,1000038,00118C,0000405,1,13,1301,130123,1310,131000,408,531,1,531,408,123
C,20010224,150343,1000038,00118C,0000339,1,11,1105,110501,1285,128501,430,559,1,559,430,129
C,20010224,150343,1000038,00118C,0000613,1,11,1114,111401,1568,156801,342,445,1,445,342,103
C,20010224,150343,1000038,00118C,0000319,1,11,1101,110197,1895,189503,395,514,1,514,395,119
C,20010224,150343,1000038,00118C,0000393,1,11,1105,110517,1889,188901,410,533,1,533,410,123
C,20010224,162043,1000037,00077C,0000646,1,13,1302,130205,1380,138005,393,511,1,511,393,118
C,20010224,162043,1000037,00077C,0000239,1,11,1104,110497,0781,078100,225,293,1,293,225,68
C,20010224,162043,1000037,00077C,0000547,1,14,1404,140497,0338,033801,183,238,1,238,183,55
C,20010224,162043,1000037,00077C,0000233,1,11,1101,110142,0244,024400,406,528,1,528,406,122
C,20010224,162043,1000037,00077C,0000532,1,13,1301,130121,1482,148204,202,263,3,789,606,183
C,20010224,162043,1000037,00077C,0000431,1,11,1101,110129,1705,170502,207,380,5,1900,1035,865
C,20010224,162043,1000037,00077C,0000378,1,13,1301,130139,0386,038605,222,289,1,289,222,67
C,20010226,144910,1000039,00168C,0000715,1,11,1121,112111,1378,137804,288,375,1,375,288,87
C,20010226,144910,1000039,00168C,0000266,1,11,1104,110407,1862,186200,334,435,1,435,334,101
C,20010226,144910,1000039,00168C,0000553,1,14,1403,140307,0617,061702,249,324,1,324,249,75
C,20010226,144910,1000039,00168C,0000226,1,11,1107,110705,0904,090400,339,441,1,441,339,102
C,20010226,144910,1000039,00168C,0000417,1,11,1107,110703,0442,044204,395,514,5,2570,1975,595
C,20010226,144910,1000039,00168C,0000280,1,14,1403,140316,0175,017501,253,329,6,1974,1518,456
C,20010226,144910,1000039,00168C,0000399,1,11,1113,111307,0939,093902,198,258,2,516,396,120
C,20010226,144910,1000039,00168C,0000323,1,14,1406,140697,1714,171400,327,426,1,426,327,99
C,20010226,144910,1000039,00168C,0000469,1,11,1113,111303,1417,141703,201,262,1,262,201,61
C,20010226,144910,1000039,00168C,0000324,1,11,1120,112005,1854,185406,286,372,1,372,286,86
C,20010226,144910,1000039,00168C,0000463,1,14,1402,140211,0108,010800,333,433,5,2165,1665,500
C,20010227,170615,1000040,00004C,0000324,1,11,1120,112005,1854,185406,286,372,5,1860,1430,430
C,20010227,170615,1000040,00004C,0000610,1,11,1114,111401,0977,097702,295,384,1,384,295,89
C,20010227,170615,1000040,00004C,0000320,1,14,1403,140327,1903,190301,95,124,1,124,95,29
C,20010227,170615,1000040,00004C,0000568,1,11,1111,111113,0463,046305,81,106,1,106,81,25
C,20010227,170615,1000040,00004C,0000438,1,14,1403,140309,1100,110001,208,271,5,1355,1040,315
C,20010227,170615,1000040,00004C,0000381,1,11,1113,111397,0678,067801,292,380,1,380,292,88
C,20010227,170615,1000040,00004C,0000496,1,11,1101,110197,0338,033802,456,593,4,2372,1824,548
C,20010227,170615,1000040,00004C,0000555,1,11,1119,111997,1558,155803,93,121,1,121,93,28
C,20010227,175947,1000041,00052C,0000664,1,11,1116,111697,1725,172503,319,415,6,2490,1914,576
C,20010227,175947,1000041,00052C,0000329,1,14,1401,140103,0094,009404,288,375,1,375,288,87
C,20010227,175947,1000041,00052C,0000423,1,11,1107,110791,0107,010703,290,377,5,1885,1450,435
C,20010227,175947,1000041,00052C,0000132,1,11,1118,111803,1241,124104,164,214,1,214,164,50
C,20010227,175947,1000041,00052C,0000542,1,13,1301,130139,1893,189300,343,446,1,446,343,103
C,20010227,175947,1000041,00052C,0000359,1,11,1116,111603,0567,056702,325,423,4,1692,1300,392
C,20010227,175947,1000041,00052C,0000390,1,11,1117,111797,1943,194300,411,535,6,3210,2466,744
C,20010227,175947,1000041,00052C,0000135,1,11,1121,112113,1684,168403,355,462,1,462,355,107
C,20010227,175947,1000041,00052C,0000412,1,13,1301,130129,0416,041600,336,437,1,437,336,101
C,20010227,175947,1000041,00052C,0000438,1,14,1403,140309,1100,110001,208,271,2,542,416,126
C,20010227,182754,1000042,00217C,0000703,1,14,1404,140401,0824,082400,256,333,1,333,256,77
C,20010227,182754,1000042,00217C,0000189,1,11,1103,110397,1510,151003,321,418,5,2090,1605,485
C,20010227,182754,1000042,00217C,0000558,1,13,1301,130198,1839,183902,312,406,1,406,312,94
C,20010227,182754,1000042,00217C,0000077,1,11,1115,111511,1819,181900,321,418,6,2508,1926,582
C,20010227,182754,1000042,00217C,0000504,1,11,1121,112113,0358,035804,297,387,1,387,297,90
C,20010227,182754,1000042,00217C,0000432,1,11,1105,110509,1258,125804,331,431,1,431,331,100
