shop,date,time,receipt,customer,product,CategoryCode1,CategoryCode2,CategoryCode4,CategoryCode6,manufacturer,brand,unitCost,unitPrice,quantity,amount,costAmount,profit,YearMonth
B,20010903,102809,1000745,00020B,0000424,1,11,1111,111113,1484,148401,226,351,1,351,226,125,20019
C,20010903,102809,1000610,00020C,0000424,1,11,1111,111113,1484,148401,226,371,1,371,226,145,20019
D,20010903,102809,1000632,00020D,0000519,1,13,1301,130129,1427,142700,170,278,1,278,170,108,20019
B,20010903,102809,1000745,00020B,0000278,1,11,1107,110725,0140,014000,278,362,1,362,278,84,20019
C,20010903,102809,1000610,00020C,0000278,1,11,1107,110725,0140,014000,278,445,5,2225,1390,835,20019
D,20010903,102809,1000632,00020D,0000252,1,14,1404,140401,0153,015302,238,560,1,560,238,322,20019
B,20010903,102809,1000745,00020B,0000485,1,14,1403,140315,0129,012907,166,255,1,255,166,89,20019
C,20010903,102809,1000610,00020C,0000482,1,11,1119,111997,0844,084400,285,586,1,586,285,301,20019
D,20010903,102809,1000632,00020D,0000482,1,11,1119,111997,0844,084400,285,408,1,408,285,123,20019
B,20010903,102809,1000745,00020B,0000252,1,14,1404,140401,0153,015302,238,416,4,1664,952,712,20019
C,20010903,102809,1000610,00020C,0000252,1,14,1404,140401,0153,015302,238,450,1,450,238,212,20019
D,20010903,102809,1000632,00020D,0000278,1,11,1107,110725,0140,014000,278,490,5,2450,1390,1060,20019
B,20010903,102809,1000745,00020B,0000482,1,11,1119,111997,0844,084400,285,371,1,371,285,86,20019
C,20010903,102809,1000610,00020C,0000485,1,14,1403,140315,0129,012907,166,216,5,1080,830,250,20019
D,20010903,102809,1000632,00020D,0000485,1,14,1403,140315,0129,012907,166,370,1,370,166,204,20019
B,20010903,102809,1000745,00020B,0000519,1,13,1301,130129,1427,142700,170,221,1,221,170,51,20019
C,20010903,102809,1000610,00020C,0000519,1,13,1301,130129,1427,142700,170,221,1,221,170,51,20019
D,20010903,102809,1000632,00020D,0000424,1,11,1111,111113,1484,148401,226,379,1,379,226,153,20019
B,20010903,113533,1000748,00218B,0000187,1,14,1401,140113,1454,145403,435,566,1,566,435,131,20019
C,20010903,113533,1000613,00218C,0000216,1,11,1107,110707,1113,111304,189,246,1,246,189,57,20019
D,20010903,113533,1000635,00218D,0000216,1,11,1107,110707,1113,111304,189,246,1,246,189,57,20019
B,20010903,113533,1000748,00218B,0000443,1,13,1301,130121,1886,188600,395,827,1,827,395,432,20019
C,20010903,113533,1000613,00218C,0000443,1,13,1301,130121,1886,188600,395,514,1,514,395,119,20019
D,20010903,113533,1000635,00218D,0000443,1,13,1301,130121,1886,188600,395,514,7,3598,2765,833,20019
B,20010903,113533,1000748,00218B,0000216,1,11,1107,110707,1113,111304,189,246,4,984,756,228,20019
C,20010903,113533,1000613,00218C,0000305,1,11,1101,110129,1765,176502,185,286,1,286,185,101,20019
D,20010903,113533,1000635,00218D,0000305,1,11,1101,110129,1765,176502,185,296,1,296,185,111,20019
B,20010903,113533,1000748,00218B,0000305,1,11,1101,110129,1765,176502,185,307,1,307,185,122,20019
C,20010903,113533,1000613,00218C,0000187,1,14,1401,140113,1454,145403,435,566,5,2830,2175,655,20019
D,20010903,113533,1000635,00218D,0000187,1,14,1401,140113,1454,145403,435,566,1,566,435,131,20019
B,20010903,114114,1000746,00088B,0000575,1,11,1105,110501,0300,030002,378,492,1,492,378,114,20019
C,20010903,114114,1000611,00088C,0000397,1,11,1105,110517,0191,019104,212,339,1,339,212,127,20019
D,20010903,114114,1000633,00088D,0000575,1,11,1105,110501,0300,030002,378,652,3,1956,1134,822,20019
B,20010903,114114,1000746,00088B,0000387,1,14,1403,140325,1291,129100,269,512,1,512,269,243,20019
C,20010903,114114,1000611,00088C,0000276,1,11,1120,112097,0617,061701,142,239,1,239,142,97,20019
D,20010903,114114,1000633,00088D,0000232,1,11,1116,111603,1347,134702,253,329,3,987,759,228,20019
B,20010903,114114,1000746,00088B,0000276,1,11,1120,112097,0617,061701,142,185,6,1110,852,258,20019
C,20010903,114114,1000611,00088C,0000397,1,11,1105,110517,0191,019104,212,339,1,339,212,127,20019
D,20010903,114114,1000633,00088D,0000454,1,14,1401,140107,1804,180403,199,385,1,385,199,186,20019
B,20010903,114114,1000746,00088B,0000534,1,11,1104,110415,1226,122600,374,663,5,3315,1870,1445,20019
C,20010903,114114,1000611,00088C,0000232,1,11,1116,111603,1347,134702,253,395,1,395,253,142,20019
D,20010903,114114,1000633,00088D,0000276,1,11,1120,112097,0617,061701,142,185,1,185,142,43,20019
B,20010903,114114,1000746,00088B,0000232,1,11,1116,111603,1347,134702,253,469,1,469,253,216,20019
C,20010903,114114,1000611,00088C,0000486,1,11,1108,110801,1315,131504,208,328,1,328,208,120,20019
D,20010903,114114,1000633,00088D,0000397,1,11,1105,110517,0191,019104,212,455,5,2275,1060,1215,20019
B,20010903,114114,1000746,00088B,0000400,1,11,1112,111209,1444,144403,252,405,1,405,252,153,20019
C,20010903,114114,1000611,00088C,0000575,1,11,1105,110501,0300,030002,378,492,1,492,378,114,20019
D,20010903,114114,1000633,00088D,0000387,1,14,1403,140325,1291,129100,269,350,1,350,269,81,20019
B,20010903,114114,1000746,00088B,0000397,1,11,1105,110517,0191,019104,212,612,1,612,212,400,20019
C,20010903,114114,1000611,00088C,0000387,1,14,1403,140325,1291,129100,269,417,1,417,269,148,20019
D,20010903,114114,1000633,00088D,0000486,1,11,1108,110801,1315,131504,208,271,3,813,624,189,20019
B,20010903,114114,1000746,00088B,0000454,1,14,1401,140107,1804,180403,199,304,6,1824,1194,630,20019
C,20010903,114114,1000611,00088C,0000400,1,11,1112,111209,1444,144403,252,459,7,3213,1764,1449,20019
D,20010903,114114,1000633,00088D,0000400,1,11,1112,111209,1444,144403,252,411,1,411,252,159,20019
B,20010903,114114,1000746,00088B,0000486,1,11,1108,110801,1315,131504,208,337,7,2359,1456,903,20019
C,20010903,114114,1000611,00088C,0000454,1,14,1401,140107,1804,180403,199,393,1,393,199,194,20019
D,20010903,114114,1000633,00088D,0000534,1,11,1104,110415,1226,122600,374,779,1,779,374,405,20019
B,20010903,114114,1000746,00088B,0000397,1,11,1105,110517,0191,019104,212,612,1,612,212,400,20019
C,20010903,114114,1000611,00088C,0000534,1,11,1104,110415,1226,122600,374,572,1,572,374,198,20019
D,20010903,114114,1000633,00088D,0000397,1,11,1105,110517,0191,019104,212,455,1,455,212,243,20019
B,20010903,184112,1000747,00190B,0000667,1,11,1110,111003,0596,059604,246,320,4,1280,984,296,20019
C,20010903,184112,1000612,00190C,0000667,1,11,1110,111003,0596,059604,246,320,1,320,246,74,20019
D,20010903,184112,1000634,00190D,0000336,1,11,1111,111101,1496,149602,393,511,1,511,393,118,20019
B,20010903,184112,1000747,00190B,0000280,1,14,1403,140316,0175,017501,253,457,1,457,253,204,20019
C,20010903,184112,1000612,00190C,0000336,1,11,1111,111101,1496,149602,393,669,1,669,393,276,20019
D,20010903,184112,1000634,00190D,0000667,1,11,1110,111003,0596,059604,246,320,1,320,246,74,20019
B,20010903,184112,1000747,00190B,0000407,1,14,1406,140631,0423,042305,259,381,1,381,259,122,20019
C,20010903,184112,1000612,00190C,0000492,1,11,1197,119797,0501,050100,361,771,1,771,361,410,20019
D,20010903,184112,1000634,00190D,0000280,1,14,1403,140316,0175,017501,253,374,3,1122,759,363,20019
B,20010903,184112,1000747,00190B,0000577,1,11,1115,111511,1880,188002,160,393,1,393,160,233,20019
C,20010903,184112,1000612,00190C,0000181,1,12,1202,120297,1483,148302,265,345,5,1725,1325,400,20019
D,20010903,184112,1000634,00190D,0000577,1,11,1115,111511,1880,188002,160,208,1,208,160,48,20019
B,20010903,184112,1000747,00190B,0000208,1,11,1112,111203,0777,077700,358,466,1,466,358,108,20019
C,20010903,184112,1000612,00190C,0000541,1,11,1101,110129,0121,012101,277,465,4,1860,1108,752,20019
D,20010903,184112,1000634,00190D,0000181,1,12,1202,120297,1483,148302,265,436,5,2180,1325,855,20019
B,20010903,184112,1000747,00190B,0000541,1,11,1101,110129,0121,012101,277,361,6,2166,1662,504,20019
C,20010903,184112,1000612,00190C,0000208,1,11,1112,111203,0777,077700,358,466,5,2330,1790,540,20019
D,20010903,184112,1000634,00190D,0000492,1,11,1197,119797,0501,050100,361,470,1,470,361,109,20019
B,20010903,184112,1000747,00190B,0000336,1,11,1111,111101,1496,149602,393,775,1,775,393,382,20019
C,20010903,184112,1000612,00190C,0000577,1,11,1115,111511,1880,188002,160,235,1,235,160,75,20019
D,20010903,184112,1000634,00190D,0000208,1,11,1112,111203,0777,077700,358,588,1,588,358,230,20019
B,20010903,184112,1000747,00190B,0000492,1,11,1197,119797,0501,050100,361,795,4,3180,1444,1736,20019
C,20010903,184112,1000612,00190C,0000165,1,14,1401,140113,0779,077905,349,668,1,668,349,319,20019
D,20010903,184112,1000634,00190D,0000541,1,11,1101,110129,0121,012101,277,476,1,476,277,199,20019
B,20010903,184112,1000747,00190B,0000181,1,12,1202,120297,1483,148302,265,345,6,2070,1590,480,20019
C,20010903,184112,1000612,00190C,0000407,1,14,1406,140631,0423,042305,259,417,6,2502,1554,948,20019
D,20010903,184112,1000634,00190D,0000165,1,14,1401,140113,0779,077905,349,454,1,454,349,105,20019
B,20010903,184112,1000747,00190B,0000555,1,11,1119,111997,1558,155803,93,349,1,349,93,256,20019
C,20010903,184112,1000612,00190C,0000280,1,14,1403,140316,0175,017501,253,445,7,3115,1771,1344,20019
D,20010903,184112,1000634,00190D,0000555,1,11,1119,111997,1558,155803,93,121,1,121,93,28,20019
B,20010903,184112,1000747,00190B,0000165,1,14,1401,140113,0779,077905,349,454,1,454,349,105,20019
C,20010903,184112,1000612,00190C,0000555,1,11,1119,111997,1558,155803,93,276,1,276,93,183,20019
D,20010903,184112,1000634,00190D,0000407,1,14,1406,140631,0423,042305,259,337,4,1348,1036,312,20019
A,20010903,102809,1000674,00020A,0000519,1,13,1301,130129,1427,142700,170,221,1,221,170,51,20019
A,20010903,102809,1000674,00020A,0000252,1,14,1404,140401,0153,015302,238,410,1,410,238,172,20019
A,20010903,102809,1000674,00020A,0000485,1,14,1403,140315,0129,012907,166,216,3,648,498,150,20019
A,20010903,102809,1000674,00020A,0000278,1,11,1107,110725,0140,014000,278,1094,1,1094,278,816,20019
A,20010903,102809,1000674,00020A,0000424,1,11,1111,111113,1484,148401,226,294,1,294,226,68,20019
A,20010903,102809,1000674,00020A,0000482,1,11,1119,111997,0844,084400,285,473,5,2365,1425,940,20019
A,20010903,113533,1000677,00218A,0000216,1,11,1107,110707,1113,111304,189,246,1,246,189,57,20019
A,20010903,113533,1000677,00218A,0000443,1,13,1301,130121,1886,188600,395,608,1,608,395,213,20019
A,20010903,113533,1000677,00218A,0000187,1,14,1401,140113,1454,145403,435,566,1,566,435,131,20019
A,20010903,113533,1000677,00218A,0000305,1,11,1101,110129,1765,176502,185,241,1,241,185,56,20019
A,20010903,114114,1000675,00088A,0000486,1,11,1108,110801,1315,131504,208,292,1,292,208,84,20019
A,20010903,114114,1000675,00088A,0000397,1,11,1105,110517,0191,019104,212,556,1,556,212,344,20019
A,20010903,114114,1000675,00088A,0000454,1,14,1401,140107,1804,180403,199,259,1,259,199,60,20019
A,20010903,114114,1000675,00088A,0000387,1,14,1403,140325,1291,129100,269,458,6,2748,1614,1134,20019
A,20010903,114114,1000675,00088A,0000534,1,11,1104,110415,1226,122600,374,527,4,2108,1496,612,20019
A,20010903,114114,1000675,00088A,0000276,1,11,1120,112097,0617,061701,142,235,1,235,142,93,20019
A,20010903,114114,1000675,00088A,0000575,1,11,1105,110501,0300,030002,378,723,1,723,378,345,20019
A,20010903,114114,1000675,00088A,0000400,1,11,1112,111209,1444,144403,252,491,2,982,504,478,20019
A,20010903,114114,1000675,00088A,0000232,1,11,1116,111603,1347,134702,253,329,6,1974,1518,456,20019
A,20010903,114114,1000675,00088A,0000397,1,11,1105,110517,0191,019104,212,556,1,556,212,344,20019
A,20010903,184112,1000676,00190A,0000492,1,11,1197,119797,0501,050100,361,558,1,558,361,197,20019
A,20010903,184112,1000676,00190A,0000208,1,11,1112,111203,0777,077700,358,466,5,2330,1790,540,20019
A,20010903,184112,1000676,00190A,0000541,1,11,1101,110129,0121,012101,277,361,1,361,277,84,20019
A,20010903,184112,1000676,00190A,0000165,1,14,1401,140113,0779,077905,349,454,1,454,349,105,20019
A,20010903,184112,1000676,00190A,0000407,1,14,1406,140631,0423,042305,259,391,4,1564,1036,528,20019
A,20010903,184112,1000676,00190A,0000280,1,14,1403,140316,0175,017501,253,399,1,399,253,146,20019
A,20010903,184112,1000676,00190A,0000555,1,11,1119,111997,1558,155803,93,121,1,121,93,28,20019
A,20010903,184112,1000676,00190A,0000181,1,12,1202,120297,1483,148302,265,345,1,345,265,80,20019
A,20010903,184112,1000676,00190A,0000667,1,11,1110,111003,0596,059604,246,320,6,1920,1476,444,20019
A,20010903,184112,1000676,00190A,0000336,1,11,1111,111101,1496,149602,393,1197,3,3591,1179,2412,20019
A,20010903,184112,1000676,00190A,0000577,1,11,1115,111511,1880,188002,160,241,1,241,160,81,20019
B,20010904,113007,1000752,00299B,0000565,1,11,1116,111601,1327,132700,249,403,1,403,249,154,20019
D,20010904,114026,1000636,00123D,0000330,1,11,1121,112197,0068,006801,377,902,1,902,377,525,20019
A,20010904,114026,1000678,00123A,0000128,1,11,1118,111803,1760,176002,424,552,5,2760,2120,640,20019
B,20010904,113007,1000752,00299B,0000455,1,14,1406,140681,0361,036103,376,592,1,592,376,216,20019
D,20010904,114026,1000636,00123D,0000438,1,14,1403,140309,1100,110001,208,271,1,271,208,63,20019
A,20010904,114026,1000678,00123A,0000439,1,11,1104,110411,1007,100700,187,306,1,306,187,119,20019
B,20010904,113007,1000752,00299B,0000335,1,11,1101,110103,0485,048500,109,175,1,175,109,66,20019
D,20010904,114026,1000636,00123D,0000119,1,13,1304,130401,0303,030302,334,435,1,435,334,101,20019
A,20010904,114026,1000678,00123A,0000330,1,11,1121,112197,0068,006801,377,766,1,766,377,389,20019
B,20010904,113007,1000752,00299B,0000436,1,11,1111,111197,0407,040704,331,550,1,550,331,219,20019
D,20010904,114026,1000636,00123D,0000467,1,11,1101,110115,0508,050800,173,274,1,274,173,101,20019
A,20010904,114026,1000678,00123A,0000467,1,11,1101,110115,0508,050800,173,225,6,1350,1038,312,20019
B,20010904,113007,1000752,00299B,0000283,1,11,1102,110297,0134,013404,223,290,1,290,223,67,20019
D,20010904,114026,1000636,00123D,0000128,1,11,1118,111803,1760,176002,424,552,5,2760,2120,640,20019
A,20010904,114026,1000678,00123A,0000119,1,13,1304,130401,0303,030302,334,435,1,435,334,101,20019
B,20010904,113007,1000752,00299B,0000480,1,13,1301,130131,1492,149206,320,498,4,1992,1280,712,20019
D,20010904,114026,1000636,00123D,0000580,1,14,1403,140315,1613,161302,420,546,1,546,420,126,20019
A,20010904,114026,1000678,00123A,0000580,1,14,1403,140315,1613,161302,420,546,1,546,420,126,20019
B,20010904,113007,1000752,00299B,0000340,1,14,1403,140317,0302,030202,318,414,1,414,318,96,20019
D,20010904,114026,1000636,00123D,0000393,1,11,1105,110517,1889,188901,410,533,4,2132,1640,492,20019
A,20010904,114026,1000678,00123A,0000393,1,11,1105,110517,1889,188901,410,1372,1,1372,410,962,20019
B,20010904,114026,1000749,00123B,0000580,1,14,1403,140315,1613,161302,420,708,5,3540,2100,1440,20019
D,20010904,114026,1000636,00123D,0000439,1,11,1104,110411,1007,100700,187,556,1,556,187,369,20019
A,20010904,114026,1000678,00123A,0000438,1,14,1403,140309,1100,110001,208,271,1,271,208,63,20019
B,20010904,114026,1000749,00123B,0000438,1,14,1403,140309,1100,110001,208,515,5,2575,1040,1535,20019
D,20010904,183713,1000637,00233D,0000223,1,13,1301,130131,0104,010402,183,238,1,238,183,55,20019
A,20010904,183713,1000679,00233A,0000287,1,14,1401,140197,1925,192500,148,274,6,1644,888,756,20019
B,20010904,114026,1000749,00123B,0000128,1,11,1118,111803,1760,176002,424,552,1,552,424,128,20019
D,20010904,183713,1000637,00233D,0000575,1,11,1105,110501,0300,030002,378,652,6,3912,2268,1644,20019
A,20010904,183713,1000679,00233A,0000575,1,11,1105,110501,0300,030002,378,723,1,723,378,345,20019
B,20010904,114026,1000749,00123B,0000467,1,11,1101,110115,0508,050800,173,274,1,274,173,101,20019
D,20010904,183713,1000637,00233D,0000287,1,14,1401,140197,1925,192500,148,195,1,195,148,47,20019
A,20010904,183713,1000679,00233A,0000223,1,13,1301,130131,0104,010402,183,238,5,1190,915,275,20019
B,20010904,114026,1000749,00123B,0000330,1,11,1121,112197,0068,006801,377,858,1,858,377,481,20019
D,20010904,183713,1000637,00233D,0000523,1,13,1301,130139,0120,012000,392,600,1,600,392,208,20019
A,20010904,183713,1000679,00233A,0000463,1,14,1402,140211,0108,010800,333,596,1,596,333,263,20019
B,20010904,114026,1000749,00123B,0000439,1,11,1104,110411,1007,100700,187,266,1,266,187,79,20019
D,20010904,183713,1000637,00233D,0000057,1,13,1301,130129,0174,017405,181,236,1,236,181,55,20019
A,20010904,183713,1000679,00233A,0000375,1,11,1121,112107,1853,185300,221,403,1,403,221,182,20019
B,20010904,114026,1000749,00123B,0000119,1,13,1304,130401,0303,030302,334,435,1,435,334,101,20019
D,20010904,183713,1000637,00233D,0000464,1,11,1102,110297,0542,054202,500,797,1,797,500,297,20019
A,20010904,183713,1000679,00233A,0000464,1,11,1102,110297,0542,054202,500,782,1,782,500,282,20019
B,20010904,114026,1000749,00123B,0000393,1,11,1105,110517,1889,188901,410,955,3,2865,1230,1635,20019
D,20010904,183713,1000637,00233D,0000375,1,11,1121,112107,1853,185300,221,338,1,338,221,117,20019
A,20010904,183713,1000679,00233A,0000057,1,13,1301,130129,0174,017405,181,236,6,1416,1086,330,20019
B,20010904,183713,1000750,00233B,0000575,1,11,1105,110501,0300,030002,378,492,1,492,378,114,20019
D,20010904,183713,1000637,00233D,0000463,1,14,1402,140211,0108,010800,333,433,1,433,333,100,20019
A,20010904,183713,1000679,00233A,0000523,1,13,1301,130139,0120,012000,392,585,1,585,392,193,20019
B,20010904,183713,1000750,00233B,0000287,1,14,1401,140197,1925,192500,148,259,1,259,148,111,20019
C,20010904,114026,1000614,00123C,0000128,1,11,1118,111803,1760,176002,424,552,5,2760,2120,640,20019
B,20010904,183713,1000750,00233B,0000523,1,13,1301,130139,0120,012000,392,510,1,510,392,118,20019
C,20010904,114026,1000614,00123C,0000439,1,11,1104,110411,1007,100700,187,308,3,924,561,363,20019
B,20010904,183713,1000750,00233B,0000375,1,11,1121,112107,1853,185300,221,288,1,288,221,67,20019
C,20010904,114026,1000614,00123C,0000119,1,13,1304,130401,0303,030302,334,435,1,435,334,101,20019
B,20010904,183713,1000750,00233B,0000464,1,11,1102,110297,0542,054202,500,1440,1,1440,500,940,20019
C,20010904,114026,1000614,00123C,0000580,1,14,1403,140315,1613,161302,420,546,7,3822,2940,882,20019
B,20010904,183713,1000750,00233B,0000223,1,13,1301,130131,0104,010402,183,238,6,1428,1098,330,20019
C,20010904,114026,1000614,00123C,0000330,1,11,1121,112197,0068,006801,377,491,4,1964,1508,456,20019
B,20010904,183713,1000750,00233B,0000463,1,14,1402,140211,0108,010800,333,499,1,499,333,166,20019
C,20010904,114026,1000614,00123C,0000438,1,14,1403,140309,1100,110001,208,520,5,2600,1040,1560,20019
B,20010904,183713,1000750,00233B,0000057,1,13,1301,130129,0174,017405,181,236,1,236,181,55,20019
C,20010904,114026,1000614,00123C,0000393,1,11,1105,110517,1889,188901,410,533,6,3198,2460,738,20019
B,20010904,195850,1000751,00292B,0000627,1,11,1111,111107,0179,017901,112,171,1,171,112,59,20019
C,20010904,114026,1000614,00123C,0000467,1,11,1101,110115,0508,050800,173,225,1,225,173,52,20019
B,20010904,195850,1000751,00292B,0000428,1,11,1107,110791,0126,012600,215,280,4,1120,860,260,20019
C,20010904,183713,1000615,00233C,0000057,1,13,1301,130129,0174,017405,181,236,5,1180,905,275,20019
B,20010904,195850,1000751,00292B,0000320,1,14,1403,140327,1903,190301,95,142,5,710,475,235,20019
C,20010904,183713,1000615,00233C,0000575,1,11,1105,110501,0300,030002,378,492,6,2952,2268,684,20019
B,20010904,195850,1000751,00292B,0000504,1,11,1121,112113,0358,035804,297,387,6,2322,1782,540,20019
C,20010904,183713,1000615,00233C,0000287,1,14,1401,140197,1925,192500,148,235,1,235,148,87,20019
B,20010904,195850,1000751,00292B,0000380,1,11,1121,112105,0109,010905,209,402,1,402,209,193,20019
C,20010904,183713,1000615,00233C,0000375,1,11,1121,112107,1853,185300,221,288,1,288,221,67,20019
B,20010904,195850,1000751,00292B,0000413,1,11,1104,110403,0353,035306,286,599,5,2995,1430,1565,20019
C,20010904,183713,1000615,00233C,0000223,1,13,1301,130131,0104,010402,183,238,1,238,183,55,20019
B,20010904,195850,1000751,00292B,0000321,1,13,1301,130129,0971,097100,214,365,1,365,214,151,20019
C,20010904,183713,1000615,00233C,0000464,1,11,1102,110297,0542,054202,500,650,3,1950,1500,450,20019
B,20010904,195850,1000751,00292B,0000415,1,11,1115,111503,1902,190200,357,562,1,562,357,205,20019
C,20010904,183713,1000615,00233C,0000523,1,13,1301,130139,0120,012000,392,510,1,510,392,118,20019
B,20010904,195850,1000751,00292B,0000184,1,11,1105,110505,0612,061203,518,674,1,674,518,156,20019
C,20010904,183713,1000615,00233C,0000463,1,14,1402,140211,0108,010800,333,633,1,633,333,300,20019
B,20010904,195850,1000751,00292B,0000437,1,13,1301,130141,1950,195003,381,815,1,815,381,434,20019
B,20010904,195850,1000751,00292B,0000377,1,11,1105,110511,0302,030201,571,1419,1,1419,571,848,20019
B,20010904,195850,1000751,00292B,0000461,1,14,1406,140671,0894,089401,381,496,1,496,381,115,20019
B,20010904,195850,1000751,00292B,0000365,1,14,1401,140111,0769,076900,161,358,5,1790,805,985,20019
B,20010904,195850,1000751,00292B,0000359,1,11,1116,111603,0567,056702,325,599,1,599,325,274,20019
D,20010905,124254,1000638,00108D,0000230,1,11,1121,112111,0312,031203,345,571,1,571,345,226,20019
C,20010905,124254,1000616,00108C,0000230,1,11,1121,112111,0312,031203,345,626,1,626,345,281,20019
B,20010905,110404,1000757,00298B,0000668,1,14,1404,140405,0846,084604,175,228,3,684,525,159,20019
D,20010905,124254,1000638,00108D,0000433,1,14,1497,149797,0227,022700,416,605,6,3630,2496,1134,20019
C,20010905,124254,1000616,00108C,0000379,1,12,1201,120197,1725,172506,243,316,1,316,243,73,20019
B,20010905,110404,1000757,00298B,0000191,1,11,1117,111703,1508,150802,488,635,1,635,488,147,20019
D,20010905,124254,1000638,00108D,0000347,1,11,1119,111905,1646,164603,297,387,6,2322,1782,540,20019
C,20010905,124254,1000616,00108C,0000347,1,11,1119,111905,1646,164603,297,387,5,1935,1485,450,20019
B,20010905,110404,1000757,00298B,0000602,1,11,1113,111301,1772,177202,419,654,1,654,419,235,20019
D,20010905,124254,1000638,00108D,0000463,1,14,1402,140211,0108,010800,333,433,1,433,333,100,20019
C,20010905,124254,1000616,00108C,0000433,1,14,1497,149797,0227,022700,416,541,1,541,416,125,20019
B,20010905,124254,1000753,00108B,0000433,1,14,1497,149797,0227,022700,416,541,1,541,416,125,20019
D,20010905,124254,1000638,00108D,0000260,1,11,1121,112107,1431,143106,325,423,1,423,325,98,20019
C,20010905,124254,1000616,00108C,0000260,1,11,1121,112107,1431,143106,325,497,5,2485,1625,860,20019
B,20010905,124254,1000753,00108B,0000230,1,11,1121,112111,0312,031203,345,565,1,565,345,220,20019
D,20010905,124254,1000638,00108D,0000379,1,12,1201,120197,1725,172506,243,542,1,542,243,299,20019
C,20010905,124254,1000616,00108C,0000463,1,14,1402,140211,0108,010800,333,633,1,633,333,300,20019
B,20010905,124254,1000753,00108B,0000463,1,14,1402,140211,0108,010800,333,499,1,499,333,166,20019
D,20010905,161954,1000639,00137D,0000235,1,11,1104,110413,1523,152302,321,418,6,2508,1926,582,20019
C,20010905,161954,1000617,00137C,0000235,1,11,1104,110413,1523,152302,321,477,1,477,321,156,20019
B,20010905,124254,1000753,00108B,0000260,1,11,1121,112107,1431,143106,325,523,1,523,325,198,20019
