shop,date,time,receipt,customer,product,CategoryCode1,CategoryCode2,CategoryCode4,CategoryCode6,manufacturer,brand,unitCost,unitPrice,quantity,amount,costAmount,profit,YearMonth
A,20011001,141114,1000777,00061A,0000285,1,11,1110,111015,1516,151601,208,271,1,271,208,63,200110
C,20011001,141114,1000708,00061C,0000270,1,11,1115,111507,0605,060502,238,379,1,379,238,141,200110
D,20011001,141114,1000731,00061D,0000741,1,11,1103,110301,0034,003401,198,258,6,1548,1188,360,200110
A,20011001,141114,1000777,00061A,0000467,1,11,1101,110115,0508,050800,173,252,5,1260,865,395,200110
C,20011001,141114,1000708,00061C,0000574,1,14,1401,140101,1632,163202,222,289,5,1445,1110,335,200110
D,20011001,163403,1000732,00078D,0000328,1,14,1404,140405,1987,198701,191,249,1,249,191,58,200110
A,20011001,163403,1000778,00078A,0000328,1,14,1404,140405,1987,198701,191,365,1,365,191,174,200110
C,20011001,163403,1000709,00078C,0000328,1,14,1404,140405,1987,198701,191,392,1,392,191,201,200110
D,20011001,163403,1000732,00078D,0000529,1,11,1112,111211,0038,003805,489,636,1,636,489,147,200110
A,20011001,163403,1000778,00078A,0000529,1,11,1112,111211,0038,003805,489,636,1,636,489,147,200110
C,20011001,163403,1000709,00078C,0000529,1,11,1112,111211,0038,003805,489,856,6,5136,2934,2202,200110
D,20011001,163403,1000732,00078D,0000124,1,11,1105,110597,0786,078602,362,471,1,471,362,109,200110
A,20011001,163403,1000778,00078A,0000124,1,11,1105,110597,0786,078602,362,471,1,471,362,109,200110
C,20011001,163403,1000709,00078C,0000124,1,11,1105,110597,0786,078602,362,471,1,471,362,109,200110
D,20011001,165739,1000734,00240D,0000458,1,11,1104,110415,1565,156500,393,643,1,643,393,250,200110
A,20011001,165739,1000780,00240A,0000458,1,11,1104,110415,1565,156500,393,511,1,511,393,118,200110
C,20011001,165739,1000711,00240C,0000609,1,14,1401,140107,1818,181803,232,373,1,373,232,141,200110
D,20011001,165739,1000734,00240D,0000353,1,11,1118,111803,1908,190802,266,346,1,346,266,80,200110
A,20011001,165739,1000780,00240A,0000353,1,11,1118,111803,1908,190802,266,346,1,346,266,80,200110
C,20011001,165739,1000711,00240C,0000293,1,11,1116,111697,1527,152705,296,385,1,385,296,89,200110
D,20011001,165739,1000734,00240D,0000609,1,14,1401,140107,1818,181803,232,302,1,302,232,70,200110
A,20011001,165739,1000780,00240A,0000609,1,14,1401,140107,1818,181803,232,302,1,302,232,70,200110
C,20011001,165739,1000711,00240C,0000458,1,11,1104,110415,1565,156500,393,804,1,804,393,411,200110
D,20011001,165739,1000734,00240D,0000293,1,11,1116,111697,1527,152705,296,587,5,2935,1480,1455,200110
A,20011001,165739,1000780,00240A,0000236,1,13,1304,130497,1468,146801,301,532,1,532,301,231,200110
C,20011001,165739,1000711,00240C,0000353,1,11,1118,111803,1908,190802,266,346,1,346,266,80,200110
D,20011001,165739,1000734,00240D,0000236,1,13,1304,130497,1468,146801,301,460,5,2300,1505,795,200110
A,20011001,165739,1000780,00240A,0000293,1,11,1116,111697,1527,152705,296,480,1,480,296,184,200110
C,20011001,165739,1000711,00240C,0000236,1,13,1304,130497,1468,146801,301,554,1,554,301,253,200110
B,20011001,125342,1000864,00044B,0000566,1,13,1302,130205,0561,056105,524,682,6,4092,3144,948,200110
B,20011001,125342,1000864,00044B,0000338,1,14,1401,140105,1875,187504,331,508,1,508,331,177,200110
B,20011001,125342,1000864,00044B,0000488,1,11,1119,111905,1644,164402,358,765,1,765,358,407,200110
B,20011001,125342,1000864,00044B,0000270,1,11,1115,111507,0605,060502,238,310,5,1550,1190,360,200110
B,20011001,125342,1000864,00044B,0000523,1,13,1301,130139,0120,012000,392,644,6,3864,2352,1512,200110
B,20011001,125342,1000864,00044B,0000120,1,11,1197,119701,1924,192404,327,450,1,450,327,123,200110
B,20011001,125342,1000864,00044B,0000463,1,14,1402,140211,0108,010800,333,499,1,499,333,166,200110
B,20011001,125342,1000864,00044B,0000464,1,11,1102,110297,0542,054202,500,1440,3,4320,1500,2820,200110
B,20011001,125342,1000864,00044B,0000441,1,11,1110,111007,0713,071300,296,385,1,385,296,89,200110
B,20011001,133907,1000867,00127B,0000305,1,11,1101,110129,1765,176502,185,307,1,307,185,122,200110
B,20011001,133907,1000867,00127B,0000460,1,14,1406,140661,0597,059700,101,236,1,236,101,135,200110
B,20011001,133907,1000867,00127B,0000456,1,11,1116,111697,1649,164901,447,707,1,707,447,260,200110
B,20011001,133907,1000867,00127B,0000429,1,11,1119,111997,1117,111700,295,659,1,659,295,364,200110
B,20011001,141114,1000865,00061B,0000741,1,11,1103,110301,0034,003401,198,258,4,1032,792,240,200110
B,20011001,141114,1000865,00061B,0000285,1,11,1110,111015,1516,151601,208,324,1,324,208,116,200110
B,20011001,141114,1000865,00061B,0000467,1,11,1101,110115,0508,050800,173,274,1,274,173,101,200110
B,20011001,141114,1000865,00061B,0000574,1,14,1401,140101,1632,163202,222,289,1,289,222,67,200110
B,20011001,141114,1000865,00061B,0000270,1,11,1115,111507,0605,060502,238,310,1,310,238,72,200110
B,20011001,163403,1000866,00078B,0000529,1,11,1112,111211,0038,003805,489,636,1,636,489,147,200110
B,20011001,163403,1000866,00078B,0000328,1,14,1404,140405,1987,198701,191,249,1,249,191,58,200110
B,20011001,163403,1000866,00078B,0000124,1,11,1105,110597,0786,078602,362,471,1,471,362,109,200110
B,20011001,165739,1000868,00240B,0000609,1,14,1401,140107,1818,181803,232,302,5,1510,1160,350,200110
B,20011001,165739,1000868,00240B,0000458,1,11,1104,110415,1565,156500,393,511,1,511,393,118,200110
B,20011001,165739,1000868,00240B,0000293,1,11,1116,111697,1527,152705,296,385,7,2695,2072,623,200110
B,20011001,165739,1000868,00240B,0000353,1,11,1118,111803,1908,190802,266,399,1,399,266,133,200110
B,20011001,165739,1000868,00240B,0000236,1,13,1304,130497,1468,146801,301,446,6,2676,1806,870,200110
D,20011002,114503,1000736,00138D,0000432,1,11,1105,110509,1258,125804,331,616,3,1848,993,855,200110
C,20011002,114503,1000713,00138C,0000584,1,11,1114,111401,1974,197400,316,622,1,622,316,306,200110
B,20011002,114503,1000870,00138B,0000584,1,11,1114,111401,1974,197400,316,411,1,411,316,95,200110
D,20011002,114503,1000736,00138D,0000344,1,11,1104,110411,0370,037000,189,372,3,1116,567,549,200110
C,20011002,114503,1000713,00138C,0000296,1,11,1121,112101,1083,108300,408,719,1,719,408,311,200110
B,20011002,114503,1000870,00138B,0000432,1,11,1105,110509,1258,125804,331,699,1,699,331,368,200110
D,20011002,114503,1000736,00138D,0000584,1,11,1114,111401,1974,197400,316,411,6,2466,1896,570,200110
C,20011002,114503,1000713,00138C,0000432,1,11,1105,110509,1258,125804,331,499,5,2495,1655,840,200110
B,20011002,114503,1000870,00138B,0000296,1,11,1121,112101,1083,108300,408,531,4,2124,1632,492,200110
D,20011002,114503,1000736,00138D,0000296,1,11,1121,112101,1083,108300,408,678,4,2712,1632,1080,200110
C,20011002,114503,1000713,00138C,0000202,1,11,1197,119701,1424,142402,306,398,1,398,306,92,200110
B,20011002,114503,1000870,00138B,0000393,1,11,1105,110517,1889,188901,410,1167,4,4668,1640,3028,200110
D,20011002,114503,1000736,00138D,0000393,1,11,1105,110517,1889,188901,410,533,1,533,410,123,200110
C,20011002,114503,1000713,00138C,0000393,1,11,1105,110517,1889,188901,410,755,5,3775,2050,1725,200110
B,20011002,114503,1000870,00138B,0000344,1,11,1104,110411,0370,037000,189,246,7,1722,1323,399,200110
D,20011002,114503,1000736,00138D,0000202,1,11,1197,119701,1424,142402,306,398,1,398,306,92,200110
C,20011002,114503,1000713,00138C,0000344,1,11,1104,110411,0370,037000,189,297,1,297,189,108,200110
B,20011002,114503,1000870,00138B,0000202,1,11,1197,119701,1424,142402,306,398,1,398,306,92,200110
D,20011002,121737,1000735,00068D,0000513,1,11,1110,111001,1955,195503,388,505,6,3030,2328,702,200110
C,20011002,121737,1000712,00068C,0000543,1,14,1404,140403,0939,093900,274,494,1,494,274,220,200110
B,20011002,121737,1000869,00068B,0000513,1,11,1110,111001,1955,195503,388,597,1,597,388,209,200110
D,20011002,121737,1000735,00068D,0000366,1,14,1403,140315,1610,161001,237,511,6,3066,1422,1644,200110
C,20011002,121737,1000712,00068C,0000366,1,14,1403,140315,1610,161001,237,309,6,1854,1422,432,200110
B,20011002,121737,1000869,00068B,0000366,1,14,1403,140315,1610,161001,237,309,6,1854,1422,432,200110
D,20011002,121737,1000735,00068D,0000476,1,11,1111,111111,0405,040502,258,395,3,1185,774,411,200110
C,20011002,121737,1000712,00068C,0000398,1,11,1104,110409,1193,119302,471,702,5,3510,2355,1155,200110
B,20011002,121737,1000869,00068B,0000543,1,14,1404,140403,0939,093900,274,450,1,450,274,176,200110
D,20011002,121737,1000735,00068D,0000561,1,11,1102,110209,0208,020801,308,401,1,401,308,93,200110
C,20011002,121737,1000712,00068C,0000476,1,11,1111,111111,0405,040502,258,401,1,401,258,143,200110
B,20011002,121737,1000869,00068B,0000476,1,11,1111,111111,0405,040502,258,641,1,641,258,383,200110
D,20011002,121737,1000735,00068D,0000543,1,14,1404,140403,0939,093900,274,423,5,2115,1370,745,200110
C,20011002,121737,1000712,00068C,0000561,1,11,1102,110209,0208,020801,308,401,1,401,308,93,200110
B,20011002,121737,1000869,00068B,0000561,1,11,1102,110209,0208,020801,308,504,4,2016,1232,784,200110
D,20011002,121737,1000735,00068D,0000398,1,11,1104,110409,1193,119302,471,613,1,613,471,142,200110
C,20011002,121737,1000712,00068C,0000513,1,11,1110,111001,1955,195503,388,711,4,2844,1552,1292,200110
B,20011002,121737,1000869,00068B,0000398,1,11,1104,110409,1193,119302,471,613,5,3065,2355,710,200110
A,20011002,114503,1000782,00138A,0000584,1,11,1114,111401,1974,197400,316,411,5,2055,1580,475,200110
A,20011002,114503,1000782,00138A,0000296,1,11,1121,112101,1083,108300,408,731,1,731,408,323,200110
A,20011002,114503,1000782,00138A,0000432,1,11,1105,110509,1258,125804,331,512,1,512,331,181,200110
A,20011002,114503,1000782,00138A,0000344,1,11,1104,110411,0370,037000,189,246,1,246,189,57,200110
A,20011002,114503,1000782,00138A,0000393,1,11,1105,110517,1889,188901,410,1372,5,6860,2050,4810,200110
A,20011002,114503,1000782,00138A,0000202,1,11,1197,119701,1424,142402,306,398,1,398,306,92,200110
A,20011002,121737,1000781,00068A,0000476,1,11,1111,111111,0405,040502,258,336,1,336,258,78,200110
A,20011002,121737,1000781,00068A,0000366,1,14,1403,140315,1610,161001,237,373,1,373,237,136,200110
A,20011002,121737,1000781,00068A,0000543,1,14,1404,140403,0939,093900,274,503,1,503,274,229,200110
A,20011002,121737,1000781,00068A,0000398,1,11,1104,110409,1193,119302,471,867,1,867,471,396,200110
A,20011002,121737,1000781,00068A,0000561,1,11,1102,110209,0208,020801,308,568,1,568,308,260,200110
A,20011002,121737,1000781,00068A,0000513,1,11,1110,111001,1955,195503,388,715,1,715,388,327,200110
D,20011003,094017,1000737,00048D,0000321,1,13,1301,130129,0971,097100,214,502,1,502,214,288,200110
B,20011003,094017,1000871,00048B,0000256,1,12,1297,129797,0293,029302,273,355,4,1420,1092,328,200110
A,20011003,094017,1000783,00048A,0000321,1,13,1301,130129,0971,097100,214,279,1,279,214,65,200110
D,20011003,094017,1000737,00048D,0000349,1,13,1301,130198,1017,101703,247,469,1,469,247,222,200110
B,20011003,094017,1000871,00048B,0000349,1,13,1301,130198,1017,101703,247,521,1,521,247,274,200110
A,20011003,094017,1000783,00048A,0000256,1,12,1297,129797,0293,029302,273,502,1,502,273,229,200110
D,20011003,094017,1000737,00048D,0000256,1,12,1297,129797,0293,029302,273,355,1,355,273,82,200110
B,20011003,094017,1000871,00048B,0000321,1,13,1301,130129,0971,097100,214,365,1,365,214,151,200110
A,20011003,094017,1000783,00048A,0000349,1,13,1301,130198,1017,101703,247,581,1,581,247,334,200110
D,20011003,145455,1000740,00138D,0000522,1,13,1301,130121,1677,167705,261,340,1,340,261,79,200110
B,20011003,145455,1000874,00138B,0000522,1,13,1301,130121,1677,167705,261,548,7,3836,1827,2009,200110
A,20011003,145455,1000786,00138A,0000541,1,11,1101,110129,0121,012101,277,361,1,361,277,84,200110
D,20011003,145455,1000740,00138D,0000242,1,14,1402,140209,1953,195300,354,575,1,575,354,221,200110
B,20011003,145455,1000874,00138B,0000279,1,11,1121,112107,1886,188601,122,159,1,159,122,37,200110
A,20011003,145455,1000786,00138A,0000112,1,11,1105,110597,0473,047302,252,328,1,328,252,76,200110
D,20011003,145455,1000740,00138D,0000465,1,14,1402,140205,0918,091803,506,870,1,870,506,364,200110
B,20011003,145455,1000874,00138B,0000425,1,11,1116,111601,1736,173603,208,486,5,2430,1040,1390,200110
A,20011003,145455,1000786,00138A,0000465,1,14,1402,140205,0918,091803,506,962,1,962,506,456,200110
D,20011003,145455,1000740,00138D,0000279,1,11,1121,112107,1886,188601,122,237,1,237,122,115,200110
B,20011003,145455,1000874,00138B,0000358,1,11,1104,110403,0344,034403,272,354,1,354,272,82,200110
A,20011003,145455,1000786,00138A,0000358,1,11,1104,110403,0344,034403,272,586,1,586,272,314,200110
D,20011003,145455,1000740,00138D,0000425,1,11,1116,111601,1736,173603,208,328,1,328,208,120,200110
B,20011003,145455,1000874,00138B,0000465,1,14,1402,140205,0918,091803,506,893,1,893,506,387,200110
A,20011003,145455,1000786,00138A,0000522,1,13,1301,130121,1677,167705,261,586,6,3516,1566,1950,200110
D,20011003,145455,1000740,00138D,0000356,1,11,1108,110802,0751,075103,181,551,1,551,181,370,200110
B,20011003,145455,1000874,00138B,0000276,1,11,1120,112097,0617,061701,142,185,3,555,426,129,200110
A,20011003,145455,1000786,00138A,0000279,1,11,1121,112107,1886,188601,122,159,5,795,610,185,200110
D,20011003,145455,1000740,00138D,0000541,1,11,1101,110129,0121,012101,277,655,1,655,277,378,200110
B,20011003,145455,1000874,00138B,0000541,1,11,1101,110129,0121,012101,277,361,1,361,277,84,200110
A,20011003,145455,1000786,00138A,0000425,1,11,1116,111601,1736,173603,208,337,1,337,208,129,200110
D,20011003,145455,1000740,00138D,0000276,1,11,1120,112097,0617,061701,142,185,1,185,142,43,200110
B,20011003,145455,1000874,00138B,0000112,1,11,1105,110597,0473,047302,252,328,1,328,252,76,200110
A,20011003,145455,1000786,00138A,0000242,1,14,1402,140209,1953,195300,354,461,1,461,354,107,200110
D,20011003,145455,1000740,00138D,0000112,1,11,1105,110597,0473,047302,252,328,1,328,252,76,200110
B,20011003,145455,1000874,00138B,0000356,1,11,1108,110802,0751,075103,181,346,1,346,181,165,200110
A,20011003,145455,1000786,00138A,0000276,1,11,1120,112097,0617,061701,142,235,1,235,142,93,200110
D,20011003,145455,1000740,00138D,0000358,1,11,1104,110403,0344,034403,272,354,1,354,272,82,200110
B,20011003,145455,1000874,00138B,0000242,1,14,1402,140209,1953,195300,354,461,1,461,354,107,200110
A,20011003,145455,1000786,00138A,0000356,1,11,1108,110802,0751,075103,181,274,1,274,181,93,200110
D,20011003,161117,1000739,00137D,0000692,1,11,1104,110403,0064,006400,166,216,1,216,166,50,200110
B,20011003,161117,1000873,00137B,0000567,1,11,1104,110403,0744,074400,364,622,5,3110,1820,1290,200110
A,20011003,161117,1000785,00137A,0000476,1,11,1111,111111,0405,040502,258,432,1,432,258,174,200110
D,20011003,161117,1000739,00137D,0000346,1,13,1301,130129,0518,051802,380,800,1,800,380,420,200110
B,20011003,161117,1000873,00137B,0000476,1,11,1111,111111,0405,040502,258,641,1,641,258,383,200110
A,20011003,161117,1000785,00137A,0000346,1,13,1301,130129,0518,051802,380,799,1,799,380,419,200110
D,20011003,161117,1000739,00137D,0000476,1,11,1111,111111,0405,040502,258,395,1,395,258,137,200110
B,20011003,161117,1000873,00137B,0000346,1,13,1301,130129,0518,051802,380,820,1,820,380,440,200110
A,20011003,161117,1000785,00137A,0000567,1,11,1104,110403,0744,074400,364,474,1,474,364,110,200110
D,20011003,161117,1000739,00137D,0000567,1,11,1104,110403,0744,074400,364,474,6,2844,2184,660,200110
B,20011003,161117,1000873,00137B,0000692,1,11,1104,110403,0064,006400,166,216,1,216,166,50,200110
A,20011003,161117,1000785,00137A,0000692,1,11,1104,110403,0064,006400,166,216,1,216,166,50,200110
D,20011003,170821,1000742,00188D,0000292,1,11,1105,110504,1110,111001,283,424,3,1272,849,423,200110
B,20011003,170821,1000876,00188B,0000478,1,11,1101,110125,0807,080700,121,158,1,158,121,37,200110
A,20011003,170821,1000788,00188A,0000292,1,11,1105,110504,1110,111001,283,368,1,368,283,85,200110
D,20011003,170821,1000742,00188D,0000478,1,11,1101,110125,0807,080700,121,240,1,240,121,119,200110
B,20011003,170821,1000876,00188B,0000353,1,11,1118,111803,1908,190802,266,505,1,505,266,239,200110
A,20011003,170821,1000788,00188A,0000478,1,11,1101,110125,0807,080700,121,208,4,832,484,348,200110
D,20011003,170821,1000742,00188D,0000353,1,11,1118,111803,1908,190802,266,346,1,346,266,80,200110
B,20011003,170821,1000876,00188B,0000497,1,11,1119,111997,0482,048203,542,756,1,756,542,214,200110
A,20011003,170821,1000788,00188A,0000353,1,11,1118,111803,1908,190802,266,346,6,2076,1596,480,200110
D,20011003,170821,1000742,00188D,0000497,1,11,1119,111997,0482,048203,542,913,5,4565,2710,1855,200110
B,20011003,170821,1000876,00188B,0000292,1,11,1105,110504,1110,111001,283,429,1,429,283,146,200110
A,20011003,170821,1000788,00188A,0000497,1,11,1119,111997,0482,048203,542,705,1,705,542,163,200110
D,20011003,184642,1000741,00150D,0000435,1,11,1101,110129,0522,052203,256,436,1,436,256,180,200110
B,20011003,184642,1000875,00150B,0000444,1,11,1116,111603,0315,031501,419,545,1,545,419,126,200110
A,20011003,184642,1000787,00150A,0000496,1,11,1101,110197,0338,033802,456,693,1,693,456,237,200110
D,20011003,184642,1000741,00150D,0000404,1,11,1115,111597,0728,072803,609,1552,1,1552,609,943,200110
B,20011003,184642,1000875,00150B,0000435,1,11,1101,110129,0522,052203,256,333,1,333,256,77,200110
A,20011003,184642,1000787,00150A,0000517,1,11,1197,119705,1151,115102,424,660,3,1980,1272,708,200110
D,20011003,184642,1000741,00150D,0000517,1,11,1197,119705,1151,115102,424,786,1,786,424,362,200110
B,20011003,184642,1000875,00150B,0000517,1,11,1197,119705,1151,115102,424,813,1,813,424,389,200110
A,20011003,184642,1000787,00150A,0000435,1,11,1101,110129,0522,052203,256,395,1,395,256,139,200110
D,20011003,184642,1000741,00150D,0000402,1,11,1101,110135,1198,119800,310,403,1,403,310,93,200110
B,20011003,184642,1000875,00150B,0000496,1,11,1101,110197,0338,033802,456,765,6,4590,2736,1854,200110
A,20011003,184642,1000787,00150A,0000404,1,11,1115,111597,0728,072803,609,1590,1,1590,609,981,200110
D,20011003,184642,1000741,00150D,0000444,1,11,1116,111603,0315,031501,419,844,1,844,419,425,200110
B,20011003,184642,1000875,00150B,0000402,1,11,1101,110135,1198,119800,310,619,1,619,310,309,200110
A,20011003,184642,1000787,00150A,0000402,1,11,1101,110135,1198,119800,310,637,1,637,310,327,200110
D,20011003,184642,1000741,00150D,0000496,1,11,1101,110197,0338,033802,456,593,1,593,456,137,200110
B,20011003,184642,1000875,00150B,0000404,1,11,1115,111597,0728,072803,609,1030,5,5150,3045,2105,200110
A,20011003,184642,1000787,00150A,0000444,1,11,1116,111603,0315,031501,419,652,1,652,419,233,200110
D,20011003,194932,1000738,00068D,0000276,1,11,1120,112097,0617,061701,142,185,5,925,710,215,200110
B,20011003,194932,1000872,00068B,0000654,1,11,1105,110597,1662,166204,325,451,5,2255,1625,630,200110
A,20011003,194932,1000784,00068A,0000397,1,11,1105,110517,0191,019104,212,556,1,556,212,344,200110
D,20011003,194932,1000738,00068D,0000402,1,11,1101,110135,1198,119800,310,403,1,403,310,93,200110
B,20011003,194932,1000872,00068B,0000177,1,11,1120,112003,0290,029000,323,486,5,2430,1615,815,200110
A,20011003,194932,1000784,00068A,0000430,1,11,1102,110297,1287,128703,231,413,1,413,231,182,200110
D,20011003,194932,1000738,00068D,0000271,1,14,1406,140697,1799,179903,340,442,1,442,340,102,200110
B,20011003,194932,1000872,00068B,0000402,1,11,1101,110135,1198,119800,310,619,1,619,310,309,200110
A,20011003,194932,1000784,00068A,0000177,1,11,1120,112003,0290,029000,323,420,1,420,323,97,200110
D,20011003,194932,1000738,00068D,0000463,1,14,1402,140211,0108,010800,333,585,5,2925,1665,1260,200110
B,20011003,194932,1000872,00068B,0000271,1,14,1406,140697,1799,179903,340,763,4,3052,1360,1692,200110
A,20011003,194932,1000784,00068A,0000463,1,14,1402,140211,0108,010800,333,596,1,596,333,263,200110
D,20011003,194932,1000738,00068D,0000264,1,11,1115,111509,0969,096902,469,610,5,3050,2345,705,200110
B,20011003,194932,1000872,00068B,0000396,1,14,1401,140103,1489,148900,404,610,1,610,404,206,200110
A,20011003,194932,1000784,00068A,0000396,1,14,1401,140103,1489,148900,404,877,1,877,404,473,200110
D,20011003,194932,1000738,00068D,0000397,1,11,1105,110517,0191,019104,212,455,5,2275,1060,1215,200110
B,20011003,194932,1000872,00068B,0000276,1,11,1120,112097,0617,061701,142,185,1,185,142,43,200110
A,20011003,194932,1000784,00068A,0000402,1,11,1101,110135,1198,119800,310,637,1,637,310,327,200110
D,20011003,194932,1000738,00068D,0000177,1,11,1120,112003,0290,029000,323,420,1,420,323,97,200110
B,20011003,194932,1000872,00068B,0000397,1,11,1105,110517,0191,019104,212,612,1,612,212,400,200110
A,20011003,194932,1000784,00068A,0000276,1,11,1120,112097,0617,061701,142,235,1,235,142,93,200110
D,20011003,194932,1000738,00068D,0000654,1,11,1105,110597,1662,166204,325,456,1,456,325,131,200110
B,20011003,194932,1000872,00068B,0000264,1,11,1115,111509,0969,096902,469,610,6,3660,2814,846,200110
A,20011003,194932,1000784,00068A,0000654,1,11,1105,110597,1662,166204,325,423,1,423,325,98,200110
D,20011003,194932,1000738,00068D,0000396,1,14,1401,140103,1489,148900,404,575,6,3450,2424,1026,200110
B,20011003,194932,1000872,00068B,0000463,1,14,1402,140211,0108,010800,333,499,5,2495,1665,830,200110
A,20011003,194932,1000784,00068A,0000264,1,11,1115,111509,0969,096902,469,677,1,677,469,208,200110
D,20011003,194932,1000738,00068D,0000430,1,11,1102,110297,1287,128703,231,372,1,372,231,141,200110
B,20011003,194932,1000872,00068B,0000430,1,11,1102,110297,1287,128703,231,382,1,382,231,151,200110
