shop,date,time,receipt,customer,product,CategoryCode1,CategoryCode2,CategoryCode4,CategoryCode6,manufacturer,brand,unitCost,unitPrice,quantity,amount,costAmount,profit,YearMonth
A,20010301,161600,1000051,00016A,0000544,1,14,1404,140403,1717,171700,438,570,1,570,438,132,20013
B,20010301,153736,1000053,00056B,0000378,1,13,1301,130139,0386,038605,222,289,1,289,222,67,20013
C,20010303,094854,1000048,00056C,0000409,1,13,1301,130125,1033,103300,333,433,6,2598,1998,600,20013
D,20010303,094854,1000051,00056D,0000568,1,11,1111,111113,0463,046305,81,149,5,745,405,340,20013
A,20010303,094854,1000053,00056A,0000245,1,14,1402,140209,1505,150502,354,461,1,461,354,107,20013
B,20010303,094854,1000054,00056B,0000568,1,11,1111,111113,0463,046305,81,106,1,106,81,25,20013
C,20010303,094854,1000048,00056C,0000245,1,14,1402,140209,1505,150502,354,461,1,461,354,107,20013
D,20010303,094854,1000051,00056D,0000245,1,14,1402,140209,1505,150502,354,461,1,461,354,107,20013
A,20010303,094854,1000053,00056A,0000471,1,11,1115,111511,1361,136102,275,358,6,2148,1650,498,20013
B,20010303,094854,1000054,00056B,0000245,1,14,1402,140209,1505,150502,354,461,1,461,354,107,20013
C,20010303,094854,1000048,00056C,0000471,1,11,1115,111511,1361,136102,275,358,5,1790,1375,415,20013
D,20010303,094854,1000051,00056D,0000409,1,13,1301,130125,1033,103300,333,433,4,1732,1332,400,20013
A,20010303,094854,1000053,00056A,0000355,1,14,1403,140309,0585,058501,336,437,1,437,336,101,20013
B,20010303,094854,1000054,00056B,0000471,1,11,1115,111511,1361,136102,275,433,1,433,275,158,20013
C,20010303,094854,1000048,00056C,0000355,1,14,1403,140309,0585,058501,336,437,1,437,336,101,20013
D,20010303,094854,1000051,00056D,0000471,1,11,1115,111511,1361,136102,275,358,1,358,275,83,20013
A,20010303,094854,1000053,00056A,0000568,1,11,1111,111113,0463,046305,81,106,1,106,81,25,20013
B,20010303,094854,1000054,00056B,0000355,1,14,1403,140309,0585,058501,336,437,1,437,336,101,20013
C,20010303,094854,1000048,00056C,0000568,1,11,1111,111113,0463,046305,81,106,1,106,81,25,20013
D,20010303,094854,1000051,00056D,0000355,1,14,1403,140309,0585,058501,336,566,4,2264,1344,920,20013
A,20010303,094854,1000053,00056A,0000360,1,11,1119,111905,1327,132705,235,306,6,1836,1410,426,20013
B,20010303,094854,1000054,00056B,0000409,1,13,1301,130125,1033,103300,333,433,1,433,333,100,20013
C,20010303,094854,1000048,00056C,0000360,1,11,1119,111905,1327,132705,235,306,1,306,235,71,20013
D,20010303,094854,1000051,00056D,0000360,1,11,1119,111905,1327,132705,235,306,1,306,235,71,20013
A,20010303,094854,1000053,00056A,0000409,1,13,1301,130125,1033,103300,333,433,1,433,333,100,20013
B,20010303,094854,1000054,00056B,0000360,1,11,1119,111905,1327,132705,235,306,1,306,235,71,20013
C,20010305,103333,1000049,00077C,0000495,1,11,1111,111113,0138,013801,247,322,1,322,247,75,20013
D,20010305,103333,1000052,00077D,0000238,1,11,1121,112197,0178,017803,271,353,1,353,271,82,20013
A,20010305,103333,1000054,00077A,0000309,1,13,1303,130301,0394,039401,308,401,6,2406,1848,558,20013
B,20010305,103333,1000055,00077B,0000163,1,11,1106,110601,0477,047701,77,101,7,707,539,168,20013
C,20010305,103333,1000049,00077C,0000309,1,13,1303,130301,0394,039401,308,401,1,401,308,93,20013
D,20010305,103333,1000052,00077D,0000309,1,13,1303,130301,0394,039401,308,574,5,2870,1540,1330,20013
A,20010305,103333,1000054,00077A,0000495,1,11,1111,111113,0138,013801,247,322,3,966,741,225,20013
B,20010305,103333,1000055,00077B,0000495,1,11,1111,111113,0138,013801,247,322,1,322,247,75,20013
C,20010305,103333,1000049,00077C,0000443,1,13,1301,130121,1886,188600,395,514,5,2570,1975,595,20013
D,20010305,103333,1000052,00077D,0000163,1,11,1106,110601,0477,047701,77,101,5,505,385,120,20013
A,20010305,103333,1000054,00077A,0000177,1,11,1120,112003,0290,029000,323,420,5,2100,1615,485,20013
B,20010305,103333,1000055,00077B,0000238,1,11,1121,112197,0178,017803,271,353,1,353,271,82,20013
C,20010305,103333,1000049,00077C,0000177,1,11,1120,112003,0290,029000,323,420,6,2520,1938,582,20013
D,20010305,103333,1000052,00077D,0000443,1,13,1301,130121,1886,188600,395,514,1,514,395,119,20013
A,20010305,103333,1000054,00077A,0000443,1,13,1301,130121,1886,188600,395,514,1,514,395,119,20013
B,20010305,103333,1000055,00077B,0000177,1,11,1120,112003,0290,029000,323,420,1,420,323,97,20013
C,20010305,103333,1000049,00077C,0000238,1,11,1121,112197,0178,017803,271,353,1,353,271,82,20013
D,20010305,103333,1000052,00077D,0000177,1,11,1120,112003,0290,029000,323,420,1,420,323,97,20013
A,20010305,103333,1000054,00077A,0000163,1,11,1106,110601,0477,047701,77,101,5,505,385,120,20013
B,20010305,103333,1000055,00077B,0000309,1,13,1303,130301,0394,039401,308,401,1,401,308,93,20013
C,20010305,103333,1000049,00077C,0000163,1,11,1106,110601,0477,047701,77,101,1,101,77,24,20013
D,20010305,103333,1000052,00077D,0000495,1,11,1111,111113,0138,013801,247,322,1,322,247,75,20013
A,20010305,103333,1000054,00077A,0000238,1,11,1121,112197,0178,017803,271,353,1,353,271,82,20013
B,20010305,103333,1000055,00077B,0000443,1,13,1301,130121,1886,188600,395,671,1,671,395,276,20013
C,20010306,102242,1000052,00152C,0000366,1,14,1403,140315,1610,161001,237,309,1,309,237,72,20013
D,20010306,102242,1000055,00152D,0000305,1,11,1101,110129,1765,176502,185,241,1,241,185,56,20013
A,20010306,100141,1000058,00178A,0000649,1,11,1119,111903,1441,144100,297,387,1,387,297,90,20013
B,20010306,135940,1000056,00032B,0000395,1,11,1118,111807,1556,155601,293,381,4,1524,1172,352,20013
C,20010306,100141,1000053,00178C,0000291,1,11,1112,111211,1364,136402,272,354,1,354,272,82,20013
D,20010306,135940,1000053,00032D,0000395,1,11,1118,111807,1556,155601,293,381,6,2286,1758,528,20013
A,20010306,100141,1000058,00178A,0000286,1,11,1104,110415,1057,105702,302,393,1,393,302,91,20013
B,20010306,100141,1000059,00178B,0000649,1,11,1119,111903,1441,144100,297,387,6,2322,1782,540,20013
C,20010306,100141,1000053,00178C,0000219,1,13,1304,130403,1537,153702,378,492,5,2460,1890,570,20013
D,20010306,102242,1000055,00152D,0000366,1,14,1403,140315,1610,161001,237,309,3,927,711,216,20013
A,20010306,100141,1000058,00178A,0000219,1,13,1304,130403,1537,153702,378,492,5,2460,1890,570,20013
B,20010306,100141,1000059,00178B,0000291,1,11,1112,111211,1364,136402,272,354,1,354,272,82,20013
C,20010306,100141,1000053,00178C,0000194,1,11,1121,112111,0321,032101,246,320,5,1600,1230,370,20013
D,20010306,102242,1000055,00152D,0000429,1,11,1119,111997,1117,111700,295,384,1,384,295,89,20013
A,20010306,100141,1000058,00178A,0000291,1,11,1112,111211,1364,136402,272,354,1,354,272,82,20013
B,20010306,100141,1000059,00178B,0000219,1,13,1304,130403,1537,153702,378,492,1,492,378,114,20013
C,20010306,102242,1000052,00152C,0000429,1,11,1119,111997,1117,111700,295,384,1,384,295,89,20013
D,20010306,135940,1000053,00032D,0000198,1,11,1112,111205,0901,090101,181,236,1,236,181,55,20013
A,20010306,100141,1000058,00178A,0000194,1,11,1121,112111,0321,032101,246,320,1,320,246,74,20013
B,20010306,100141,1000059,00178B,0000194,1,11,1121,112111,0321,032101,246,320,1,320,246,74,20013
C,20010306,102242,1000052,00152C,0000305,1,11,1101,110129,1765,176502,185,241,1,241,185,56,20013
D,20010306,102242,1000055,00152D,0000590,1,11,1112,111297,1260,126001,472,614,6,3684,2832,852,20013
A,20010306,102242,1000057,00152A,0000429,1,11,1119,111997,1117,111700,295,384,1,384,295,89,20013
B,20010306,100141,1000059,00178B,0000286,1,11,1104,110415,1057,105702,302,393,1,393,302,91,20013
C,20010306,102242,1000052,00152C,0000552,1,14,1406,140697,0949,094901,307,400,1,400,307,93,20013
D,20010306,135940,1000053,00032D,0000317,1,11,1119,111907,0623,062301,357,465,1,465,357,108,20013
A,20010306,102242,1000057,00152A,0000366,1,14,1403,140315,1610,161001,237,309,1,309,237,72,20013
B,20010306,102242,1000058,00152B,0000552,1,14,1406,140697,0949,094901,307,400,5,2000,1535,465,20013
C,20010306,164637,1000054,00182C,0000246,1,11,1111,111109,1223,122300,333,433,1,433,333,100,20013
D,20010306,135940,1000053,00032D,0000272,1,11,1101,110137,0679,067901,150,195,1,195,150,45,20013
A,20010306,102242,1000057,00152A,0000552,1,14,1406,140697,0949,094901,307,400,1,400,307,93,20013
B,20010306,102242,1000058,00152B,0000590,1,11,1112,111297,1260,126001,472,614,1,614,472,142,20013
C,20010306,102242,1000052,00152C,0000590,1,11,1112,111297,1260,126001,472,614,1,614,472,142,20013
D,20010306,100141,1000056,00178D,0000291,1,11,1112,111211,1364,136402,272,354,1,354,272,82,20013
A,20010306,102242,1000057,00152A,0000305,1,11,1101,110129,1765,176502,185,241,5,1205,925,280,20013
B,20010306,102242,1000058,00152B,0000366,1,14,1403,140315,1610,161001,237,309,1,309,237,72,20013
C,20010306,102242,1000052,00152C,0000127,1,14,1401,140109,0898,089803,402,523,4,2092,1608,484,20013
D,20010306,100141,1000056,00178D,0000194,1,11,1121,112111,0321,032101,246,320,1,320,246,74,20013
A,20010306,102242,1000057,00152A,0000590,1,11,1112,111297,1260,126001,472,614,5,3070,2360,710,20013
B,20010306,102242,1000058,00152B,0000429,1,11,1119,111997,1117,111700,295,384,6,2304,1770,534,20013
C,20010306,135940,1000050,00032C,0000395,1,11,1118,111807,1556,155601,293,381,1,381,293,88,20013
D,20010306,100141,1000056,00178D,0000219,1,13,1304,130403,1537,153702,378,492,1,492,378,114,20013
A,20010306,102242,1000057,00152A,0000127,1,14,1401,140109,0898,089803,402,523,6,3138,2412,726,20013
B,20010306,102242,1000058,00152B,0000127,1,14,1401,140109,0898,089803,402,523,1,523,402,121,20013
C,20010306,135940,1000050,00032C,0000198,1,11,1112,111205,0901,090101,181,236,1,236,181,55,20013
D,20010306,100141,1000056,00178D,0000286,1,11,1104,110415,1057,105702,302,393,1,393,302,91,20013
A,20010306,135940,1000055,00032A,0000198,1,11,1112,111205,0901,090101,181,236,1,236,181,55,20013
B,20010306,102242,1000058,00152B,0000305,1,11,1101,110129,1765,176502,185,241,1,241,185,56,20013
C,20010306,135940,1000050,00032C,0000317,1,11,1119,111907,0623,062301,357,572,5,2860,1785,1075,20013
D,20010306,100141,1000056,00178D,0000649,1,11,1119,111903,1441,144100,297,387,5,1935,1485,450,20013
A,20010306,135940,1000055,00032A,0000395,1,11,1118,111807,1556,155601,293,381,4,1524,1172,352,20013
B,20010306,135940,1000056,00032B,0000317,1,11,1119,111907,0623,062301,357,465,1,465,357,108,20013
C,20010306,135940,1000050,00032C,0000272,1,11,1101,110137,0679,067901,150,195,1,195,150,45,20013
D,20010306,143547,1000058,00225D,0000313,1,11,1119,111997,1378,137803,185,298,1,298,185,113,20013
A,20010306,135940,1000055,00032A,0000317,1,11,1119,111907,0623,062301,357,555,1,555,357,198,20013
B,20010306,164637,1000060,00182B,0000272,1,11,1101,110137,0679,067901,150,195,1,195,150,45,20013
C,20010306,143547,1000055,00225C,0000383,1,11,1103,110301,1919,191900,404,526,5,2630,2020,610,20013
D,20010306,143547,1000058,00225D,0000245,1,14,1402,140209,1505,150502,354,461,1,461,354,107,20013
A,20010306,135940,1000055,00032A,0000272,1,11,1101,110137,0679,067901,150,195,6,1170,900,270,20013
B,20010306,164637,1000060,00182B,0000246,1,11,1111,111109,1223,122300,333,433,1,433,333,100,20013
C,20010306,143547,1000055,00225C,0000167,1,11,1118,111807,0804,080404,369,480,1,480,369,111,20013
D,20010306,143547,1000058,00225D,0000167,1,11,1118,111807,0804,080404,369,480,7,3360,2583,777,20013
A,20010306,143547,1000060,00225A,0000313,1,11,1119,111997,1378,137803,185,241,1,241,185,56,20013
B,20010306,164637,1000060,00182B,0000360,1,11,1119,111905,1327,132705,235,434,1,434,235,199,20013
C,20010306,143547,1000055,00225C,0000245,1,14,1402,140209,1505,150502,354,461,5,2305,1770,535,20013
D,20010306,143547,1000058,00225D,0000383,1,11,1103,110301,1919,191900,404,526,7,3682,2828,854,20013
A,20010306,143547,1000060,00225A,0000245,1,14,1402,140209,1505,150502,354,461,1,461,354,107,20013
B,20010306,164637,1000060,00182B,0000552,1,14,1406,140697,0949,094901,307,400,1,400,307,93,20013
C,20010306,143547,1000055,00225C,0000313,1,11,1119,111997,1378,137803,185,241,4,964,740,224,20013
D,20010306,144451,1000054,00056D,0000504,1,11,1121,112113,0358,035804,297,438,1,438,297,141,20013
A,20010306,143547,1000060,00225A,0000167,1,11,1118,111807,0804,080404,369,480,1,480,369,111,20013
B,20010306,164637,1000060,00182B,0000310,1,14,1404,140403,1148,114803,298,388,1,388,298,90,20013
C,20010306,144451,1000051,00056C,0000379,1,12,1201,120197,1725,172506,243,316,4,1264,972,292,20013
D,20010306,144451,1000054,00056D,0000322,1,13,1303,130303,0606,060602,213,277,1,277,213,64,20013
A,20010306,143547,1000060,00225A,0000383,1,11,1103,110301,1919,191900,404,526,5,2630,2020,610,20013
B,20010306,164637,1000060,00182B,0000389,1,13,1302,130297,0712,071201,379,493,5,2465,1895,570,20013
C,20010306,144451,1000051,00056C,0000117,1,14,1406,140691,0714,071401,197,257,1,257,197,60,20013
D,20010306,144451,1000054,00056D,0000268,1,11,1106,110601,0341,034102,265,345,1,345,265,80,20013
A,20010306,144451,1000056,00056A,0000504,1,11,1121,112113,0358,035804,297,387,1,387,297,90,20013
B,20010306,164637,1000060,00182B,0000721,1,11,1113,111305,1325,132500,312,406,1,406,312,94,20013
C,20010306,144451,1000051,00056C,0000504,1,11,1121,112113,0358,035804,297,387,6,2322,1782,540,20013
D,20010306,144451,1000054,00056D,0000117,1,14,1406,140691,0714,071401,197,257,4,1028,788,240,20013
A,20010306,144451,1000056,00056A,0000379,1,12,1201,120197,1725,172506,243,316,1,316,243,73,20013
B,20010306,164637,1000060,00182B,0000209,1,11,1197,119705,0147,014701,292,380,1,380,292,88,20013
C,20010306,100141,1000053,00178C,0000286,1,11,1104,110415,1057,105702,302,393,1,393,302,91,20013
D,20010306,144451,1000054,00056D,0000379,1,12,1201,120197,1725,172506,243,316,1,316,243,73,20013
A,20010306,144451,1000056,00056A,0000322,1,13,1303,130303,0606,060602,213,277,1,277,213,64,20013
B,20010306,164637,1000060,00182B,0000460,1,14,1406,140661,0597,059700,101,132,1,132,101,31,20013
C,20010306,144451,1000051,00056C,0000322,1,13,1303,130303,0606,060602,213,277,1,277,213,64,20013
D,20010306,144451,1000054,00056D,0000239,1,11,1104,110497,0781,078100,225,293,4,1172,900,272,20013
A,20010306,144451,1000056,00056A,0000239,1,11,1104,110497,0781,078100,225,293,1,293,225,68,20013
B,20010306,164637,1000060,00182B,0000572,1,11,1115,111507,1801,180100,421,548,1,548,421,127,20013
C,20010306,144451,1000051,00056C,0000268,1,11,1106,110601,0341,034102,265,345,1,345,265,80,20013
D,20010306,164637,1000057,00182D,0000460,1,14,1406,140661,0597,059700,101,132,1,132,101,31,20013
A,20010306,144451,1000056,00056A,0000117,1,14,1406,140691,0714,071401,197,257,1,257,197,60,20013
B,20010306,135940,1000056,00032B,0000272,1,11,1101,110137,0679,067901,150,195,4,780,600,180,20013
C,20010306,164637,1000054,00182C,0000721,1,11,1113,111305,1325,132500,312,406,1,406,312,94,20013
D,20010306,164637,1000057,00182D,0000389,1,13,1302,130297,0712,071201,379,493,1,493,379,114,20013
A,20010306,144451,1000056,00056A,0000268,1,11,1106,110601,0341,034102,265,345,7,2415,1855,560,20013
B,20010306,144451,1000057,00056B,0000239,1,11,1104,110497,0781,078100,225,293,5,1465,1125,340,20013
C,20010306,164637,1000054,00182C,0000460,1,14,1406,140661,0597,059700,101,132,1,132,101,31,20013
D,20010306,164637,1000057,00182D,0000572,1,11,1115,111507,1801,180100,421,705,1,705,421,284,20013
A,20010306,164637,1000059,00182A,0000721,1,11,1113,111305,1325,132500,312,406,1,406,312,94,20013
B,20010306,144451,1000057,00056B,0000268,1,11,1106,110601,0341,034102,265,345,1,345,265,80,20013
C,20010306,164637,1000054,00182C,0000209,1,11,1197,119705,0147,014701,292,380,1,380,292,88,20013
D,20010306,164637,1000057,00182D,0000246,1,11,1111,111109,1223,122300,333,433,1,433,333,100,20013
A,20010306,164637,1000059,00182A,0000552,1,14,1406,140697,0949,094901,307,400,6,2400,1842,558,20013
B,20010306,144451,1000057,00056B,0000379,1,12,1201,120197,1725,172506,243,316,1,316,243,73,20013
C,20010306,164637,1000054,00182C,0000572,1,11,1115,111507,1801,180100,421,548,5,2740,2105,635,20013
D,20010306,164637,1000057,00182D,0000721,1,11,1113,111305,1325,132500,312,406,1,406,312,94,20013
A,20010306,164637,1000059,00182A,0000272,1,11,1101,110137,0679,067901,150,195,1,195,150,45,20013
B,20010306,144451,1000057,00056B,0000117,1,14,1406,140691,0714,071401,197,257,1,257,197,60,20013
C,20010306,164637,1000054,00182C,0000310,1,14,1404,140403,1148,114803,298,388,1,388,298,90,20013
D,20010306,164637,1000057,00182D,0000272,1,11,1101,110137,0679,067901,150,195,1,195,150,45,20013
A,20010306,164637,1000059,00182A,0000460,1,14,1406,140661,0597,059700,101,132,1,132,101,31,20013
B,20010306,144451,1000057,00056B,0000504,1,11,1121,112113,0358,035804,297,387,1,387,297,90,20013
C,20010306,164637,1000054,00182C,0000552,1,14,1406,140697,0949,094901,307,400,1,400,307,93,20013
D,20010306,164637,1000057,00182D,0000552,1,14,1406,140697,0949,094901,307,400,1,400,307,93,20013
A,20010306,164637,1000059,00182A,0000209,1,11,1197,119705,0147,014701,292,380,1,380,292,88,20013
B,20010306,143547,1000061,00225B,0000383,1,11,1103,110301,1919,191900,404,526,1,526,404,122,20013
C,20010306,164637,1000054,00182C,0000272,1,11,1101,110137,0679,067901,150,195,5,975,750,225,20013
D,20010306,164637,1000057,00182D,0000310,1,14,1404,140403,1148,114803,298,388,1,388,298,90,20013
A,20010306,164637,1000059,00182A,0000572,1,11,1115,111507,1801,180100,421,666,5,3330,2105,1225,20013
B,20010306,143547,1000061,00225B,0000167,1,11,1118,111807,0804,080404,369,480,1,480,369,111,20013
C,20010306,164637,1000054,00182C,0000389,1,13,1302,130297,0712,071201,379,493,1,493,379,114,20013
D,20010306,164637,1000057,00182D,0000360,1,11,1119,111905,1327,132705,235,306,1,306,235,71,20013
A,20010306,164637,1000059,00182A,0000389,1,13,1302,130297,0712,071201,379,493,1,493,379,114,20013
B,20010306,143547,1000061,00225B,0000245,1,14,1402,140209,1505,150502,354,461,1,461,354,107,20013
C,20010306,164637,1000054,00182C,0000360,1,11,1119,111905,1327,132705,235,306,1,306,235,71,20013
D,20010306,164637,1000057,00182D,0000209,1,11,1197,119705,0147,014701,292,380,3,1140,876,264,20013
A,20010306,164637,1000059,00182A,0000246,1,11,1111,111109,1223,122300,333,433,1,433,333,100,20013
B,20010306,143547,1000061,00225B,0000313,1,11,1119,111997,1378,137803,185,294,1,294,185,109,20013
C,20010306,144451,1000051,00056C,0000239,1,11,1104,110497,0781,078100,225,293,6,1758,1350,408,20013
D,20010306,102242,1000055,00152D,0000127,1,14,1401,140109,0898,089803,402,523,1,523,402,121,20013
A,20010306,164637,1000059,00182A,0000310,1,14,1404,140403,1148,114803,298,388,1,388,298,90,20013
B,20010306,135940,1000056,00032B,0000198,1,11,1112,111205,0901,090101,181,236,1,236,181,55,20013
C,20010306,100141,1000053,00178C,0000649,1,11,1119,111903,1441,144100,297,387,3,1161,891,270,20013
D,20010306,102242,1000055,00152D,0000552,1,14,1406,140697,0949,094901,307,400,1,400,307,93,20013
A,20010306,164637,1000059,00182A,0000360,1,11,1119,111905,1327,132705,235,306,1,306,235,71,20013
B,20010306,144451,1000057,00056B,0000322,1,13,1303,130303,0606,060602,213,277,1,277,213,64,20013
C,20010307,170553,1000056,00045C,0000482,1,11,1119,111997,0844,084400,285,371,1,371,285,86,20013
D,20010307,170553,1000059,00045D,0000252,1,14,1404,140401,0153,015302,238,310,1,310,238,72,20013
A,20010307,170553,1000061,00045A,0000482,1,11,1119,111997,0844,084400,285,371,5,1855,1425,430,20013
B,20010307,170553,1000062,00045B,0000598,1,14,1406,140621,1747,174700,206,268,1,268,206,62,20013
C,20010307,170553,1000056,00045C,0000366,1,14,1403,140315,1610,161001,237,309,5,1545,1185,360,20013
D,20010307,170553,1000059,00045D,0000322,1,13,1303,130303,0606,060602,213,277,1,277,213,64,20013
A,20010307,170553,1000061,00045A,0000366,1,14,1403,140315,1610,161001,237,309,1,309,237,72,20013
B,20010307,170553,1000062,00045B,0000482,1,11,1119,111997,0844,084400,285,371,1,371,285,86,20013
C,20010307,170553,1000056,00045C,0000598,1,14,1406,140621,1747,174700,206,268,1,268,206,62,20013
D,20010307,170553,1000059,00045D,0000482,1,11,1119,111997,0844,084400,285,371,5,1855,1425,430,20013
A,20010307,170553,1000061,00045A,0000598,1,14,1406,140621,1747,174700,206,268,1,268,206,62,20013
B,20010307,170553,1000062,00045B,0000322,1,13,1303,130303,0606,060602,213,277,1,277,213,64,20013
C,20010307,170553,1000056,00045C,0000322,1,13,1303,130303,0606,060602,213,277,1,277,213,64,20013
D,20010307,170553,1000059,00045D,0000366,1,14,1403,140315,1610,161001,237,309,1,309,237,72,20013
A,20010307,170553,1000061,00045A,0000252,1,14,1404,140401,0153,015302,238,310,1,310,238,72,20013
