CategoryCode6,Category6
230105,Cold_Cream
230107,Hand_Cream
230109,Milky_Lotion
230111,Make_Up_Lotion
230113,Pack
230115,Body_Use
230117,Cleaning_Solution
230121,Lip_Balm
230123,Beauty_Care_Liquid
230197,Other_Basic_Cosmetics
230201,Oshiroi
230203,Eye_Liner
230205,Eye_Shadow
230207,Mascara
230209,Foundation
230211,Make_Up_Foundation
230213,Lipstick
230215,Manicure
230217,Powders
230219,Eye_Shadow
230297,Other_Make_Up
230301,Perfume
230303,Colons
230305,Antiperspirants
230397,Other_Fragrance
230401,Hair_Cream
230403,Hair_Tonic
230405,Hair_Spray
230407,Hair_Styling
230409,Hair_Color
230411,Shampoo
230413,Hair_Rinse
230415,Hair_Treatment
230417,Brushing_Agent
230419,Blowing_Agent
230421,Perm_Agent
230423,Hair_Regrowth
230497,Other_Hair_Care
230501,Shaving_Cream_Foam
230503,Skin_Lotion_Milk
230505,After_Shave_Lotion
230507,Hair_Liquid
230509,Styling_Agent
230511,Pomade_Check
230513,Check
230515,Hair_Restorer
230517,Hair_Tonic
230519,Hair_Cream
230521,Hair_Spray
230523,Fragrance
230525,Make_Up
230597,Other_Men_Cosmetics
230601,Razors
230603,Hair_Make_Up_Accessories
230605,Face_Make_Up_Accessories
230607,Body_Make_Up_Accessories
230697,Other_Make_Up_Accessories
239797,Other_Make_Up
240101,Lapping_Film
240103,Aluminum_Foils
240197,Other_Food_Packaging
240201,Garbage_Bag
240203,Broom
240205,Dusting
240207,Cleaning_Brush
240209,Mops_Cloth
240211,Bucket
240213,Waste_Bin
240297,Other_Cleaning_Supplies
240301,Laundry_Supplies
240303,Drying_Supplies
240305,Laundry_Finish_Supplies
240397,Other_Laundary_Finish_Supplies
240401,Gas_Mat
240403,Pot_Dish_Scrubber
240405,Scrubbing_Brush_Sponge
240407,Paper_Filter
240409,Can_Opener_Corkscrews
240411,Sink_Supplies
240413,Kitchen_Papers
240497,Other_Kitchen_Supplies
240501,Bathroom_Supplies
240503,Face_Wash_Supplies
240505,Body_Wash_Supplies
240507,Toilet_Supplies
240597,Other_Bathroom_Toilet_Supplies
240601,Seasoning_Container
240603,Tabletop_Accessories
240605,Chopstick
240607,Knives_Forks_Spoon
240609,Bowl
240611,Plate
240613,Bowl
240615,Glass
240617,Teacup_Teapot
240619,Clay_Bottle_Iron_Kettle
240621,Liquor_Bottle
240623,Simple_Tableware
240625,Lunchbox
240627,Thermos
240697,Other_Tabletop_Accessories
240701,Pot_Kettles
240703,Kettles
240705,Frying_Pans
240707,Cooking_Container
240709,Confectionery_Supplies
240797,Other_Cooking_Utilities
240801,Child_Seat
240803,Wallpaper
240805,Hanger_Hook
240807,Hanger
240809,Living_Supplies
240811,Foldable_Case
240813,Tablecloths
240897,Other_Living_Supplies
249701,Insense_Stick
249703,Candle
249705,Glove
249707,Match
249709,Lighter
249711,Smoking_Accessories
249713,Packing_Supplies
249715,Home_Use_Bags
249717,Handicraft_Needlework_Supplies
249719,Shoe_Cleaning_Supplies
249797,Other_Household_Supplies
250101,Carpenter_Supplies
250103,Power_Tools
250105,Paint_Equipments
250197,Other_Construction_Painting_Tools
250201,Construction_Metallic_Parts
250203,Lumber
250205,Basic_Materials
250207,Painting_Materials
250209,Adhesive
250211,Repair_Supplies
250297,Other_Construction_Painting_Material
250301,Gas_Part
250303,Aqueduct_Part
250397,Other_Piping_Supplies
250401,Insecticide
250403,Fertilizer
250405,Concrete
250407,Bulbs_Seeds
250409,Flower_Bowls_Stands
250411,Garden_Tools
250413,Flower_Supplies
250497,Other_Gardening_Supplies
259797,Other_DIY_Supplies
260101,Dog_Food
260103,Cat_Food
260105,Bird_Food
260107,Fish_Food
260197,Other_Pet_Food
260201,Pet_Medicine
260203,Pet_Shampoo
260297,Other_Pet_Cleaning_Agent
260301,Dog_Cat_Toys
260303,Bird_Toys
260305,Fish_Toys
260397,Other_Pet_Toys
269797,Other_Pet_Supplies
290101,Daily_Necessities_Gift
290197,Other_Daily_Necessities
290301,Photography_Film
290303,8mm_Film
290397,Other_Film
290401,Cassette_Tape
290403,Open_Reel_Tape
290405,Video_Tape
290497,Other_Audio_Video_Tape
299797,Other_Daily_Necessities
310101,OA_Stand
310103,Cardcase_Box
310197,Information_Organizers
310201,File
310203,Box_File
310205,Folders
310207,Clipboard
310209,Binder
310297,General_File_Binder
310301,Seals_Printing_Supplies
310303,Fastener
310305,Clip
310307,Push_Pin
310309,Rubber_Band
310311,Cutter_Knife
310313,Scissors
310315,Adhesive_Tape
310317,Self_Adhesive_Memo
310319,Glue
310397,General_Office_Supplies
310401,Pencil
310403,Mechanical_Pencil
310405,Ball_Pen
310407,Marker
310409,Fountain_Pen
310411,Eraser
310413,Correction_Fluid
310415,Writing_Pen
310497,General_Writing_Equipment
310501,Notebook
310503,Memo_Pad
310505,Card
310507,Stationary
310509,Envelope
310511,Filer
310513,Office_Use_Paper_Product
310515,Notification_Paper
310597,General_Paper_Product
310601,Album
310603,Ceremony_Use_Supplies
310605,General_Paper_Product
310607,Import_Paper_Products
310609,Postcard
310611,Japanese_Book
310613,Packaging_Supplies
310697,General_Daily_Product
310701,Picture_Supply
310703,Caligraphy_Supply
310705,Sculpture_Supply
310707,Soroban
310709,Pencil_Sharpener
310711,Pencil_Case
310713,Compass_Rulers
310715,Teaching_Aid
310717,Globe
310719,Optical_Supplies
310797,General_Education_Related_Supplies
310801,Calculator
310803,Electronic_Organizer
310805,Electronic_Board
310897,General_Electronic_Stationary
310901,Checkwriter
310903,Punches
310905,Stapler
310907,Scissors
310997,General_Office_Equipment
311001,Word_Processor
311003,Copier
311005,Clocks
311007,Facsimile_Telephone
311009,Register
311011,Personal_Computer
311013,Printer
311015,Shredder
311017,Laminater
311019,Overhead_Projector
311021,Binding_Machine
311097,General_Business_Machine
311101,Data_Files_Binder
311103,Floppy_Disk
311105,OA_Paper
311107,OA_Ribbon
311109,Laminating_Supply
311111,OHP_Supply
311197,General_OA_Price
311201,Drafting_Machine
311203,Drafting_Pen
311205,Drafing_Compass_Ruler
311297,General_Drafting_Design_Supply
311301,Lettering_Set
311397,General_Picture_Design_Material
311501,Desk_Table
311503,Chair
311505,Foldable_Furniture_Locker
311507,Safe
311509,Goods_Shelf
311511,Office_Accessories
311513,Blackboard_Whiteboard
311515,Reception_Set
311597,General_Office_Furniture
311601,Bag_Sack
311603,Pass_Case
311605,Card_Case
311697,General_Portable_Stationary
311797,Stationary_General_Office_Supply_Gift
311801,Battery
311803,Cassette
311805,Videotape
311897,General_Stationary_Electronics_Supply
319797,Other_Stationary_Business_Information_Supplies
320101,Board_Game
320103,Action_Game
320105,Mini_Game
320107,Joke_Game
320111,Simulation_Game
320113,Card_Game
320115,Classical_Game
320117,Magic_Tricks
320119,Magic_Toys
320121,Other_Adult_Game
320197,Miscellaneous_Game
320201,Puzzle
320203,Jigsaw_Puzzle
320297,Other_Puzzle
320301,Electronic_Game
320397,Other_Electronic_Game
320401,TV_Game_Personal_Computer
320403,TV_Game_PC_Software
320497,Other_TV_PC_Game
320501,Original_Boy_Character
320503,War_Boy_Character
320597,Other_Boy_Character
320601,Friction_Infant_Toy
320603,Battery_Powered_Infant_Toy
320605,Voice_Infant_Toy
320697,Other_Infant_Toy
320701,Mini_Car
320703,Mini_Car_Accessories
320705,Action_Mini_Car
320797,Other_Mini_Car
320801,Rail_Toy
320897,Other_Rail_Toy
320901,Radio_Control_Toy
320903,Remote_Control
320905,Racing
320909,Robots
320911,Science_Hobby
320997,Other_Science_Toy
321001,Doll
321003,House_Furniture
321005,Doll_Accessories
321097,Other_Doll
321101,Miniture_Untensils_Food
321197,Other_Miniture_Untensils_Food
321201,Girl_Hobby
321203,Girl_Collection_Hobby
321207,Music
321297,Other_Girl_Hobby
321301,Huggables
321303,Action_Doll
321305,Fashion_Doll
321397,Other_Doll
321401,Educational_Toys
321403,Block
321405,Building_Block
321407,Microphones_Musical_Instrument
321409,Construction
321411,Child_Intellectual_Growth
321497,Other_Child_Intellectual_Growth
321501,Water_Floater
321503,Puzzle_Toy
321505,Puzzle_Blocks
321597,Other_Nurture_Toy
321601,Living
321603,Daily_Miscellanous_Goods
321605,Close_Miscellanous_Goods
321607,Food
321609,Party
321611,Leisure_Supplies
321613,Stationary
321697,Other_Fancy
321701,Sewing
321703,Character_Sewing
321705,Action_Sewing
321797,Other_Sewing
321801,Plastic_Model_Land
321803,Plastic_Model_Sea
321805,Plastic_Model_Air
321807,Plastic_Model_Character
321897,Other_Plastic_Model
321901,Radio_Control_Electromotive
321903,Engine_Radio_Control
321905,Radio_Control_Supplies
321997,Other_Radio_Control
322001,N_Gage
322003,Other_Gauge
322005,Railroad_Model_Supplies
322097,Other_Railroad_Model
322101,Shooting_Gun
322103,Model_Gun
322105,Gun_Supplies
322197,Other_Gun
322201,Craft_Hobby
322203,Adult_Hobby
322297,Other_Craft_Adult_Hobby
322301,Hobby_Related_Supplies
322397,Other_Hobby_Related_Supplies
322401,Japanese_Character
322403,Foreign_Character
322405,Adult_Character
322497,Other_Gift_Character
322501,New_Year_Doll
322503,March_Doll
322505,May_Doll
322507,Other_Doll
322509,New_Year_Supplies
322511,Water_Vinyl_Supplies
322513,Other_Summer_Supplies
322515,Festival_Day_Toy
322517,Christmas_Item
322597,Other_Seasonal_Item
322601,Child_Fireworks
322603,Youth_Fireworks
322697,Other_Fireworks
322701,Small_Toys
322703,Paper_Toys
322797,Other_Small_Toys
322801,Toy_Sport
322803,Junior_Toy_Sport
322897,Other_Sport
322901,Car
322903,Baby_Car
322905,Baby_Trolley
322997,Other_Car
329797,Other
339797,General_Book
340101,Piano
340103,Harpsichord_String_Instrument
340105,Harpsichord
340197,Other_Piano_Key_Instrument
340201,Pipe_Organ
340203,Reed_Organ
340205,Hamonica
340207,Keyboard_Hamonica
340209,Accordion
340211,Panpipe
340297,General_Lead_Musical_Instrument
340301,Brass_Instrument
340303,Wooden_Musical_Instrument
340397,General_Woodwind_Instrument
340401,Violin
340403,Viola
340405,Cello
340407,Double_Bass
340409,Mandolin
340411,Acoustic_Guitar
340413,Ukulele
340415,Banjo
340497,General_String_Instrument
340501,Taiko
340503,Timpani
340505,Stand_Xylophone
340507,Koto
340509,Tubular_Bell
340511,Gong
340513,Cymbal
340515,Tambourine
340597,General_Percussion_Instrument
340601,Electric_Instrument
340603,Electronic_Instrument
340697,General_Electronic_Instrument
340701,String_Instrument
340703,Wind_Instrument
340705,Percussion_Instrument
340797,General_Japanese_Instrument
340801,String_for_Instrument
340803,Bow_for_Instrument
340805,Bowls
340807,Automatic_Play_Musical_Instrument
340809,Music_Box
340811,Metronome
340813,Tuning_Fork
340897,General_Musical_Instrument_Accessory
340901,Disk_Recording_Supply
340903,Tape_Recording_Supply
340905,Film_Recording
340997,General_Recording
349797,Other_Musical_Instrument
360101,Central_Processing_Unit
360103,Personal_Computer
360105,Auxiliary_Memory
360107,Input_Unit
360109,Terminal_Unit
360111,Offline_Device
360113,Calculation_Input_Accessory
360197,General_Digital
360297,General_Analog
360397,General_Hybrid
360401,General_Purpose_Program
360403,Custom_Program
360497,General_Systems_Program
360501,General_Purpose_Program
360503,Custom_Program
360597,General_Applications_Program
360601,Telephone
360603,Telephone_Machinery
360605,Telegraphic_Device
360607,Pictorial_Device
360609,Switchboard
360611,Transmission_Device
360613,Wire_Communication_Device_Accessories
360697,General_Wired_Communication_Device
369797,Other_Communication_Device
390101,Match
390103,Match_Boxes
390105,Attached_Wood
390107,Candlies
390109,Miscellanous_Things
390111,Incense_Stick
390197,General_Matches
390201,Button
390203,Press_Snap_Fastener
390205,Needling_Accessories
390297,Needlework_Tools
390301,Traffic_Sign
390303,Parking_Sign
390305,Advertisement_Supplies
390307,Electric_Signs
390309,Ad_Balloon
390311,Projector
390397,General_Label_Advertisement_Supplies
390401,Worship_Shelves_Accessories
390403,Butsudan
390405,Festive_Worship_Supplies
390407,Burial_Supplies
390497,General_Religious_Supplies
399797,Other_Cultural_Supplies
420101,Japanese_Cabinet
420103,Western_Cabinet
420105,Drawers_Chest
420197,General_Cabinet
420201,Decorative_Cabinet
420203,Book_Closets
420205,Sideboard
420207,Cabinet
420209,Tea_Shelf
420211,Organizer_Closets
420213,Display_Closets
420215,Black_Boxes
420297,General_Closet
420301,Bookshelf
420303,Decoration_Shelf
420305,Display_Shelf
420307,Organizer_Shelf
420397,General_Shelf
420401,Clothing_Organizer
420403,Needlework_Box
420405,Toy_Box
420407,General_Box
420409,Office_Use_Box
420497,General_Box
420501,Radio_Cabinet
420503,Television_Cabinet
420505,Stereo_Cabinet
420597,General_Cabinet
420601,Desk
420603,Stand_Desk
420605,School_Desk
420697,General_Desk
420701,Table
420703,Stand_Table
420797,General_Table
420801,One_Sided_Dresser
420803,Triple_Sided_Dresser
420805,Princess_Dresser
420807,Full_Body_Mirror
420809,Wall_Mount_Mirror
420811,Dresser
420897,General_Dresser
420901,Kitchen_Table
420903,Tray_Stand
420905,Sink
420907,Gas_Stand
420909,Benchboard
420911,Laboratory_Table
420913,Display_Stand
420915,Counter_Stand
420997,General_Stand
421001,One_Person_Chair
421003,Stool
421005,Chair
421007,Small_Chair
421009,Arm_Chair
421011,Long_Chair
421013,Sleep_Chair
421015,Baby_Chair
421017,Special_Uses_Chair
421097,General_Chair
421101,Bed
421103,Hollywood_Bed
421105,Two_Fold_Bed
421107,Baby_Bed
421109,Standard_Bed
421111,Convertible_Bed
421113,Special_Uses_Bed
421115,Bedding_Supplies
421197,General_Bed
421201,Spring_Mattress
421203,Foam_Mattress
421205,Water_Mattress
421297,General_Mattress
421301,Fire_Resistant_Safe
421303,Handbag_Safe
421397,General_Safe
421401,Clothing_Locker
421403,Item_Locker
421497,General_Locker
421501,Vase_Stand
421503,Garden_Plant_Stand
421505,Telephone_Stand
421507,Ornament_Stand
421509,Television_Stand
421511,Shogi_Board
421513,Viewing_Stand
421597,General_Stand
429797,Other_Furniture
430101,Car_Care
430103,Car_Interior_Accessories
430105,Car_Exterior_Accessories
430107,Car_Tools
430197,General_Car_Supplies
430301,Family_Car
430303,Sports_Car
430305,Child_Car
430307,Car_Part
430397,General_Car
430501,Bicycle_Part
430597,General_Bicycle
439797,Other_Car_Accessories
439901,Car_Alarm_Clock
439903,Car_Deodorant
439997,Other_Car_Accessories
440101,Watch
440103,Travel_Clock
440105,Panel_Use_Clock
440107,Positioning_Clock
440109,Hanging_Clock
440197,General_Clock
440201,Watch_Case
440203,Clock_Case_Part
440205,Other_Clock_Part
440297,General_Clock_Related_Supplies
440501,Spectacle_Lens
440510,Spectacle_Related_Item
440597,General_Spectacle
449797,Other_Clock_Spectacle
450101,Compact_Camera
450103,35mm_Reflex_Camera
450105,Medium_Format_Camera
450107,Instant_Camera
450109,Movie_Video_Camera
450111,Small_Body_Camera
450197,Other_Camera
450201,35mm_Interchangeable_Lens
450203,Medium_Format_Interchangeable_Lens
450297,Other_Interchangeable_Lens
450301,Binoculars
450303,Telescope
450305,Microscope
450397,Other_Optical_Equipment
450401,Filter
450403,Strobo
450405,Tripod
450407,Bag
450409,Album
450411,Battery
450413,Sliding_OHP
450415,Auxiliary_Lens
450417,Illumination_Supplies
450419,Photographing_Supplies
450421,Darkroom_Supplies
450497,Other_Photographic_Accessories
450501,Negative_Color_Film
450503,Lens_Attaching_Film
450505,Reversal_Color_Film
450507,Monochrome_Film
450509,Instant_Film
450511,Special_Film
450597,Other_Film
459797,Other_Optical_Photographic_Supplies
460105,Color_Television
460110,HDTV
460115,Projection_Television
460120,LCD_Television
460197,Television_Related_Equipment
460305,Video_Deck
460310,Integrated_Camera_Video
460397,Other_Television_Related_Equipment
460505,Video_Disc
460597,VPD_Related
460705,Amplifier
460710,Tuner
460715,Analog_Player
460720,Speaker
460725,Tape_Deck
460730,CD_Player
460735,Digital_Device
460797,Component_Systems_Other_Stereo
460905,Mini_Stereo_Systems
460997,Other_Stereo
461105,Microphone
461110,Headphone
461115,Audio_Rack
461120,Equalizer
461125,Audio_Timer
461197,Other_Audio
461305,Radio
461310,Radio_Cassette_Recorder
461315,Stereo_Headphone
461320,Tape_Recorder
461397,Telco_Other_Radio
461505,Car_Stereo
461510,Car_Amplifier
461515,Car_Speaker
461520,Car_CD
461597,Other_Car_Components
461705,Transceiver
461710,Personal_Radios
461715,Amplifier
461797,Transceiver_Other_Amplifier
461905,Videotape
461910,Audio_Tape
461915,Floppy_Disk
461920,MD_DCC
461925,Floppy_Software
461930,Optical_Disk
461935,Computer_Media_Group
461997,Magnetic_Tape
462105,Room_Air_Con
462110,Business_Use_Air_Con
462197,Other_Air_Con
462305,Electric_Fan
462310,Cold_Air_Fan
462397,Other_Electric_Fan
462505,Kerosene_Space_Heater
462510,Petroleum_Fan_Heater
462515,Petroleum_Warm_Air_Heater
462520,Gas_Heater
462525,Gas_Fan_Heater
462597,Other_Room_Heating
462705,Electronic_Blanket
462710,Furniture_Pitch
462715,Yagracotats
462720,Electronic_Carpet
462725,Electric_Radiant_Heater
462730,Anchors_Cairo
462735,Foot_Warmer
462740,Humidifier
462745,Portable_Heater_Related
462797,Other_Portable_Heater
462905,Water_Heater
462910,Gas_Table
462915,Gas_Cooking_Device
462920,Scuttle_Fan
462925,Range_Hood_Fan
462930,Dish_Dryer
462935,Dish_Washer
462997,Other_Kitchen_Appliance
463105,Microwave_Oven
463110,Build_In_Oven
463115,Kitchen_Stove
463120,Electromagnetic_Cooking_Device
463197,Other_Ranges
463305,Juicer_Mixer
463310,Cake_Macine
463315,Hand_Mixer
463320,Coffee_Mill
463325,Electric_Ice_Shaver
463330,Sharpener
463397,Other_Rotary_Cooking_Device
463505,Electric_Rice_Cooker
463510,Electronic_Jar
463515,Toaster
463520,Electric_Oven
463525,Coffee_Maker
463530,Hot_Plate
463535,Timer_Switch_Group
463597,Other_Electronic_Cooking_Device
463705,Water_Purifiers
463797,Other_Cooking_Related
463905,Refrigerator
463910,Freezer
463915,Water_Cooler
463997,Other_Refrigeration_Device
464105,Washer
464110,Dryer
464115,Futon_Dryer
464120,Stand
464125,Vaccum_Cleaner
464197,Other_Housekeeping_Supplies
464305,Hair_Dryer
464310,Hot_Curler
464315,Electric_Razor
464320,Iron
464325,Pants_Presser
464397,Other_Beauty_Care_Supplies
464505,Massage_Chair
464510,Vibrator
464515,Hearing_Aid
464520,Clinical_Thermometer
464530,Hemadynamometers
464535,Low_High_Frequency_Medical_Device
464540,Electric_Toothbrush
464545,Buccal_Cavity_Washer
464550,Training_Instrument
464555,Golf_Training_Machine
