shop,date,time,receipt,customer,product,CategoryCode1,CategoryCode2,CategoryCode4,CategoryCode6,manufacturer,brand,unitCost,unitPrice,quantity,amount,costAmount,profit,YearMonth
C,20010801,111554,1000478,00080C,0000559,1,11,1105,110511,1624,162401,402,523,1,523,402,121,20018
B,20010801,111554,1000583,00080B,0000521,1,11,1103,110303,1080,108004,254,331,3,993,762,231,20018
D,20010801,111554,1000497,00080D,0000266,1,11,1104,110407,1862,186200,334,435,1,435,334,101,20018
C,20010801,111554,1000478,00080C,0000350,1,11,1102,110207,1263,126302,230,299,5,1495,1150,345,20018
B,20010801,111554,1000583,00080B,0000339,1,11,1105,110501,1285,128501,430,865,1,865,430,435,20018
D,20010801,111554,1000497,00080D,0000333,1,14,1403,140309,1633,163302,468,766,1,766,468,298,20018
C,20010801,111554,1000478,00080C,0000272,1,11,1101,110137,0679,067901,150,195,3,585,450,135,20018
B,20010801,111554,1000583,00080B,0000559,1,11,1105,110511,1624,162401,402,523,1,523,402,121,20018
D,20010801,111554,1000497,00080D,0000272,1,11,1101,110137,0679,067901,150,195,1,195,150,45,20018
C,20010801,111554,1000478,00080C,0000333,1,14,1403,140309,1633,163302,468,707,1,707,468,239,20018
B,20010801,111554,1000583,00080B,0000272,1,11,1101,110137,0679,067901,150,230,3,690,450,240,20018
D,20010801,111554,1000497,00080D,0000284,1,13,1301,130133,1056,105604,132,172,1,172,132,40,20018
C,20010801,113023,1000479,00084C,0000723,1,11,1118,111801,0039,003900,365,475,3,1425,1095,330,20018
B,20010801,111554,1000583,00080B,0000284,1,13,1301,130133,1056,105604,132,198,1,198,132,66,20018
D,20010801,113023,1000498,00084D,0000524,1,11,1104,110401,0844,084401,418,818,4,3272,1672,1600,20018
C,20010801,113023,1000479,00084C,0000524,1,11,1104,110401,0844,084401,418,818,1,818,418,400,20018
B,20010801,111554,1000583,00080B,0000333,1,14,1403,140309,1633,163302,468,609,1,609,468,141,20018
D,20010801,113023,1000498,00084D,0000357,1,11,1105,110505,0013,001300,500,689,1,689,500,189,20018
C,20010801,113023,1000479,00084C,0000294,1,14,1406,140681,0694,069401,236,562,6,3372,1416,1956,20018
B,20010801,111554,1000583,00080B,0000350,1,11,1102,110207,1263,126302,230,299,1,299,230,69,20018
D,20010801,113023,1000498,00084D,0000723,1,11,1118,111801,0039,003900,365,475,1,475,365,110,20018
C,20010801,113023,1000479,00084C,0000483,1,14,1403,140305,0369,036900,257,335,1,335,257,78,20018
B,20010801,111554,1000583,00080B,0000266,1,11,1104,110407,1862,186200,334,479,1,479,334,145,20018
D,20010801,113023,1000498,00084D,0000294,1,14,1406,140681,0694,069401,236,307,1,307,236,71,20018
C,20010801,113023,1000479,00084C,0000357,1,11,1105,110505,0013,001300,500,879,5,4395,2500,1895,20018
B,20010801,113023,1000584,00084B,0000587,1,11,1101,110131,0048,004801,212,344,1,344,212,132,20018
D,20010801,113023,1000498,00084D,0000489,1,11,1120,112003,1668,166803,196,364,1,364,196,168,20018
C,20010801,113023,1000479,00084C,0000393,1,11,1105,110517,1889,188901,410,533,1,533,410,123,20018
B,20010801,113023,1000584,00084B,0000483,1,14,1403,140305,0369,036900,257,490,1,490,257,233,20018
D,20010801,113023,1000498,00084D,0000393,1,11,1105,110517,1889,188901,410,533,3,1599,1230,369,20018
C,20010801,113023,1000479,00084C,0000587,1,11,1101,110131,0048,004801,212,314,1,314,212,102,20018
B,20010801,113023,1000584,00084B,0000357,1,11,1105,110505,0013,001300,500,650,5,3250,2500,750,20018
D,20010801,113023,1000498,00084D,0000483,1,14,1403,140305,0369,036900,257,335,5,1675,1285,390,20018
C,20010801,113023,1000479,00084C,0000410,1,11,1121,112197,0701,070100,281,442,5,2210,1405,805,20018
B,20010801,113023,1000584,00084B,0000723,1,11,1118,111801,0039,003900,365,475,6,2850,2190,660,20018
D,20010801,113023,1000498,00084D,0000410,1,11,1121,112197,0701,070100,281,366,1,366,281,85,20018
C,20010801,113023,1000479,00084C,0000489,1,11,1120,112003,1668,166803,196,255,1,255,196,59,20018
B,20010801,113023,1000584,00084B,0000410,1,11,1121,112197,0701,070100,281,366,1,366,281,85,20018
D,20010801,113023,1000498,00084D,0000587,1,11,1101,110131,0048,004801,212,343,6,2058,1272,786,20018
C,20010801,123726,1000482,00144C,0000271,1,14,1406,140697,1799,179903,340,442,1,442,340,102,20018
B,20010801,113023,1000584,00084B,0000294,1,14,1406,140681,0694,069401,236,375,5,1875,1180,695,20018
D,20010801,123726,1000501,00144D,0000271,1,14,1406,140697,1799,179903,340,442,1,442,340,102,20018
C,20010801,123726,1000482,00144C,0000416,1,11,1107,110721,0023,002300,299,684,1,684,299,385,20018
B,20010801,113023,1000584,00084B,0000524,1,11,1104,110401,0844,084401,418,544,1,544,418,126,20018
D,20010801,123726,1000501,00144D,0000547,1,14,1404,140497,0338,033801,183,238,1,238,183,55,20018
C,20010801,123726,1000482,00144C,0000293,1,11,1116,111697,1527,152705,296,385,1,385,296,89,20018
B,20010801,113023,1000584,00084B,0000393,1,11,1105,110517,1889,188901,410,645,1,645,410,235,20018
D,20010801,123726,1000501,00144D,0000234,1,14,1406,140601,0099,009902,328,427,1,427,328,99,20018
C,20010801,123726,1000482,00144C,0000547,1,14,1404,140497,0338,033801,183,255,1,255,183,72,20018
B,20010801,113023,1000584,00084B,0000489,1,11,1120,112003,1668,166803,196,279,1,279,196,83,20018
D,20010801,123726,1000501,00144D,0000520,1,14,1401,140103,0604,060401,388,590,5,2950,1940,1010,20018
C,20010801,123726,1000482,00144C,0000246,1,11,1111,111109,1223,122300,333,433,1,433,333,100,20018
B,20010801,123726,1000587,00144B,0000575,1,11,1105,110501,0300,030002,378,492,1,492,378,114,20018
D,20010801,123726,1000501,00144D,0000246,1,11,1111,111109,1223,122300,333,433,4,1732,1332,400,20018
C,20010801,123726,1000482,00144C,0000446,1,11,1115,111503,0931,093101,328,436,1,436,328,108,20018
B,20010801,123726,1000587,00144B,0000234,1,14,1406,140601,0099,009902,328,427,1,427,328,99,20018
D,20010801,123726,1000501,00144D,0000446,1,11,1115,111503,0931,093101,328,427,1,427,328,99,20018
C,20010801,123726,1000482,00144C,0000188,1,11,1119,111901,1415,141500,251,327,6,1962,1506,456,20018
B,20010801,123726,1000587,00144B,0000547,1,14,1404,140497,0338,033801,183,238,1,238,183,55,20018
D,20010801,123726,1000501,00144D,0000188,1,11,1119,111901,1415,141500,251,327,1,327,251,76,20018
C,20010801,123726,1000482,00144C,0000467,1,11,1101,110115,0508,050800,173,225,1,225,173,52,20018
B,20010801,123726,1000587,00144B,0000293,1,11,1116,111697,1527,152705,296,385,1,385,296,89,20018
D,20010801,123726,1000501,00144D,0000416,1,11,1107,110721,0023,002300,299,389,5,1945,1495,450,20018
C,20010801,123726,1000482,00144C,0000234,1,14,1406,140601,0099,009902,328,427,1,427,328,99,20018
B,20010801,123726,1000587,00144B,0000416,1,11,1107,110721,0023,002300,299,875,1,875,299,576,20018
D,20010801,123726,1000501,00144D,0000293,1,11,1116,111697,1527,152705,296,587,5,2935,1480,1455,20018
C,20010801,123726,1000482,00144C,0000575,1,11,1105,110501,0300,030002,378,492,3,1476,1134,342,20018
B,20010801,123726,1000587,00144B,0000188,1,11,1119,111901,1415,141500,251,370,6,2220,1506,714,20018
D,20010801,123726,1000501,00144D,0000467,1,11,1101,110115,0508,050800,173,225,3,675,519,156,20018
C,20010801,123726,1000482,00144C,0000520,1,14,1401,140103,0604,060401,388,594,1,594,388,206,20018
B,20010801,123726,1000587,00144B,0000520,1,14,1401,140103,0604,060401,388,505,1,505,388,117,20018
D,20010801,123726,1000501,00144D,0000575,1,11,1105,110501,0300,030002,378,652,3,1956,1134,822,20018
C,20010801,154629,1000480,00090C,0000392,1,14,1401,140107,1376,137605,254,331,1,331,254,77,20018
B,20010801,123726,1000587,00144B,0000271,1,14,1406,140697,1799,179903,340,617,1,617,340,277,20018
D,20010801,154629,1000499,00090D,0000392,1,14,1401,140107,1376,137605,254,331,5,1655,1270,385,20018
C,20010801,154629,1000480,00090C,0000399,1,11,1113,111307,0939,093902,198,258,1,258,198,60,20018
B,20010801,123726,1000587,00144B,0000467,1,11,1101,110115,0508,050800,173,274,1,274,173,101,20018
D,20010801,154629,1000499,00090D,0000399,1,11,1113,111307,0939,093902,198,297,6,1782,1188,594,20018
B,20010801,123726,1000587,00144B,0000246,1,11,1111,111109,1223,122300,333,512,1,512,333,179,20018
A,20010801,094135,1000532,00118A,0000211,1,14,1404,140497,1634,163400,322,419,6,2514,1932,582,20018
B,20010801,123726,1000587,00144B,0000446,1,11,1115,111503,0931,093101,328,427,1,427,328,99,20018
A,20010801,094135,1000532,00118A,0000505,1,11,1108,110803,0085,008500,194,357,1,357,194,163,20018
B,20010801,140924,1000589,00282B,0000508,1,11,1117,111701,0471,047104,344,544,5,2720,1720,1000,20018
A,20010801,094135,1000532,00118A,0000379,1,12,1201,120197,1725,172506,243,622,1,622,243,379,20018
B,20010801,140924,1000589,00282B,0000387,1,14,1403,140325,1291,129100,269,512,1,512,269,243,20018
A,20010801,094135,1000532,00118A,0000526,1,14,1403,140317,1788,178802,346,450,1,450,346,104,20018
B,20010801,140924,1000589,00282B,0000445,1,11,1119,111901,0621,062100,357,541,1,541,357,184,20018
A,20010801,094135,1000532,00118A,0000093,1,13,1301,130131,1844,184401,461,600,1,600,461,139,20018
B,20010801,140924,1000589,00282B,0000459,1,11,1115,111509,1669,166901,358,626,1,626,358,268,20018
A,20010801,094135,1000532,00118A,0000334,1,11,1107,110797,1480,148000,299,389,1,389,299,90,20018
B,20010801,140924,1000589,00282B,0000544,1,14,1404,140403,1717,171700,438,570,1,570,438,132,20018
A,20010801,103115,1000534,00274A,0000641,1,14,1401,140105,0760,076001,180,234,1,234,180,54,20018
B,20010801,140924,1000589,00282B,0000448,1,11,1120,112005,1298,129803,313,407,1,407,313,94,20018
A,20010801,103115,1000534,00274A,0000239,1,11,1104,110497,0781,078100,225,406,1,406,225,181,20018
B,20010801,152615,1000590,00284B,0000595,1,11,1108,110897,1570,157004,338,517,1,517,338,179,20018
A,20010801,103115,1000534,00274A,0000423,1,11,1107,110791,0107,010703,290,445,1,445,290,155,20018
B,20010801,152615,1000590,00284B,0000347,1,11,1119,111905,1646,164603,297,485,1,485,297,188,20018
A,20010801,103115,1000534,00274A,0000179,1,14,1403,140309,1551,155101,351,457,1,457,351,106,20018
B,20010801,152615,1000590,00284B,0000479,1,13,1301,130127,1293,129301,188,397,7,2779,1316,1463,20018
A,20010801,111554,1000529,00080A,0000559,1,11,1105,110511,1624,162401,402,739,5,3695,2010,1685,20018
B,20010801,152615,1000590,00284B,0000659,1,11,1112,111297,1651,165101,252,328,1,328,252,76,20018
A,20010801,111554,1000529,00080A,0000333,1,14,1403,140309,1633,163302,468,758,1,758,468,290,20018
B,20010801,152615,1000590,00284B,0000493,1,11,1113,111305,1755,175504,274,531,1,531,274,257,20018
A,20010801,111554,1000529,00080A,0000565,1,11,1116,111601,1327,132700,249,324,5,1620,1245,375,20018
B,20010801,154629,1000585,00090B,0000399,1,11,1113,111307,0939,093902,198,258,1,258,198,60,20018
A,20010801,111554,1000529,00080A,0000266,1,11,1104,110407,1862,186200,334,490,1,490,334,156,20018
B,20010801,154629,1000585,00090B,0000392,1,14,1401,140107,1376,137605,254,872,1,872,254,618,20018
A,20010801,111554,1000529,00080A,0000521,1,11,1103,110303,1080,108004,254,331,4,1324,1016,308,20018
A,20010801,111554,1000529,00080A,0000350,1,11,1102,110207,1263,126302,230,299,1,299,230,69,20018
A,20010801,111554,1000529,00080A,0000339,1,11,1105,110501,1285,128501,430,559,1,559,430,129,20018
A,20010801,111554,1000529,00080A,0000272,1,11,1101,110137,0679,067901,150,369,1,369,150,219,20018
A,20010801,111554,1000529,00080A,0000284,1,13,1301,130133,1056,105604,132,172,5,860,660,200,20018
A,20010801,113023,1000530,00084A,0000723,1,11,1118,111801,0039,003900,365,475,1,475,365,110,20018
A,20010801,113023,1000530,00084A,0000410,1,11,1121,112197,0701,070100,281,741,1,741,281,460,20018
A,20010801,113023,1000530,00084A,0000393,1,11,1105,110517,1889,188901,410,1372,1,1372,410,962,20018
A,20010801,113023,1000530,00084A,0000489,1,11,1120,112003,1668,166803,196,255,1,255,196,59,20018
A,20010801,113023,1000530,00084A,0000294,1,14,1406,140681,0694,069401,236,580,1,580,236,344,20018
A,20010801,113023,1000530,00084A,0000587,1,11,1101,110131,0048,004801,212,276,1,276,212,64,20018
A,20010801,113023,1000530,00084A,0000357,1,11,1105,110505,0013,001300,500,1053,1,1053,500,553,20018
A,20010801,113023,1000530,00084A,0000524,1,11,1104,110401,0844,084401,418,544,1,544,418,126,20018
A,20010801,113023,1000530,00084A,0000483,1,14,1403,140305,0369,036900,257,478,8,3824,2056,1768,20018
A,20010801,123726,1000533,00144A,0000246,1,11,1111,111109,1223,122300,333,433,5,2165,1665,500,20018
A,20010801,123726,1000533,00144A,0000446,1,11,1115,111503,0931,093101,328,427,5,2135,1640,495,20018
A,20010801,123726,1000533,00144A,0000293,1,11,1116,111697,1527,152705,296,480,1,480,296,184,20018
A,20010801,123726,1000533,00144A,0000547,1,14,1404,140497,0338,033801,183,238,1,238,183,55,20018
A,20010801,123726,1000533,00144A,0000234,1,14,1406,140601,0099,009902,328,427,1,427,328,99,20018
A,20010801,123726,1000533,00144A,0000520,1,14,1401,140103,0604,060401,388,594,1,594,388,206,20018
A,20010801,123726,1000533,00144A,0000188,1,11,1119,111901,1415,141500,251,418,1,418,251,167,20018
A,20010801,123726,1000533,00144A,0000416,1,11,1107,110721,0023,002300,299,389,1,389,299,90,20018
A,20010801,123726,1000533,00144A,0000271,1,14,1406,140697,1799,179903,340,498,1,498,340,158,20018
A,20010801,123726,1000533,00144A,0000467,1,11,1101,110115,0508,050800,173,225,1,225,173,52,20018
A,20010801,123726,1000533,00144A,0000575,1,11,1105,110501,0300,030002,378,492,1,492,378,114,20018
A,20010801,154629,1000531,00090A,0000392,1,14,1401,140107,1376,137605,254,411,1,411,254,157,20018
A,20010801,154629,1000531,00090A,0000399,1,11,1113,111307,0939,093902,198,258,1,258,198,60,20018
C,20010802,095841,1000483,00024C,0000308,1,14,1404,140407,0707,070700,468,739,6,4434,2808,1626,20018
B,20010802,095841,1000591,00024B,0000329,1,14,1401,140103,0094,009404,288,480,7,3360,2016,1344,20018
A,20010802,095841,1000535,00024A,0000308,1,14,1404,140407,0707,070700,468,759,6,4554,2808,1746,20018
C,20010802,095841,1000483,00024C,0000393,1,11,1105,110517,1889,188901,410,533,1,533,410,123,20018
B,20010802,095841,1000591,00024B,0000393,1,11,1105,110517,1889,188901,410,645,1,645,410,235,20018
A,20010802,095841,1000535,00024A,0000393,1,11,1105,110517,1889,188901,410,1372,5,6860,2050,4810,20018
C,20010802,095841,1000483,00024C,0000302,1,11,1108,110801,0136,013601,251,455,1,455,251,204,20018
B,20010802,095841,1000591,00024B,0000308,1,14,1404,140407,0707,070700,468,1376,5,6880,2340,4540,20018
A,20010802,095841,1000535,00024A,0000302,1,11,1108,110801,0136,013601,251,327,1,327,251,76,20018
C,20010802,095841,1000483,00024C,0000329,1,14,1401,140103,0094,009404,288,498,1,498,288,210,20018
B,20010802,095841,1000591,00024B,0000302,1,11,1108,110801,0136,013601,251,327,5,1635,1255,380,20018
A,20010802,095841,1000535,00024A,0000329,1,14,1401,140103,0094,009404,288,460,1,460,288,172,20018
C,20010802,103901,1000484,00128C,0000508,1,11,1117,111701,0471,047104,344,448,6,2688,2064,624,20018
B,20010802,103901,1000592,00128B,0000384,1,14,1402,140205,0556,055600,286,409,1,409,286,123,20018
A,20010802,103901,1000536,00128A,0000508,1,11,1117,111701,0471,047104,344,448,1,448,344,104,20018
C,20010802,103901,1000484,00128C,0000322,1,13,1303,130303,0606,060602,213,463,1,463,213,250,20018
B,20010802,103901,1000592,00128B,0000322,1,13,1303,130303,0606,060602,213,277,5,1385,1065,320,20018
A,20010802,103901,1000536,00128A,0000322,1,13,1303,130303,0606,060602,213,277,1,277,213,64,20018
C,20010802,103901,1000484,00128C,0000384,1,14,1402,140205,0556,055600,286,400,1,400,286,114,20018
B,20010802,103901,1000592,00128B,0000508,1,11,1117,111701,0471,047104,344,544,5,2720,1720,1000,20018
A,20010802,103901,1000536,00128A,0000250,1,11,1103,110397,0235,023501,268,349,1,349,268,81,20018
C,20010802,103901,1000484,00128C,0000250,1,11,1103,110397,0235,023501,268,349,1,349,268,81,20018
B,20010802,103901,1000592,00128B,0000250,1,11,1103,110397,0235,023501,268,349,1,349,268,81,20018
A,20010802,103901,1000536,00128A,0000384,1,14,1402,140205,0556,055600,286,519,5,2595,1430,1165,20018
C,20010802,131037,1000486,00218C,0000655,1,11,1111,111197,0996,099600,267,348,1,348,267,81,20018
B,20010802,113643,1000595,00277B,0000581,1,13,1303,130301,0586,058602,281,372,1,372,281,91,20018
A,20010802,113643,1000539,00277A,0000581,1,13,1303,130301,0586,058602,281,451,1,451,281,170,20018
C,20010802,131037,1000486,00218C,0000554,1,11,1108,110807,1716,171603,250,325,1,325,250,75,20018
B,20010802,113643,1000595,00277B,0000392,1,14,1401,140107,1376,137605,254,872,1,872,254,618,20018
A,20010802,113643,1000539,00277A,0000335,1,11,1101,110103,0485,048500,109,168,1,168,109,59,20018
C,20010802,131037,1000486,00218C,0000159,1,13,1302,130205,1689,168900,153,199,1,199,153,46,20018
B,20010802,113643,1000595,00277B,0000245,1,14,1402,140209,1505,150502,354,461,1,461,354,107,20018
A,20010802,113643,1000539,00277A,0000411,1,14,1406,140681,1053,105301,383,590,1,590,383,207,20018
C,20010802,131037,1000486,00218C,0000448,1,11,1120,112005,1298,129803,313,407,5,2035,1565,470,20018
B,20010802,113643,1000595,00277B,0000415,1,11,1115,111503,1902,190200,357,562,6,3372,2142,1230,20018
A,20010802,113643,1000539,00277A,0000245,1,14,1402,140209,1505,150502,354,461,1,461,354,107,20018
C,20010802,131037,1000486,00218C,0000259,1,11,1106,110697,0061,006101,263,571,1,571,263,308,20018
B,20010802,113643,1000595,00277B,0000335,1,11,1101,110103,0485,048500,109,175,1,175,109,66,20018
A,20010802,113643,1000539,00277A,0000415,1,11,1115,111503,1902,190200,357,465,5,2325,1785,540,20018
C,20010802,131037,1000486,00218C,0000422,1,14,1406,140671,1639,163900,459,597,6,3582,2754,828,20018
B,20010802,113643,1000595,00277B,0000411,1,14,1406,140681,1053,105301,383,823,1,823,383,440,20018
A,20010802,113643,1000539,00277A,0000392,1,14,1401,140107,1376,137605,254,411,7,2877,1778,1099,20018
C,20010802,131037,1000486,00218C,0000539,1,11,1111,111107,1835,183504,185,241,1,241,185,56,20018
B,20010802,131037,1000594,00218B,0000655,1,11,1111,111197,0996,099600,267,348,1,348,267,81,20018
A,20010802,131037,1000538,00218A,0000539,1,11,1111,111107,1835,183504,185,241,1,241,185,56,20018
C,20010802,143734,1000485,00201C,0000270,1,11,1115,111507,0605,060502,238,379,1,379,238,141,20018
B,20010802,131037,1000594,00218B,0000159,1,13,1302,130205,1689,168900,153,199,1,199,153,46,20018
A,20010802,131037,1000538,00218A,0000259,1,11,1106,110697,0061,006101,263,342,5,1710,1315,395,20018
C,20010802,143734,1000485,00201C,0000384,1,14,1402,140205,0556,055600,286,400,1,400,286,114,20018
B,20010802,131037,1000594,00218B,0000539,1,11,1111,111107,1835,183504,185,291,1,291,185,106,20018
A,20010802,131037,1000538,00218A,0000422,1,14,1406,140671,1639,163900,459,597,1,597,459,138,20018
C,20010802,143734,1000485,00201C,0000231,1,12,1297,129797,1878,187801,472,614,5,3070,2360,710,20018
B,20010802,131037,1000594,00218B,0000259,1,11,1106,110697,0061,006101,263,439,1,439,263,176,20018
A,20010802,131037,1000538,00218A,0000159,1,13,1302,130205,1689,168900,153,199,1,199,153,46,20018
C,20010802,143734,1000485,00201C,0000495,1,11,1111,111113,0138,013801,247,455,6,2730,1482,1248,20018
B,20010802,131037,1000594,00218B,0000422,1,14,1406,140671,1639,163900,459,696,4,2784,1836,948,20018
A,20010802,131037,1000538,00218A,0000448,1,11,1120,112005,1298,129803,313,555,7,3885,2191,1694,20018
B,20010802,131037,1000594,00218B,0000448,1,11,1120,112005,1298,129803,313,567,1,567,313,254,20018
A,20010802,131037,1000538,00218A,0000554,1,11,1108,110807,1716,171603,250,325,6,1950,1500,450,20018
B,20010802,131037,1000594,00218B,0000554,1,11,1108,110807,1716,171603,250,325,1,325,250,75,20018
A,20010802,131037,1000538,00218A,0000655,1,11,1111,111197,0996,099600,267,348,1,348,267,81,20018
B,20010802,143734,1000593,00201B,0000231,1,12,1297,129797,1878,187801,472,920,1,920,472,448,20018
A,20010802,143734,1000537,00201A,0000384,1,14,1402,140205,0556,055600,286,519,1,519,286,233,20018
B,20010802,143734,1000593,00201B,0000495,1,11,1111,111113,0138,013801,247,461,1,461,247,214,20018
A,20010802,143734,1000537,00201A,0000495,1,11,1111,111113,0138,013801,247,407,1,407,247,160,20018
B,20010802,143734,1000593,00201B,0000270,1,11,1115,111507,0605,060502,238,310,1,310,238,72,20018
A,20010802,143734,1000537,00201A,0000270,1,11,1115,111507,0605,060502,238,357,5,1785,1190,595,20018
B,20010802,143734,1000593,00201B,0000384,1,14,1402,140205,0556,055600,286,409,1,409,286,123,20018
A,20010802,143734,1000537,00201A,0000231,1,12,1297,129797,1878,187801,472,699,1,699,472,227,20018
D,20010802,095841,1000502,00024D,0000329,1,14,1401,140103,0094,009404,288,375,1,375,288,87,20018
D,20010802,095841,1000502,00024D,0000308,1,14,1404,140407,0707,070700,468,708,1,708,468,240,20018
D,20010802,095841,1000502,00024D,0000302,1,11,1108,110801,0136,013601,251,444,1,444,251,193,20018
D,20010802,095841,1000502,00024D,0000393,1,11,1105,110517,1889,188901,410,533,6,3198,2460,738,20018
D,20010802,103901,1000503,00128D,0000508,1,11,1117,111701,0471,047104,344,713,1,713,344,369,20018
D,20010802,103901,1000503,00128D,0000322,1,13,1303,130303,0606,060602,213,409,1,409,213,196,20018
D,20010802,103901,1000503,00128D,0000250,1,11,1103,110397,0235,023501,268,349,1,349,268,81,20018
D,20010802,103901,1000503,00128D,0000384,1,14,1402,140205,0556,055600,286,450,1,450,286,164,20018
D,20010802,131037,1000505,00218D,0000554,1,11,1108,110807,1716,171603,250,325,3,975,750,225,20018
D,20010802,131037,1000505,00218D,0000259,1,11,1106,110697,0061,006101,263,342,5,1710,1315,395,20018
D,20010802,131037,1000505,00218D,0000448,1,11,1120,112005,1298,129803,313,407,6,2442,1878,564,20018
D,20010802,131037,1000505,00218D,0000159,1,13,1302,130205,1689,168900,153,199,1,199,153,46,20018
D,20010802,131037,1000505,00218D,0000655,1,11,1111,111197,0996,099600,267,348,1,348,267,81,20018
D,20010802,131037,1000505,00218D,0000539,1,11,1111,111107,1835,183504,185,241,1,241,185,56,20018
D,20010802,131037,1000505,00218D,0000422,1,14,1406,140671,1639,163900,459,597,1,597,459,138,20018
D,20010802,143734,1000504,00201D,0000384,1,14,1402,140205,0556,055600,286,450,1,450,286,164,20018
D,20010802,143734,1000504,00201D,0000495,1,11,1111,111113,0138,013801,247,322,1,322,247,75,20018
D,20010802,143734,1000504,00201D,0000270,1,11,1115,111507,0605,060502,238,310,1,310,238,72,20018
D,20010802,143734,1000504,00201D,0000231,1,12,1297,129797,1878,187801,472,614,5,3070,2360,710,20018
C,20010803,112803,1000489,00085C,0000228,1,14,1402,140205,0749,074904,325,741,6,4446,1950,2496,20018
A,20010803,112803,1000542,00085A,0000549,1,11,1101,110119,1994,199404,330,614,1,614,330,284,20018
D,20010803,112803,1000508,00085D,0000581,1,13,1303,130301,0586,058602,281,366,1,366,281,85,20018
C,20010803,112803,1000489,00085C,0000439,1,11,1104,110411,1007,100700,187,308,1,308,187,121,20018
A,20010803,112803,1000542,00085A,0000258,1,11,1105,110505,1021,102101,170,290,1,290,170,120,20018
D,20010803,112803,1000508,00085D,0000258,1,11,1105,110505,1021,102101,170,221,1,221,170,51,20018
C,20010803,112803,1000489,00085C,0000258,1,11,1105,110505,1021,102101,170,221,1,221,170,51,20018
