中分類,メーカー,数量,金額,数量シェア,金額シェア
11,0244,42,22176,0.001247883056,0.001447024553
11,0266,234,113256,0.006952491309,0.007390161107
11,0268,52,31464,0.001544998069,0.002053083537
11,0282,32,10615,0.0009507680423,0.0006926481613
11,0290,52,22632,0.001544998069,0.001476779386
11,0295,89,28494,0.002644323618,0.001859285606
11,0299,37,23791,0.001099325549,0.001552406256
11,0300,75,41333,0.002228362599,0.002697053834
11,0302,126,119811,0.003743649167,0.007817886844
11,0312,35,17107,0.001039902546,0.001116263033
11,0315,135,83370,0.004011052678,0.005440044956
11,0319,132,79999,0.003921918175,0.005220081041
11,0321,37,11901,0.001099325549,0.000776562013
11,0327,7,4601,0.0002079805093,0.0003002236637
11,0338,117,78841,0.003476245655,0.005144519424
11,0341,153,73800,0.004545859702,0.004815584956
11,0344,106,42600,0.00314941914,0.002779727901
11,0346,196,131581,0.005823454259,0.008585900868
11,0353,110,47032,0.003268265145,0.003068924006
11,0358,124,49098,0.003684226164,0.003203734284
11,0367,47,8861,0.001396440562,0.0005781964538
11,0370,128,35407,0.003803072169,0.002310371498
11,0376,161,69265,0.004783551713,0.004519667913
11,0384,12,6396,0.0003565380159,0.0004173506961
11,0393,75,45924,0.002228362599,0.00299662498
11,0401,10,3610,0.0002971150132,0.0002355591015
11,0405,135,53293,0.004011052678,0.003477465705
11,0407,189,94272,0.00561547375,0.006151420392
11,0412,79,36669,0.002347208604,0.002392719305
11,0415,4,1768,0.0001188460053,0.0001153652331
11,0420,58,29737,0.001723267077,0.001940393629
11,0433,9,5499,0.0002674035119,0.0003588198058
11,0438,213,151670,0.006328549782,0.009896744854
11,0442,174,104785,0.00516980123,0.006837412867
11,0449,44,14744,0.001307306058,0.0009620729619
11,0454,12,4809,0.0003565380159,0.0003137960441
11,0456,30,14640,0.0008913450397,0.0009552867717
11,0463,217,58848,0.006447395787,0.003839939613
11,0465,164,47871,0.004872686217,0.00312367029
11,0471,104,61521,0.003089996138,0.004014357751
11,0472,56,34039,0.001663844074,0.002221106996
11,0473,83,35665,0.00246605461,0.002327206469
11,0477,69,15094,0.002050093591,0.0009849111019
11,0480,8,5088,0.0002376920106,0.0003320013043
11,0482,135,109345,0.004011052678,0.007134961206
11,0484,16,5769,0.0004753840212,0.0003764377996
11,0485,110,19413,0.003268265145,0.00126673375
11,0494,39,12831,0.001158748552,0.0008372462136
11,0501,167,96177,0.004961820721,0.006275725126
11,0506,185,80846,0.005496627745,0.00527534934
11,0508,245,68312,0.007279317824,0.00445748292
11,0522,131,50030,0.003892206673,0.003264548988
11,0523,166,96630,0.004932109219,0.006305284204
11,0524,24,7896,0.0007130760317,0.0005152284391
11,0530,21,3612,0.0006239415278,0.0002356896051
11,0533,56,17766,0.001663844074,0.001159263988
11,0542,160,146565,0.004753840212,0.009563634268
11,0544,20,4695,0.0005942300264,0.0003063573356
11,0545,86,14806,0.002555189114,0.0009661185752
11,0547,75,25263,0.002228362599,0.001648456948
11,0550,134,80729,0.003981341177,0.005267714876
11,0552,31,15651,0.000921056541,0.00102125637
11,0554,45,11637,0.001337017559,0.0007593355302
11,0565,83,26381,0.00246605461,0.001721408492
11,0566,20,7620,0.0005942300264,0.0004972189344
11,0567,104,57688,0.003089996138,0.003764247492
11,0569,120,85694,0.003565380159,0.005591690206
11,0572,15,7057,0.0004456725198,0.0004604821549
11,0581,12,5640,0.0003565380159,0.0003680203137
11,0591,55,27833,0.001634132573,0.001816154147
11,0594,9,6354,0.0002674035119,0.0004146101193
11,0596,34,11775,0.001010191045,0.0007683402825
11,0605,129,44523,0.003832783671,0.002905207168
11,0610,36,17208,0.001069614048,0.001122853468
11,0612,21,14154,0.0006239415278,0.0009235743829
11,0616,148,89144,0.004397302196,0.005816809015
11,0617,86,17262,0.002555189114,0.001126377066
11,0621,105,58252,0.003119707639,0.003801049523
11,0623,104,57368,0.003089996138,0.003743366907
11,0649,116,70990,0.003446534153,0.004632227317
11,0663,144,45973,0.00427845619,0.002999822319
11,0674,34,5814,0.001010191045,0.0003793741319
11,0678,117,48526,0.003476245655,0.003166410238
11,0679,175,79688,0.005199512731,0.005199787723
11,0686,4,1328,0.0001188460053,8.665442847e-05
11,0690,149,125563,0.004427013697,0.008193215363
11,0701,156,71936,0.004634994206,0.004693955547
11,0712,13,4719,0.0003862495172,0.0003079233795
11,0713,205,107899,0.006090857771,0.007040607061
11,0716,6,3552,0.0001782690079,0.0002317744954
11,0717,115,35319,0.003416822652,0.002304629337
11,0725,116,20823,0.003446534153,0.001358738828
11,0728,194,225163,0.005764031256,0.0146922975
11,0729,82,30154,0.002436343108,0.001967603642
11,0735,8,3072,0.0002376920106,0.0002004536177
11,0736,118,54043,0.003505957156,0.003526404577
11,0742,33,6342,0.0009804795436,0.0004138270974
11,0744,92,46878,0.002733458122,0.003058875224
11,0745,176,65892,0.005229224233,0.004299573494
11,0751,201,67645,0.005972011766,0.00441395995
11,0752,39,14399,0.001158748552,0.000939561081
11,0764,5,2210,0.0001485575066,0.0001442065414
11,0777,54,26384,0.001604421071,0.001721604248
11,0779,18,3384,0.0005348070238,0.0002208121882
11,0780,9,2979,0.0002674035119,0.0001943851976
11,0781,122,42392,0.003624803161,0.002766155521
11,0786,15,7065,0.0004456725198,0.0004610041695
11,0789,8,2752,0.0002376920106,0.0001795730325
11,0796,5,2940,0.0001485575066,0.0001918403763
11,0799,100,52552,0.002971150132,0.0034291141
11,0802,50,24033,0.001485575066,0.001568197198
11,0804,37,17994,0.001099325549,0.001174141405
11,0807,128,24105,0.003803072169,0.00157289533
11,0823,55,33657,0.001634132573,0.002196180797
11,0824,25,6423,0.0007427875331,0.0004191124955
11,0828,16,6064,0.0004753840212,0.000395687089
11,0835,4,1472,0.0001188460053,9.60506918e-05
11,0836,4,796,0.0001188460053,5.194045562e-05
11,0844,263,134185,0.007814124848,0.00875581663
11,0854,36,7596,0.001069614048,0.0004956528905
11,0869,112,30466,0.003327688148,0.001987962212
11,0870,52,32850,0.001544998069,0.002143522572
11,0871,16,7341,0.0004753840212,0.0004790136742
11,0875,18,8262,0.0005348070238,0.0005391106084
11,0876,101,49574,0.003000861634,0.003234794154
11,0901,62,18143,0.001842113082,0.001183863927
11,0904,54,24087,0.001604421071,0.001571720797
11,0907,10,3180,0.0002971150132,0.0002075008152
11,0909,26,11940,0.0007724990344,0.0007791068343
11,0915,2,996,5.942300264e-05,6.499082135e-05
11,0928,25,5232,0.0007427875331,0.0003413975676
11,0929,129,81266,0.003832783671,0.005302755108
11,0931,117,53119,0.003476245655,0.003466111887
11,0932,2,516,5.942300264e-05,3.366994359e-05
11,0938,19,7908,0.0005645185251,0.0005160114611
11,0939,147,45768,0.004367590694,0.002986445694
11,0942,9,5679,0.0002674035119,0.000370565135
11,0951,25,10900,0.0007427875331,0.0007112449325
11,0952,39,14508,0.001158748552,0.0009466735303
11,0956,92,17314,0.002733458122,0.001129770162
11,0960,51,16575,0.001515286567,0.00108154906
11,0969,80,49738,0.002376920106,0.003245495454
11,0977,39,15122,0.001158748552,0.0009867381531
11,0984,4,1444,0.0001188460053,9.422364059e-05
11,0996,36,12588,0.001069614048,0.0008213900192
11,0997,4,1884,0.0001188460053,0.0001229344452
11,1001,85,55134,0.002525477612,0.003597594322
11,1006,123,46127,0.003654514663,0.003009871101
11,1007,149,48275,0.004427013697,0.003150032029
11,1012,29,9377,0.0008616335383,0.0006118663974
11,1013,152,79647,0.004516148201,0.005197112398
11,1015,22,5434,0.0006536530291,0.000354578437
11,1021,252,65557,0.007487298333,0.004277714132
11,1024,1,268,2.971150132e-05,1.748749008e-05
11,1032,145,68083,0.004308167692,0.004442540251
11,1034,11,2475,0.0003268265145,0.0001614982759
11,1035,13,4719,0.0003862495172,0.0003079233795
11,1053,79,37663,0.002347208604,0.002457579623
11,1057,110,60108,0.003268265145,0.003922156917
11,1060,16,5376,0.0004753840212,0.0003507938309
11,1067,110,48408,0.003268265145,0.003158710522
11,1077,20,7138,0.0005942300264,0.000465767553
11,1080,153,56191,0.004545859702,0.003666565505
11,1083,227,118323,0.0067445108,0.007720792123
11,1090,91,39823,0.00270374662,0.002598523573
11,1100,44,15614,0.001307306058,0.001018842053
11,1107,107,37951,0.003179130641,0.00247637215
11,1108,16,8352,0.0004753840212,0.000544983273
11,1110,86,34483,0.002555189114,0.002250078808
11,1113,37,9322,0.001099325549,0.0006082775468
11,1117,200,86347,0.005942300264,0.00563429965
11,1124,187,73462,0.005556050747,0.004793529837
11,1126,22,4958,0.0006536530291,0.0003235185665
11,1133,133,67016,0.003951629676,0.00437291655
11,1136,25,6125,0.0007427875331,0.0003996674506
11,1139,14,5488,0.0004159610185,0.0003581020357
11,1145,155,59802,0.004605282705,0.003902189858
11,1148,132,64251,0.003921918175,0.004192495244
11,1151,55,35938,0.001634132573,0.002345020219
11,1154,40,16116,0.001188460053,0.001051598471
11,1158,46,10787,0.001366729061,0.0007038714758
11,1160,18,8244,0.0005348070238,0.0005379360755
11,1161,9,4851,0.0002674035119,0.0003165366209
11,1170,58,26390,0.001723267077,0.001721995759
11,1172,4,2332,0.0001188460053,0.0001521672644
11,1175,125,48065,0.003713937665,0.003136329145
11,1188,12,6216,0.0003565380159,0.000405605367
11,1193,213,102004,0.006328549782,0.006655947531
11,1198,152,80227,0.004516148201,0.005234958458
11,1203,46,24674,0.001366729061,0.001610023621
11,1207,162,83152,0.004813263214,0.005425820057
11,1215,37,20862,0.001099325549,0.00136128365
11,1216,139,49685,0.004129898684,0.003242037107
11,1221,162,68971,0.004813263214,0.004500483875
11,1223,75,34123,0.002228362599,0.00222658815
11,1226,145,84658,0.004308167692,0.005524089311
11,1229,103,58333,0.003060284636,0.003806334922
11,1238,88,9503,0.002614612116,0.0006200881278
11,1241,18,3852,0.0005348070238,0.000251350044
11,1258,205,111843,0.006090857771,0.007297960274
11,1259,10,4220,0.0002971150132,0.000275362717
11,1260,72,44208,0.002139228095,0.002884652842
11,1261,185,63294,0.005496627745,0.004130049244
11,1263,157,54245,0.004664705708,0.003539585446
11,1273,55,25168,0.001634132573,0.001642258024
11,1274,40,19040,0.001188460053,0.001242394818
11,1285,147,96675,0.004367590694,0.006308220536
11,1287,129,47017,0.003832783671,0.003067945228
11,1296,78,27306,0.002317497103,0.001781766434
11,1298,120,55124,0.003565380159,0.003596941803
11,1315,101,30503,0.003000861634,0.00199037653
11,1318,15,7920,0.0004456725198,0.000516794483
11,1319,87,20159,0.002584900615,0.001315411614
11,1322,194,113376,0.005764031256,0.007397991327
11,1325,4,1624,0.0001188460053,0.0001059689698
11,1327,182,60059,0.005407493241,0.003918959578
11,1334,118,22533,0.003505957156,0.001470319455
11,1336,128,54994,0.003803072169,0.003588459066
11,1339,11,3806,0.0003268265145,0.0002483484599
11,1340,138,93288,0.004100187182,0.006087212593
11,1341,140,24658,0.004159610185,0.001608979591
11,1347,41,15641,0.001218171554,0.001020603852
11,1353,68,26495,0.00202038209,0.001728847201
11,1361,104,40565,0.003089996138,0.00264694043
11,1364,155,71521,0.004605282705,0.004666876038
11,1369,89,44822,0.002644323618,0.002924717464
11,1378,213,69555,0.006328549782,0.004538590943
11,1400,119,68955,0.003535668657,0.004499439846
11,1403,15,10896,0.0004456725198,0.0007109839251
11,1404,30,14715,0.0008913450397,0.0009601806588
11,1405,145,68349,0.004308167692,0.004459897238
11,1409,44,16804,0.001307306058,0.001096491729
11,1410,14,5698,0.0004159610185,0.0003718049197
11,1414,8,832,0.0002376920106,5.428952145e-05
11,1415,72,24720,0.002139228095,0.001613025205
11,1417,125,42678,0.003713937665,0.002784817544
11,1424,24,9552,0.0007130760317,0.0006232854674
11,1429,12,4620,0.0003565380159,0.0003014634484
11,1430,47,16262,0.001396440562,0.001061125238
11,1431,90,40388,0.002674035119,0.002635390856
11,1433,38,12646,0.00112903705,0.0008251746253
11,1440,85,47791,0.002525477612,0.003118450144
11,1441,26,10321,0.0007724990344,0.0006734641237
11,1444,164,65188,0.004872686217,0.004253636207
11,1463,111,93510,0.003297976647,0.006101698499
11,1466,28,5251,0.000831922037,0.0003426373523
11,1471,52,13538,0.001544998069,0.0008833792565
11,1477,87,57348,0.002584900615,0.00374206187
11,1478,33,14798,0.0009804795436,0.0009655965606
11,1480,91,40723,0.00270374662,0.002657250219
11,1484,161,54249,0.004783551713,0.003539846453
11,1487,153,96618,0.004545859702,0.006304501182
11,1489,25,15125,0.0007427875331,0.0009869339086
11,1492,35,9695,0.001039902546,0.0006326164789
11,1496,205,140847,0.006090857771,0.009190524312
11,1508,32,22870,0.0009507680423,0.001492309322
11,1509,16,8234,0.0004753840212,0.0005372835572
11,1510,61,25912,0.001812401581,0.001690805384
11,1515,19,7506,0.0005645185251,0.000489780226
11,1516,65,20276,0.001931247586,0.001323046078
11,1517,4,1672,0.0001188460053,0.0001091010575
11,1523,80,37997,0.002376920106,0.002479373734
11,1527,89,40037,0.002644323618,0.002612487464
11,1546,12,3980,0.0003565380159,0.0002597022781
11,1547,11,4433,0.0003268265145,0.0002892613565
11,1548,102,32455,0.003030573135,0.002117748099
11,1556,195,92754,0.005793742758,0.006052368116
11,1558,138,42521,0.004100187182,0.002774573007
11,1565,133,78384,0.003951629676,0.005114699338
11,1566,77,31129,0.002287785602,0.002031224175
11,1568,103,57858,0.003060284636,0.003775340303
11,1570,43,19935,0.001277594557,0.001300795204
11,1571,39,14933,0.001158748552,0.0009744055575
11,1574,139,71219,0.004129898684,0.004647169986
11,1578,87,40275,0.002584900615,0.0026280174
11,1579,66,31095,0.001960959087,0.002029005612
11,1586,26,11636,0.0007724990344,0.0007592702784
11,1624,87,52410,0.002584900615,0.00341984834
11,1628,2,848,5.942300264e-05,5.533355071e-05
11,1631,33,16014,0.0009804795436,0.001044942784
11,1644,87,50681,0.002584900615,0.003307027929
11,1646,135,56116,0.004011052678,0.003661671617
11,1649,171,107087,0.005080666726,0.006987622576
11,1651,23,7544,0.0006833645304,0.0004922597955
11,1653,15,6990,0.0004456725198,0.0004561102824
11,1656,37,19869,0.001099325549,0.001296488584
11,1658,7,3297,0.0002079805093,0.0002151352791
11,1659,198,88111,0.005882877262,0.005749403876
11,1662,55,25936,0.001634132573,0.001692371428
11,1668,127,38999,0.003773360668,0.002544756066
11,1669,100,51576,0.002971150132,0.003365428315
11,1682,12,6264,0.0003565380159,0.0004087374548
11,1684,39,18710,0.001158748552,0.001220861714
11,1705,330,162828,0.009804795436,0.01062482476
11,1715,32,12348,0.0009507680423,0.0008057295804
11,1716,74,31716,0.002198651098,0.002069526998
11,1720,125,48743,0.003713937665,0.003180569885
11,1725,78,42685,0.002317497103,0.002785274307
11,1729,21,8653,0.0006239415278,0.0005646240734
11,1735,87,26458,0.002584900615,0.001726432883
11,1736,124,41406,0.003684226164,0.002701817218
11,1739,18,3456,0.0005348070238,0.0002255103199
11,1755,137,61751,0.004070475681,0.004029365672
11,1760,16,8832,0.0004753840212,0.0005763041508
11,1763,147,41941,0.004367590694,0.002736726946
11,1765,120,31995,0.003565380159,0.002087732258
11,1770,53,25175,0.00157470957,0.001642714787
11,1771,130,48432,0.003862495172,0.003160276566
11,1772,75,43988,0.002228362599,0.002870297439
11,1776,136,71587,0.00404076418,0.004671182659
11,1789,55,34830,0.001634132573,0.002272721192
11,1801,65,44576,0.001931247586,0.002908665515
11,1808,8,3480,0.0002376920106,0.0002270763638
11,1811,42,15198,0.001247883056,0.0009916972921
11,1812,119,36131,0.003535668657,0.002357613822
11,1816,55,9065,0.001634132573,0.0005915078269
11,1819,9,3762,0.0002674035119,0.0002454773794
11,1820,34,16014,0.001010191045,0.001044942784
11,1826,10,2640,0.0002971150132,0.0001722648277
11,1835,40,10440,0.001188460053,0.0006812290913
11,1844,149,42446,0.004427013697,0.00276967912
11,1850,69,12967,0.002050093591,0.0008461204623
11,1853,133,43874,0.003951629676,0.002862858731
11,1854,121,49527,0.00359509166,0.003231727318
11,1860,12,3156,0.0003565380159,0.0002059347713
11,1862,196,90877,0.005823454259,0.005929890434
11,1869,20,9360,0.0005942300264,0.0006107571163
11,1880,106,27831,0.00314941914,0.001816023644
11,1883,89,38738,0.002644323618,0.002527725339
11,1884,42,15490,0.001247883056,0.001010750826
11,1886,52,8616,0.001544998069,0.0005622097558
11,1889,254,195267,0.007546721336,0.01274152883
11,1895,57,33180,0.001693555575,0.002165055675
11,1896,184,28704,0.005466916243,0.00187298849
11,1898,8,3416,0.0002376920106,0.0002229002467
11,1902,218,104645,0.006477107288,0.006828277611
11,1908,140,53427,0.004159610185,0.00348620945
11,1913,71,25702,0.002109516594,0.0016771025
11,1915,9,3717,0.0002674035119,0.0002425410472
11,1918,9,3600,0.0002674035119,0.0002349065832
11,1919,255,203362,0.007576432837,0.01326974238
11,1924,22,9590,0.0006536530291,0.0006257650369
11,1942,118,48250,0.003505957156,0.003148400733
11,1943,132,93286,0.003921918175,0.006087082089
11,1955,141,87729,0.004189321686,0.005724477677
11,1974,55,22886,0.001634132573,0.001493353351
11,1991,50,16509,0.001485575066,0.001077242439
11,1994,84,44514,0.002495766111,0.002904619901
11,1995,9,2844,0.0002674035119,0.0001855762007
12,0293,80,31955,0.1891252955,0.156795109
12,0316,16,5568,0.0378250591,0.02732076879
12,0573,34,19890,0.08037825059,0.09759520316
12,0828,13,6903,0.03073286052,0.03387127639
12,1416,10,4495,0.02364066194,0.02205582897
12,1483,49,17815,0.1158392435,0.08741370258
12,1725,141,65328,0.3333333333,0.3205479855
12,1878,80,51847,0.1891252955,0.2544001256
13,0000,4,1248,0.0007092198582,0.0004598998981
13,0025,106,50153,0.01879432624,0.01848185864
13,0026,48,17272,0.008510638298,0.006364896666
13,0054,168,85587,0.02978723404,0.03153962546
13,0104,74,17612,0.01312056738,0.006490189908
13,0120,112,64206,0.01985815603,0.02366052312
13,0165,8,4816,0.001418439716,0.001774741914
13,0174,13,3068,0.002304964539,0.001130587249
13,0207,67,49218,0.01187943262,0.01813730223
13,0231,6,1182,0.001063829787,0.0004355782688
13,0244,8,4424,0.001418439716,0.001630286177
13,0285,33,14355,0.00585106383,0.005289954356
13,0287,9,1611,0.001595744681,0.0005936688588
13,0303,24,10440,0.004255319149,0.003847239532
13,0320,68,38580,0.01205673759,0.01421709781
13,0340,65,31771,0.0115248227,0.0117079164
13,0386,200,79104,0.03546099291,0.02915057815
13,0388,30,15150,0.005319148936,0.005582919436
13,0394,99,45764,0.01755319149,0.0168644703
13,0416,87,40865,0.01542553191,0.0150591421
13,0471,142,78186,0.02517730496,0.0288122864
13,0518,111,73168,0.01968085106,0.02696310556
13,0536,148,71611,0.02624113475,0.02638933622
13,0546,31,13219,0.005496453901,0.004871327526
13,0561,47,35807,0.008333333333,0.01319522087
13,0578,146,91619,0.02588652482,0.03376247497
13,0586,69,28246,0.01223404255,0.01040892029
13,0594,35,20167,0.006205673759,0.007431731766
13,0596,116,60079,0.02056737589,0.02213968428
13,0606,106,34575,0.01879432624,0.01274121713
13,0621,23,5474,0.004078014184,0.002017221188
13,0712,101,52097,0.01790780142,0.01919824118
13,0773,25,6900,0.004432624113,0.002542715783
13,0779,64,17577,0.01134751773,0.006477292074
13,0793,49,37338,0.008687943262,0.01375940897
13,0811,9,2988,0.001595744681,0.001101106487
13,0836,9,5652,0.001595744681,0.002082815885
13,0854,117,44028,0.02074468085,0.01622473775
13,0887,144,80046,0.02553191489,0.02949771414
13,0967,4,1272,0.0007092198582,0.0004687441269
13,0971,119,38610,0.02109929078,0.0142281531
13,0976,12,5796,0.002127659574,0.002135881257
13,0979,12,3708,0.002127659574,0.001366433351
13,1017,183,78594,0.03244680851,0.02896263829
13,1033,140,68721,0.02482269504,0.02532434367
13,1056,72,12755,0.01276595745,0.004700339102
13,1115,70,20908,0.01241134752,0.007704797331
13,1137,109,63247,0.01932624113,0.02330712248
13,1157,14,6888,0.002482269504,0.002538293668
13,1195,26,10816,0.004609929078,0.003985799117
13,1202,9,4167,0.001595744681,0.001535579227
13,1226,36,11892,0.006382978723,0.004382315375
13,1230,71,36939,0.01258865248,0.01361237367
13,1248,87,28933,0.01542553191,0.01066208634
13,1293,110,32776,0.0195035461,0.01207826848
13,1301,105,70748,0.01861702128,0.02607131249
13,1310,146,90847,0.02588652482,0.03347798561
13,1380,38,20426,0.006737588652,0.007527175736
13,1382,66,46666,0.01170212766,0.0171968659
13,1427,81,19569,0.01436170213,0.007211363065
13,1454,38,14592,0.006737588652,0.005377291116
13,1468,127,59086,0.0225177305,0.02177375431
13,1482,86,24155,0.01524822695,0.008901347787
13,1492,141,67440,0.025,0.02485228295
13,1537,98,50078,0.01737588652,0.01845422043
13,1677,141,64804,0.025,0.02388089182
13,1686,61,39011,0.01081560284,0.01437592542
13,1689,39,8369,0.006914893617,0.003084056288
13,1690,10,5270,0.001773049645,0.001942045243
13,1747,8,4552,0.001418439716,0.001677455397
13,1749,12,5040,0.002127659574,0.00185728805
13,1772,98,57395,0.01737588652,0.02115060469
13,1776,8,4418,0.001418439716,0.00162807512
13,1781,51,17668,0.009042553191,0.006510826442
13,1839,92,52479,0.01631205674,0.01933901182
13,1844,14,8400,0.002482269504,0.003095480083
13,1886,183,114677,0.03244680851,0.0422595678
13,1893,76,36942,0.0134751773,0.01361347919
13,1921,26,8840,0.004609929078,0.003257624278
13,1950,100,60937,0.01773049645,0.02245586546
14,0024,21,10731,0.001888659052,0.002132840315
14,0080,49,14988,0.004406871122,0.002978940512
14,0094,167,83512,0.01501933627,0.01659843075
14,0096,27,12714,0.002428275924,0.002526971556
14,0099,85,36727,0.007644572354,0.007299676288
14,0108,175,91065,0.01573882543,0.01809962755
14,0125,30,4860,0.00269808436,0.0009659494856
14,0129,129,32535,0.01160176275,0.006466495168
14,0147,100,44661,0.008993614534,0.008876598761
14,0153,106,38467,0.009533231406,0.007645510054
14,0164,47,28347,0.004226998831,0.005634109068
14,0175,222,84737,0.01996582426,0.01684190567
14,0189,61,26596,0.005486104866,0.005286088996
14,0194,21,6972,0.001888659052,0.001385720126
14,0198,47,20979,0.004226998831,0.004169681946
14,0203,49,30211,0.004406871122,0.006004588459
14,0227,140,78060,0.01259106035,0.01551481828
14,0255,68,31785,0.006115657883,0.006317428889
14,0263,122,40614,0.01097220973,0.008072237121
14,0266,39,4596,0.003507509668,0.0009134781555
14,0302,93,43189,0.008364061516,0.008584031344
14,0308,10,5760,0.0008993614534,0.00114482902
14,0318,19,6821,0.001708786761,0.001355708116
14,0335,16,7376,0.001438978325,0.001466017162
14,0338,62,15449,0.005576041011,0.003070566585
14,0361,158,84409,0.01420991096,0.01677671402
14,0369,153,63345,0.01376023024,0.01259013789
14,0371,131,56298,0.01178163504,0.01118951114
14,0399,16,7472,0.001438978325,0.001485097645
14,0405,157,83089,0.01411997482,0.01651435737
14,0418,28,17160,0.002518212069,0.003410636455
14,0423,192,75144,0.0172677399,0.01493524859
14,0427,12,4404,0.001079233744,0.0008753171882
14,0549,62,35772,0.005576041011,0.007109865226
14,0550,76,27892,0.006835147046,0.005543675525
14,0556,219,112219,0.01969601583,0.02230409163
14,0570,103,56154,0.00926342297,0.01116089041
14,0585,134,77063,0.01205144348,0.01531665951
14,0590,194,117962,0.0174476122,0.02344554182
14,0597,204,37118,0.01834697365,0.007377389508
14,0598,2,706,0.0001798722907,0.000140321057
14,0604,103,55345,0.00926342297,0.01100009759
14,0614,87,36215,0.007824444644,0.007197913708
14,0617,58,23311,0.00521629643,0.004633178695
14,0670,21,10332,0.001888659052,0.002053537055
14,0675,27,13058,0.002428275924,0.002595343289
14,0678,85,63748,0.007644572354,0.01267023617
14,0691,12,5844,0.001079233744,0.001161524443
14,0694,171,70448,0.01537908085,0.01400189493
14,0707,160,134154,0.01438978325,0.02666378339
14,0714,50,13738,0.004496807267,0.002730496715
14,0749,85,43132,0.007644572354,0.008572702307
14,0750,29,10005,0.002608148215,0.001988544157
14,0760,27,6318,0.002428275924,0.001255734331
14,0769,133,36305,0.01196150733,0.007215801662
14,0773,92,44136,0.008274125371,0.008772252366
14,0779,38,18838,0.003417573523,0.003744147409
14,0788,78,29371,0.007015019336,0.005837634227
14,0813,9,4752,0.000809425308,0.0009444839415
14,0824,17,5835,0.001528914471,0.001159735648
14,0846,32,7698,0.002877956651,0.001530016284
14,0856,133,65485,0.01196150733,0.01301547368
14,0891,16,6064,0.001438978325,0.001205250552
14,0894,108,67431,0.009713103696,0.01340225098
14,0898,30,15690,0.00269808436,0.003118466549
14,0910,62,34431,0.005576041011,0.00684333472
14,0918,136,107378,0.01223131577,0.02134191849
14,0921,22,14115,0.001978595197,0.002805427364
14,0934,75,8871,0.0067452109,0.001763155944
14,0939,63,24039,0.005665977156,0.004777872363
14,0949,92,39816,0.008274125371,0.007913630601
14,0960,33,9288,0.002967892796,0.001846036795
14,0983,125,60504,0.01124201817,0.01202547483
14,1038,16,5796,0.001438978325,0.001151984201
14,1043,37,25467,0.003327637377,0.005061694558
14,1053,152,102618,0.01367029409,0.02039584451
14,1068,28,14874,0.002518212069,0.002956282438
14,1092,28,12504,0.002518212069,0.002485232998
14,1100,223,81331,0.02005576041,0.01616494601
