customer,date,dayDiff
00005D,20010228,4629
00005D,20010228,4629
00005D,20010228,4629
00005D,20010228,4629
00005D,20010228,4629
00005D,20010228,4629
00006A,20010531,4537
00006A,20010531,4537
00006A,20010531,4537
00006A,20010531,4537
00006A,20010531,4537
00006A,20010616,4521
00006A,20010616,4521
00006A,20010710,4497
00006A,20010710,4497
00006A,20010710,4497
00006A,20010710,4497
00006A,20010710,4497
00006A,20010805,4471
00006A,20010805,4471
00006A,20010914,4431
00006A,20010914,4431
00006A,20010914,4431
00006A,20010914,4431
00006A,20010914,4431
00006A,20010926,4419
00006A,20010926,4419
00006A,20010926,4419
00006A,20010926,4419
00006A,20011021,4394
00006A,20011021,4394
00006A,20011021,4394
00006A,20011021,4394
00006A,20011021,4394
00006A,20011103,4381
00006A,20011103,4381
00006A,20011103,4381
00006A,20011103,4381
00006A,20011105,4379
00006A,20011105,4379
00006A,20011105,4379
00006A,20011105,4379
00006A,20011105,4379
00006A,20011105,4379
00006A,20011105,4379
00006A,20011105,4379
00006A,20011106,4378
00006A,20011220,4334
00006A,20011220,4334
00006A,20011220,4334
00006A,20011220,4334
00006B,20010531,4537
00006B,20010531,4537
00006B,20010531,4537
00006B,20010531,4537
00006B,20010531,4537
00006B,20010616,4521
00006B,20010616,4521
00006B,20010710,4497
00006B,20010710,4497
00006B,20010710,4497
00006B,20010710,4497
00006B,20010710,4497
00006B,20010805,4471
00006B,20010805,4471
00006B,20010914,4431
00006B,20010914,4431
00006B,20010914,4431
00006B,20010914,4431
00006B,20010914,4431
00006B,20010926,4419
00006B,20010926,4419
00006B,20010926,4419
00006B,20010926,4419
00006B,20011021,4394
00006B,20011021,4394
00006B,20011021,4394
00006B,20011021,4394
00006B,20011021,4394
00006B,20011103,4381
00006B,20011103,4381
00006B,20011103,4381
00006B,20011103,4381
00006B,20011105,4379
00006B,20011105,4379
00006B,20011105,4379
00006B,20011105,4379
00006B,20011105,4379
00006B,20011105,4379
00006B,20011105,4379
00006B,20011105,4379
00006B,20011106,4378
00006B,20011220,4334
00006B,20011220,4334
00006B,20011220,4334
00006B,20011220,4334
00006C,20010531,4537
00006C,20010531,4537
00006C,20010531,4537
00006C,20010531,4537
00006C,20010531,4537
00006C,20010616,4521
00006C,20010616,4521
00006C,20010710,4497
00006C,20010710,4497
00006C,20010710,4497
00006C,20010710,4497
00006C,20010710,4497
00006C,20010805,4471
00006C,20010805,4471
00006C,20010914,4431
00006C,20010914,4431
00006C,20010914,4431
00006C,20010914,4431
00006C,20010914,4431
00006C,20010926,4419
00006C,20010926,4419
00006C,20010926,4419
00006C,20010926,4419
00006C,20011021,4394
00006C,20011021,4394
00006C,20011021,4394
00006C,20011021,4394
00006C,20011021,4394
00006C,20011103,4381
00006C,20011103,4381
00006C,20011103,4381
00006C,20011103,4381
00006C,20011105,4379
00006C,20011105,4379
00006C,20011105,4379
00006C,20011105,4379
00006C,20011105,4379
00006C,20011105,4379
00006C,20011105,4379
00006C,20011105,4379
00006C,20011106,4378
00006C,20011220,4334
00006C,20011220,4334
00006C,20011220,4334
00006C,20011220,4334
00006D,20010531,4537
00006D,20010531,4537
00006D,20010531,4537
00006D,20010531,4537
00006D,20010531,4537
00006D,20010616,4521
00006D,20010616,4521
00006D,20010710,4497
00006D,20010710,4497
00006D,20010710,4497
00006D,20010710,4497
00006D,20010710,4497
00006D,20010805,4471
00006D,20010805,4471
00006D,20010914,4431
00006D,20010914,4431
00006D,20010914,4431
00006D,20010914,4431
00006D,20010914,4431
00006D,20010926,4419
00006D,20010926,4419
00006D,20010926,4419
00006D,20010926,4419
00006D,20011021,4394
00006D,20011021,4394
00006D,20011021,4394
00006D,20011021,4394
00006D,20011021,4394
00006D,20011103,4381
00006D,20011103,4381
00006D,20011103,4381
00006D,20011103,4381
00006D,20011105,4379
00006D,20011105,4379
00006D,20011105,4379
00006D,20011105,4379
00006D,20011105,4379
00006D,20011105,4379
00006D,20011105,4379
00006D,20011105,4379
00006D,20011106,4378
00006D,20011220,4334
00006D,20011220,4334
00006D,20011220,4334
00006D,20011220,4334
00008A,20010414,4584
00008A,20010414,4584
00008A,20010414,4584
00008A,20010414,4584
00008A,20010414,4584
00008A,20010414,4584
00008A,20010414,4584
00008A,20010426,4572
00008A,20010427,4571
00008A,20010505,4563
00008A,20010505,4563
00008A,20010505,4563
00008A,20010505,4563
00008B,20010414,4584
00008B,20010414,4584
00008B,20010414,4584
00008B,20010414,4584
00008B,20010414,4584
00008B,20010414,4584
00008B,20010414,4584
00008B,20010426,4572
00008B,20010427,4571
00008B,20010505,4563
00008B,20010505,4563
00008B,20010505,4563
00008B,20010505,4563
00008C,20010414,4584
00008C,20010414,4584
00008C,20010414,4584
00008C,20010414,4584
00008C,20010414,4584
00008C,20010414,4584
00008C,20010414,4584
00008C,20010426,4572
00008C,20010427,4571
00008C,20010505,4563
00008C,20010505,4563
00008C,20010505,4563
00008C,20010505,4563
00008D,20010414,4584
00008D,20010414,4584
00008D,20010414,4584
00008D,20010414,4584
00008D,20010414,4584
00008D,20010414,4584
00008D,20010414,4584
00008D,20010426,4572
00008D,20010427,4571
00008D,20010505,4563
00008D,20010505,4563
00008D,20010505,4563
00008D,20010505,4563
00009A,20011224,4330
00009A,20011224,4330
00009A,20011224,4330
00009A,20011224,4330
00009A,20011224,4330
00009A,20011224,4330
00009A,20011224,4330
00009A,20011224,4330
00009A,20011224,4330
00009A,20011224,4330
00009B,20011224,4330
00009B,20011224,4330
00009B,20011224,4330
00009B,20011224,4330
00009B,20011224,4330
00009B,20011224,4330
00009B,20011224,4330
00009B,20011224,4330
00009B,20011224,4330
00009B,20011224,4330
00009C,20011224,4330
00009C,20011224,4330
00009C,20011224,4330
00009C,20011224,4330
00009C,20011224,4330
00009C,20011224,4330
00009C,20011224,4330
00009C,20011224,4330
00009C,20011224,4330
00009C,20011224,4330
00009D,20011224,4330
00009D,20011224,4330
00009D,20011224,4330
00009D,20011224,4330
00009D,20011224,4330
00009D,20011224,4330
00009D,20011224,4330
00009D,20011224,4330
00009D,20011224,4330
00009D,20011224,4330
00010A,20010601,4536
00010A,20010601,4536
00010A,20010601,4536
00010A,20010601,4536
00010B,20010601,4536
00010B,20010601,4536
00010B,20010601,4536
00010B,20010601,4536
00010C,20010601,4536
00010C,20010601,4536
00010C,20010601,4536
00010C,20010601,4536
00010D,20010601,4536
00010D,20010601,4536
00010D,20010601,4536
00010D,20010601,4536
00012A,20010501,4567
00012A,20010501,4567
00012A,20010501,4567
00012A,20010501,4567
00012A,20010501,4567
00012A,20010501,4567
00012A,20010501,4567
00012A,20010502,4566
00012A,20010502,4566
00012A,20010502,4566
00012A,20010502,4566
00012A,20010502,4566
00012A,20010502,4566
00012A,20010502,4566
00012A,20010502,4566
00012A,20010502,4566
00012A,20010502,4566
00012A,20010618,4519
00012A,20010618,4519
00012A,20010618,4519
00012A,20010618,4519
00012A,20010618,4519
00012A,20010618,4519
00012A,20010618,4519
00012A,20010624,4513
00012A,20010624,4513
00012A,20010624,4513
00012A,20010624,4513
00012A,20010703,4504
00012A,20010703,4504
00012A,20010703,4504
00012B,20010501,4567
00012B,20010501,4567
00012B,20010501,4567
00012B,20010501,4567
00012B,20010501,4567
00012B,20010501,4567
00012B,20010501,4567
00012B,20010502,4566
00012B,20010502,4566
00012B,20010502,4566
00012B,20010502,4566
00012B,20010502,4566
00012B,20010502,4566
00012B,20010502,4566
00012B,20010502,4566
00012B,20010502,4566
00012B,20010502,4566
00012B,20010618,4519
00012B,20010618,4519
00012B,20010618,4519
00012B,20010618,4519
00012B,20010618,4519
00012B,20010618,4519
00012B,20010618,4519
00012B,20010624,4513
00012B,20010624,4513
00012B,20010624,4513
00012B,20010624,4513
00012B,20010703,4504
00012B,20010703,4504
00012B,20010703,4504
00012C,20010501,4567
00012C,20010501,4567
00012C,20010501,4567
00012C,20010501,4567
00012C,20010501,4567
00012C,20010501,4567
00012C,20010501,4567
00012C,20010502,4566
00012C,20010502,4566
00012C,20010502,4566
00012C,20010502,4566
00012C,20010502,4566
00012C,20010502,4566
00012C,20010502,4566
00012C,20010502,4566
00012C,20010502,4566
00012C,20010502,4566
00012C,20010618,4519
00012C,20010618,4519
00012C,20010618,4519
00012C,20010618,4519
00012C,20010618,4519
00012C,20010618,4519
00012C,20010618,4519
00012C,20010624,4513
00012C,20010624,4513
00012C,20010624,4513
00012C,20010624,4513
00012C,20010703,4504
00012C,20010703,4504
00012C,20010703,4504
00012D,20010501,4567
00012D,20010501,4567
00012D,20010501,4567
00012D,20010501,4567
00012D,20010501,4567
00012D,20010501,4567
00012D,20010501,4567
00012D,20010502,4566
00012D,20010502,4566
00012D,20010502,4566
00012D,20010502,4566
00012D,20010502,4566
00012D,20010502,4566
00012D,20010502,4566
00012D,20010502,4566
00012D,20010502,4566
00012D,20010502,4566
00012D,20010618,4519
00012D,20010618,4519
00012D,20010618,4519
00012D,20010618,4519
00012D,20010618,4519
00012D,20010618,4519
00012D,20010618,4519
00012D,20010624,4513
00012D,20010624,4513
00012D,20010624,4513
00012D,20010624,4513
00012D,20010703,4504
00012D,20010703,4504
00012D,20010703,4504
00014A,20010504,4564
00014A,20010504,4564
00014A,20010504,4564
00014A,20010504,4564
00014A,20010504,4564
00014A,20010504,4564
00014A,20010504,4564
00014A,20010504,4564
00014A,20010504,4564
00014A,20010504,4564
00014A,20010504,4564
00014A,20010504,4564
00014A,20010509,4559
00014A,20010509,4559
00014A,20010509,4559
00014A,20010509,4559
00014A,20010509,4559
00014A,20010509,4559
00014A,20010526,4542
00014A,20010617,4520
00014A,20010617,4520
00014A,20010617,4520
00014A,20010617,4520
00014A,20010630,4507
00014B,20010504,4564
00014B,20010504,4564
00014B,20010504,4564
00014B,20010504,4564
00014B,20010504,4564
00014B,20010504,4564
00014B,20010504,4564
00014B,20010504,4564
00014B,20010504,4564
00014B,20010504,4564
00014B,20010504,4564
00014B,20010504,4564
00014B,20010509,4559
00014B,20010509,4559
00014B,20010509,4559
00014B,20010509,4559
00014B,20010509,4559
00014B,20010509,4559
00014B,20010526,4542
00014B,20010617,4520
00014B,20010617,4520
00014B,20010617,4520
00014B,20010617,4520
00014B,20010630,4507
00014C,20010504,4564
00014C,20010504,4564
00014C,20010504,4564
00014C,20010504,4564
00014C,20010504,4564
00014C,20010504,4564
00014C,20010504,4564
00014C,20010504,4564
00014C,20010504,4564
00014C,20010504,4564
00014C,20010504,4564
00014C,20010504,4564
00014C,20010509,4559
00014C,20010509,4559
00014C,20010509,4559
00014C,20010509,4559
00014C,20010509,4559
00014C,20010509,4559
00014C,20010526,4542
00014C,20010617,4520
00014C,20010617,4520
00014C,20010617,4520
00014C,20010617,4520
00014C,20010630,4507
00014D,20010504,4564
00014D,20010504,4564
00014D,20010504,4564
00014D,20010504,4564
00014D,20010504,4564
00014D,20010504,4564
00014D,20010504,4564
00014D,20010504,4564
00014D,20010504,4564
00014D,20010504,4564
00014D,20010504,4564
00014D,20010504,4564
00014D,20010509,4559
00014D,20010509,4559
00014D,20010509,4559
00014D,20010509,4559
00014D,20010509,4559
00014D,20010509,4559
00014D,20010526,4542
00014D,20010617,4520
00014D,20010617,4520
00014D,20010617,4520
00014D,20010617,4520
00014D,20010630,4507
00015A,20011103,4381
00015A,20011103,4381
00015A,20011103,4381
00015A,20011103,4381
00015A,20011103,4381
00015A,20011103,4381
00015A,20011103,4381
00015A,20011208,4346
00015A,20011208,4346
00015A,20011208,4346
00015A,20011208,4346
00015A,20011208,4346
00015A,20011208,4346
00015A,20011208,4346
00015A,20011208,4346
00015A,20011208,4346
00015A,20011208,4346
00015B,20011103,4381
00015B,20011103,4381
00015B,20011103,4381
00015B,20011103,4381
00015B,20011103,4381
00015B,20011103,4381
00015B,20011103,4381
00015B,20011208,4346
00015B,20011208,4346
00015B,20011208,4346
00015B,20011208,4346
00015B,20011208,4346
00015B,20011208,4346
00015B,20011208,4346
00015B,20011208,4346
00015B,20011208,4346
00015B,20011208,4346
00015C,20011103,4381
00015C,20011103,4381
00015C,20011103,4381
00015C,20011103,4381
00015C,20011103,4381
00015C,20011103,4381
00015C,20011103,4381
00015C,20011208,4346
00015C,20011208,4346
00015C,20011208,4346
00015C,20011208,4346
00015C,20011208,4346
00015C,20011208,4346
00015C,20011208,4346
00015C,20011208,4346
00015C,20011208,4346
00015C,20011208,4346
00015D,20011103,4381
00015D,20011103,4381
00015D,20011103,4381
00015D,20011103,4381
00015D,20011103,4381
00015D,20011103,4381
00015D,20011103,4381
00015D,20011208,4346
00015D,20011208,4346
00015D,20011208,4346
00015D,20011208,4346
00015D,20011208,4346
00015D,20011208,4346
00015D,20011208,4346
00015D,20011208,4346
00015D,20011208,4346
00015D,20011208,4346
00016A,20010301,4628
00016A,20010301,4628
00016A,20010301,4628
00016A,20010301,4628
00016A,20010301,4628
00016A,20010301,4628
00016A,20010301,4628
00016A,20010301,4628
00016A,20010527,4541
00016A,20010527,4541
00016A,20010527,4541
00016A,20010527,4541
00016A,20010527,4541
00016A,20010527,4541
00016A,20010603,4534
00016A,20010603,4534
00016A,20010603,4534
00016A,20010603,4534
00016A,20010603,4534
00016A,20010603,4534
00016A,20010603,4534
00016A,20010603,4534
00016A,20010603,4534
00016A,20010603,4534
00016A,20010603,4534
00016B,20010301,4628
00016B,20010301,4628
00016B,20010301,4628
00016B,20010301,4628
00016B,20010301,4628
00016B,20010301,4628
00016B,20010301,4628
00016B,20010301,4628
00016B,20010527,4541
00016B,20010527,4541
00016B,20010527,4541
00016B,20010527,4541
00016B,20010527,4541
00016B,20010527,4541
00016B,20010603,4534
00016B,20010603,4534
00016B,20010603,4534
00016B,20010603,4534
00016B,20010603,4534
00016B,20010603,4534
00016B,20010603,4534
00016B,20010603,4534
00016B,20010603,4534
00016B,20010603,4534
00016B,20010603,4534
00016C,20010301,4628
00016C,20010301,4628
00016C,20010301,4628
00016C,20010301,4628
00016C,20010301,4628
00016C,20010301,4628
00016C,20010301,4628
00016C,20010301,4628
00016C,20010527,4541
00016C,20010527,4541
00016C,20010527,4541
00016C,20010527,4541
00016C,20010527,4541
00016C,20010527,4541
00016C,20010603,4534
00016C,20010603,4534
00016C,20010603,4534
00016C,20010603,4534
00016C,20010603,4534
00016C,20010603,4534
00016C,20010603,4534
00016C,20010603,4534
00016C,20010603,4534
00016C,20010603,4534
00016C,20010603,4534
00016D,20010301,4628
00016D,20010301,4628
00016D,20010301,4628
00016D,20010301,4628
00016D,20010301,4628
00016D,20010301,4628
00016D,20010301,4628
00016D,20010301,4628
00016D,20010527,4541
00016D,20010527,4541
00016D,20010527,4541
00016D,20010527,4541
00016D,20010527,4541
00016D,20010527,4541
00016D,20010603,4534
00016D,20010603,4534
00016D,20010603,4534
00016D,20010603,4534
00016D,20010603,4534
00016D,20010603,4534
00016D,20010603,4534
00016D,20010603,4534
00016D,20010603,4534
00016D,20010603,4534
00016D,20010603,4534
00017A,20010321,4608
00017A,20010321,4608
00017A,20010321,4608
00017A,20010321,4608
00017A,20010321,4608
00017A,20010321,4608
00017A,20010321,4608
00017A,20010507,4561
00017A,20010507,4561
00017A,20010507,4561
00017A,20010507,4561
00017A,20010507,4561
00017A,20010507,4561
00017A,20010507,4561
00017A,20010508,4560
00017A,20010508,4560
00017A,20010508,4560
00017A,20010508,4560
00017A,20010508,4560
00017A,20010508,4560
00017A,20010508,4560
00017A,20010508,4560
00017B,20010321,4608
00017B,20010321,4608
00017B,20010321,4608
00017B,20010321,4608
00017B,20010321,4608
00017B,20010321,4608
00017B,20010321,4608
00017B,20010507,4561
00017B,20010507,4561
00017B,20010507,4561
00017B,20010507,4561
00017B,20010507,4561
00017B,20010507,4561
00017B,20010507,4561
00017B,20010508,4560
00017B,20010508,4560
00017B,20010508,4560
00017B,20010508,4560
00017B,20010508,4560
00017B,20010508,4560
00017B,20010508,4560
00017B,20010508,4560
00017C,20010321,4608
00017C,20010321,4608
00017C,20010321,4608
00017C,20010321,4608
00017C,20010321,4608
00017C,20010321,4608
00017C,20010321,4608
00017C,20010507,4561
00017C,20010507,4561
00017C,20010507,4561
00017C,20010507,4561
00017C,20010507,4561
00017C,20010507,4561
00017C,20010507,4561
00017C,20010508,4560
00017C,20010508,4560
00017C,20010508,4560
00017C,20010508,4560
00017C,20010508,4560
00017C,20010508,4560
00017C,20010508,4560
00017C,20010508,4560
00017D,20010321,4608
00017D,20010321,4608
00017D,20010321,4608
00017D,20010321,4608
00017D,20010321,4608
00017D,20010321,4608
00017D,20010321,4608
00017D,20010507,4561
00017D,20010507,4561
00017D,20010507,4561
00017D,20010507,4561
00017D,20010507,4561
00017D,20010507,4561
00017D,20010507,4561
00017D,20010508,4560
00017D,20010508,4560
00017D,20010508,4560
00017D,20010508,4560
00017D,20010508,4560
00017D,20010508,4560
00017D,20010508,4560
00017D,20010508,4560
00018A,20010130,4658
00018A,20010130,4658
00018A,20010130,4658
00018A,20010130,4658
00018A,20010130,4658
00018A,20010130,4658
00018A,20010130,4658
00018A,20010130,4658
00018A,20010130,4658
00018A,20010130,4658
00018A,20010130,4658
00018A,20010319,4610
00018A,20010319,4610
00018A,20010319,4610
00018A,20010320,4609
00018A,20010320,4609
00018B,20010130,4658
00018B,20010130,4658
00018B,20010130,4658
00018B,20010130,4658
00018B,20010130,4658
00018B,20010130,4658
00018B,20010130,4658
00018B,20010130,4658
00018B,20010130,4658
00018B,20010130,4658
00018B,20010130,4658
00018B,20010319,4610
00018B,20010319,4610
00018B,20010319,4610
00018B,20010320,4609
00018B,20010320,4609
00018C,20010130,4658
00018C,20010130,4658
00018C,20010130,4658
00018C,20010130,4658
00018C,20010130,4658
00018C,20010130,4658
00018C,20010130,4658
00018C,20010130,4658
00018C,20010130,4658
00018C,20010130,4658
00018C,20010130,4658
00018C,20010319,4610
00018C,20010319,4610
00018C,20010319,4610
00018C,20010320,4609
00018C,20010320,4609
00018D,20010130,4658
00018D,20010130,4658
00018D,20010130,4658
00018D,20010130,4658
00018D,20010130,4658
00018D,20010130,4658
00018D,20010130,4658
00018D,20010130,4658
00018D,20010130,4658
00018D,20010130,4658
00018D,20010130,4658
00018D,20010319,4610
00018D,20010319,4610
00018D,20010319,4610
00018D,20010320,4609
00018D,20010320,4609
00020A,20010415,4583
00020A,20010415,4583
00020A,20010415,4583
00020A,20010415,4583
00020A,20010415,4583
00020A,20010415,4583
00020A,20010415,4583
00020A,20010415,4583
00020A,20010415,4583
00020A,20010602,4535
00020A,20010602,4535
00020A,20010602,4535
00020A,20010602,4535
00020A,20010602,4535
00020A,20010602,4535
00020A,20010602,4535
00020A,20010602,4535
00020A,20010623,4514
00020A,20010623,4514
00020A,20010813,4463
00020A,20010813,4463
00020A,20010813,4463
00020A,20010813,4463
00020A,20010813,4463
00020A,20010813,4463
00020A,20010813,4463
00020A,20010813,4463
00020A,20010828,4448
00020A,20010828,4448
00020A,20010828,4448
00020A,20010828,4448
00020A,20010829,4447
00020A,20010903,4442
00020A,20010903,4442
00020A,20010903,4442
00020A,20010903,4442
00020A,20010903,4442
00020A,20010903,4442
00020B,20010415,4583
00020B,20010415,4583
00020B,20010415,4583
00020B,20010415,4583
00020B,20010415,4583
00020B,20010415,4583
00020B,20010415,4583
00020B,20010415,4583
00020B,20010415,4583
00020B,20010602,4535
00020B,20010602,4535
00020B,20010602,4535
00020B,20010602,4535
00020B,20010602,4535
00020B,20010602,4535
00020B,20010602,4535
00020B,20010602,4535
00020B,20010623,4514
00020B,20010623,4514
00020B,20010813,4463
00020B,20010813,4463
00020B,20010813,4463
00020B,20010813,4463
00020B,20010813,4463
00020B,20010813,4463
00020B,20010813,4463
00020B,20010813,4463
00020B,20010828,4448
00020B,20010828,4448
00020B,20010828,4448
00020B,20010828,4448
00020B,20010829,4447
